K10G70J    15.80    0.15     4.05  0.052   1.60   0   9   6  2.34283  2.10669  25.33426  55298.6984
  08251    15.30    0.15     5.93  0.038   1.19   0  12  12  2.55427  2.33765  23.11050  55298.9596
K10G87L    17.40    0.15     1.76  0.063  -1.20   0   8   0  1.99155  1.70867  30.22772  55298.9621
  24814    14.80    0.15     2.94  0.245  -1.20   0   9   0  2.43026  2.20234  24.36525  55299.0914
  52439    14.80    0.15     2.65  0.301   1.09   0  11  11  1.80736  1.49187  33.69773  55299.0958
  A9346    15.90    0.15     4.19  0.044   1.10   0  13  10  2.54708  2.24557  23.07276  55299.2587
  05870    13.30    0.15     8.88  0.107   1.01   0   8   7  3.67597  3.52683  15.82955  55299.4846
  16529    13.60    0.15     7.57  0.112   2.11   0   7   3  3.05581  2.87565  19.15547  55299.4851
  O7877    16.30    0.15     3.42  0.046   1.04   0  11  11  2.25719  2.01021  26.37340  55299.4908
  U1968    14.50    0.15     7.11  0.055   0.99   0   9   7  3.67820  3.53171  15.81907  55299.4940
K10G90R    16.50    0.15     3.07  0.047  -1.20   0   8   0  2.54989  2.33389  23.15763  55299.6220
K10G72U    18.20    0.15     1.24  0.060  -1.20   0  15   0  1.71255  1.29649  35.67294  55299.9170
  05621    14.00    0.15     4.00  0.278  -1.20   0   9   0  2.84071  2.56293  20.57843  55299.9187
K10G92L    18.80    0.15     1.21  0.037  -1.20   0   4   0  1.81598  1.50753  33.52088  55300.0197
  A3732    14.90    0.15     2.92  0.228  -1.20   0   9   0  2.35409  2.03476  25.09752  55300.1820
K10G93O    18.40    0.15     1.47  0.036  -1.20   0   5   0  2.04780  1.69384  29.19192  55300.1881
  N7566    15.10    0.15     2.33  0.297   0.78   0   9   8  1.97547  1.69274  30.51499  55300.5512
  18181    13.10    0.15     6.01  0.282   1.05   0  13  13  1.93765  1.56229  31.01829  55300.7133
  b0199    15.80    0.15     2.12  0.188  -1.20   0   8   0  2.33431  2.01197  25.32652  55300.7154
  d3410    17.10    0.15     2.89  0.031   0.97   0  17  10  1.76606  1.44456  34.61606  55300.8137
K10G96J    17.90    0.15     2.08  0.028  -1.20   0  10   0  2.31673  1.99064  25.52570  55300.8470
K10GE7L    17.20    0.15     2.25  0.046   1.44   0  21  12  1.69377  1.35552  36.32473  55300.9429
K10GE8X    17.40    0.15     1.39  0.100  -1.20   0   8   0  2.00092  1.72373  30.09056  55300.9482
K10GF0V    17.80    0.15     1.57  0.054  -1.20   0  15   0  1.87648  1.48888  32.14677  55301.2408
  B4924    15.70    0.15     4.33  0.049   1.46   0  11   8  2.11822  1.85722  28.27373  55301.4764
  c3218    15.60    0.15     2.09  0.233  -1.20   0   6   0  2.13727  1.79061  27.85437  55301.5051
  07369    13.20    0.15     5.51  0.305   1.01   0   9   7  2.52827  2.31190  23.38188  55301.7394
K10GF4H    16.80    0.15     2.13  0.074  -1.20   0   3   0  2.32650  2.08844  25.54581  55301.7413
  92158    15.50    0.15     2.06  0.263   1.21   0  14  11  1.74739  1.35536  34.94060  55302.0292
K10H03J    18.80    0.15     1.14  0.041  -1.20   0   4   0  1.81746  1.51029  33.51787  55302.5303
K10H06A    16.40    0.15     2.33  0.090  -1.20   0   3   0  2.59279  2.29572  22.66454  55302.6347
  A0438    15.10    0.15     5.57  0.052   1.12   0  17  16  2.15172  1.80542  27.66208  55302.6980
K10H06R    19.20    0.15     0.95  0.041  -1.20   0   6   0  1.71985  1.29502  35.48215  55302.6989
  80107    15.60    0.15     2.19  0.211  -1.20   0   7   0  2.30358  1.97649  25.70447  55303.0938
  F2864    16.90    0.15     3.22  0.030  -1.20   0   6   0  2.75808  2.46517  21.22288  55303.2277
K10H11C    18.10    0.15     1.95  0.027  -1.20   0  12   0  2.22530  1.89137  26.68676  55303.3563
  Z1009    16.80    0.15     2.43  0.057   1.40   0  18  16  1.64923  1.30267  37.50271  55303.4568
K10H11Q    18.40    0.15     1.39  0.040  -1.20   0   9   0  2.04412  1.69162  29.28673  55303.5621
  N8851    16.70    0.15     3.42  0.032  -1.20   0   5   0  2.88854  2.61009  20.23773  55303.6231
  P2050    17.80    0.15     1.69  0.047  -1.20   0   9   0  2.05209  1.78300  29.29335  55303.6530
K10H14H    17.20    0.15     2.98  0.026  -1.20   0   6   0  2.78256  2.49558  21.04273  55304.2836
K10H14Z    17.80    0.15     2.32  0.025  -1.20   0  11   0  2.40705  2.09025  24.53048  55304.4154
K10H16D    17.80    0.15     2.21  0.027  -1.20   0   7   0  2.32042  2.08259  25.63963  55304.5166
  17640    13.60    0.15     4.87  0.271   1.30   0   6   6  2.38618  2.15836  24.88972  55304.9151
K05SO3L    17.60    0.15     2.07  0.038  -1.20   0   4   0  2.31662  1.98592  25.54869  55304.9475
K10H19N    16.40    0.15     3.24  0.046  -1.20   0   9   0  2.59967  2.29588  22.59953  55304.9492
K10H22F    18.70    0.15     1.05  0.053  -1.20   0  35   0  1.54087  1.08751  40.54616  55304.9504
  07660    14.40    0.15     3.41  0.264   0.98   0  24  22  1.83890  1.45529  32.97895  55305.0784
  23738    14.50    0.15     4.59  0.133   1.63   0   8   6  2.53503  2.22743  23.21531  55305.0808
  88191    16.70    0.15     1.28  0.224  -1.20   0   5   0  1.84851  1.54466  32.90993  55305.1780
  77971    15.20    0.15     2.23  0.297  -1.20   0   6   0  2.03603  1.76649  29.56601  55305.9726
  U2111    14.30    0.15     5.38  0.116   1.23   0  26  27  1.78663  1.47679  34.22007  55306.1008
K10H34T    16.60    0.15     3.53  0.033  -1.20   0  13   0  2.87062  2.61029  20.42840  55306.5399
  M2753    14.80    0.15     6.43  0.051   1.16   0  27  27  1.98118  1.63307  30.41013  55307.2657
K10H22Y    16.50    0.15     4.13  0.026  -1.20   0   7   0  3.22970  2.99843  18.08610  55307.2701
  U2785    15.40    0.15     4.39  0.064  -1.20   0   5   0  3.24907  3.08842  18.01736  55307.6965
K10H38P    18.10    0.15     1.91  0.028  -1.20   0   3   0  2.14727  1.89823  27.90557  55307.8270
  Z7355    16.80    0.15     2.54  0.052   0.95   0  33  29  1.71005  1.38425  36.01081  55308.0852
  K2409    16.60    0.15     1.13  0.315  -1.20   0   9   0  1.62640  1.28215  38.17726  55308.4847
  24242    14.50    0.15     3.70  0.205  -1.20   0   7   0  2.72644  2.46589  21.59262  55309.8425
K10H47C    18.10    0.15     1.66  0.037  -1.20   0   5   0  2.11457  1.86503  28.39384  55309.9396
  X3416    16.00    0.15     1.88  0.199  -1.20   0   5   0  2.22266  1.91444  26.83968  55310.1045
  19388    14.50    0.15     5.05  0.110   1.16   0   9   4  3.01117  2.84253  19.51018  55310.2035
K10H22K    19.30    0.15     0.83  0.049  -1.20   0   5   0  1.65318  1.25484  37.40660  55310.2333
  B4326    15.20    0.15     2.23  0.295  -1.20   0  12   0  2.19824  1.88648  27.16566  55310.6388
K10H51Q    18.10    0.15     1.82  0.031  -1.20   0   5   0  2.15203  1.90508  27.86375  55310.7309
  02074    13.90    0.15     4.58  0.232   1.48   0  22  22  1.90750  1.62540  31.82895  55310.8625
  X7096    16.40    0.15     3.54  0.039  -1.20   0   4   0  2.84838  2.59903  20.63665  55310.9697
K06QI5R    18.40    0.15     1.34  0.043  -1.20   0   6   0  1.81676  1.44419  33.53253  55311.0340
  10295    16.50    0.15     1.31  0.258  -1.20   0  15   0  1.64212  1.22931  37.67711  55311.1687
  07505    12.30    0.15    10.04  0.211   1.14   0  15  13  3.07511  2.83404  19.04838  55311.2994
  14653    14.30    0.15     3.79  0.235  -1.20   0  13   0  2.77727  2.51667  21.18310  55311.4323
  66419    14.20    0.15     3.84  0.250  -1.20   0  12   0  2.36326  2.14458  25.19518  55311.5300
K10H22V    15.80    0.15     4.08  0.051  -1.20   0   4   0  2.98199  2.74554  19.68131  55311.6901
K06H52A    19.90    0.15     0.73  0.036  -1.20   0  11   0  1.51536  1.06756  41.49314  55311.9627
K10H62O    17.50    0.15     2.52  0.028  -1.20   0   3   0  2.56842  2.29028  23.00223  55312.2221
  e5401    17.40    0.15     2.05  0.046  -1.20   0  12   0  2.16516  1.84454  27.61755  55312.2235
K10H61W    17.80    0.15     1.71  0.046  -1.20   0  10   0  1.86168  1.49445  32.62542  55312.2255
K10H68J    16.50    0.15     2.66  0.063  -1.20   0   8   0  2.50873  2.30701  23.65114  55313.1161
K10H68K    18.80    0.15     1.19  0.037  -1.20   0   4   0  1.80571  1.50367  33.87557  55313.1168
K10H68U    16.90    0.15     3.52  0.025  -1.20   0   5   0  2.93151  2.67808  20.02317  55313.1488
  31367    13.80    0.15     5.13  0.203   1.08   0   4   3  3.05268  2.81363  19.20681  55313.4197
K10H70H    17.10    0.15     2.28  0.049  -1.20   0   7   0  2.14827  1.90914  27.93742  55313.5143
K03X04V    17.70    0.15     1.70  0.051  -1.20   0   9   0  1.99483  1.73273  30.30529  55313.6456
  D4746    16.70    0.15     1.30  0.218  -1.20   0   8   0  1.85120  1.48024  32.84275  55313.6783
  M6213    17.30    0.15     1.52  0.092  -1.20   0  12   0  1.99557  1.64920  30.20779  55313.6811
  T4349    17.40    0.15     0.90  0.240  -1.20   0   6   0  1.64445  1.31518  37.74077  55313.7808
  X1614    15.80    0.15     4.55  0.041   0.83   0  11   7  3.00856  2.76332  19.49911  55313.8088
K10H72R    19.20    0.15     1.01  0.036  -1.20   0   9   0  1.70260  1.30215  36.14536  55313.8091
  07747    13.60    0.15     4.59  0.304  -1.20   0  13   0  2.88759  2.63010  20.34373  55313.8115
K10H82K    16.50    0.15     3.15  0.045  -1.20   0   6   0  2.50559  2.30448  23.68780  55313.9131
K10H76A    16.10    0.15     3.48  0.053   1.06   0  18  17  2.15976  1.92220  27.78347  55314.3046
K10H75Z    18.40    0.15     1.51  0.034  -1.20   0   4   0  2.03537  1.69845  29.56650  55314.3400
  b8305    17.70    0.15     0.61  0.397  -1.20   0  10   0  1.39493  0.97556  46.19991  55314.5115
  10416    14.50    0.15     3.60  0.216  -1.20   0   6   0  2.70117  2.51648  21.88242  55314.5710
K10H83J    16.80    0.15     2.92  0.040   2.08   0  16   8  1.99884  1.65249  30.16124  55314.6041
  O3881    16.70    0.15     2.06  0.087  -1.20   0   8   0  2.16656  1.93066  27.69080  55314.7042
  f6187    16.50    0.15     2.56  0.068   1.33   0  16   8  1.99001  1.72930  30.39426  55314.7080
  F9889    16.00    0.15     1.61  0.270  -1.20   0  11   0  1.93881  1.66730  31.28725  55314.7112
  61343    15.50    0.15     2.27  0.217   1.61   0  18   9  1.75818  1.45409  34.94169  55314.9691
  U6461    14.80    0.15     6.35  0.053   0.97   0  14   9  2.88888  2.71912  20.39869  55315.0966
K10H88V    16.50    0.15     2.50  0.071  -1.20   0   3   0  2.57353  2.29248  22.96702  55315.1367
  21788    14.10    0.15     4.49  0.201   1.48   0  13   7  2.56071  2.36612  23.15521  55315.2307
  A6239    16.00    0.15     1.65  0.258  -1.20   0   5   0  2.00151  1.74343  30.20472  55315.4989
K10H90R    17.10    0.15     2.00  0.064  -1.20   0  12   0  2.14796  1.90821  27.95817  55315.4990
K10H89D    14.90    0.15     6.17  0.051   2.09   0  10   4  2.94407  2.69130  19.94723  55315.5301
  26385    15.00    0.15     2.88  0.212  -1.20   0   8   0  2.54682  2.26308  23.22549  55315.5306
  d1000    17.10    0.15     1.31  0.149  -1.20   0  11   0  1.92809  1.56838  31.39578  55315.6614
  98889    13.90    0.15     3.97  0.308   1.08   0  15  15  1.58100  1.22987  39.57757  55315.7688
K10H94B    16.40    0.15     2.57  0.073   1.26   0  14   8  2.03174  1.68887  29.62822  55315.7935
  O0292    17.00    0.15     1.08  0.242  -1.20   0  20   0  1.65633  1.23932  37.33188  55315.7937
K10H95A    17.20    0.15     2.93  0.027  -1.20   0   6   0  2.74635  2.47882  21.45104  55315.9266
  39561    15.20    0.15     2.08  0.338   1.05   0  17  14  1.79560  1.49944  34.12180  55316.0323
  36771    14.60    0.15     3.12  0.262   1.48   0  12  10  1.64778  1.31705  37.68352  55316.1638
  05732    14.60    0.15     4.03  0.157  -1.20   0   6   0  2.98100  2.81722  19.74811  55316.4220
  H3475    15.60    0.15     2.27  0.198  -1.20   0   5   0  2.37488  2.16715  25.09318  55316.5610
  C4200    15.30    0.15     2.72  0.181  -1.20   0  12   0  2.44196  2.14355  24.28507  55316.9878
K10J04N    17.40    0.15     1.69  0.068  -1.20   0   9   0  1.96994  1.71005  30.75623  55317.2168
  24809    14.70    0.15     1.64  0.864  -1.20   0   7   0  1.86347  1.58126  32.72471  55317.4237
K10J04T    18.00    0.15     1.90  0.031  -1.20   0   3   0  2.16807  1.94012  27.68357  55317.4832
  58325    16.30    0.15     3.31  0.049   1.41   0  14   8  2.26911  2.05087  26.35784  55317.6133
  j8145    16.80    0.15     1.97  0.087   1.47   0  14   8  1.72574  1.42090  35.72013  55317.7454
K10J07S    16.90    0.15     3.51  0.025  -1.20   0   6   0  2.87702  2.70759  20.49853  55317.7504
K10J09L    17.50    0.15     2.40  0.031  -1.20   0   7   0  2.50458  2.31297  23.71824  55317.8778
K10J10U    17.80    0.15     1.34  0.075  -1.20   0   9   0  1.79781  1.50708  34.08881  55318.0132
  16724    14.00    0.15     6.55  0.103   0.75   0  11  11  3.04036  2.79174  19.30213  55318.0500
  27351    14.50    0.15     3.65  0.211  -1.20   0   6   0  2.91428  2.65391  20.16681  55318.3110
  62268    15.10    0.15     5.72  0.049   1.00   0  14  11  3.05841  2.80606  19.17716  55318.4413
  09082    14.00    0.15    10.12  0.043   1.78   0  12   7  3.90345  3.70035  14.92802  55318.4488
K10D02D    17.30    0.15     0.87  0.281  -1.20   0   4   0  1.67362  1.25407  36.88272  55318.5745
  F3474    16.20    0.15     3.41  0.050   1.20   0   9   6  2.32654  2.01677  25.58556  55318.5771
  69045    13.90    0.15     5.54  0.159   1.61   0  11   5  2.91365  2.65538  20.17826  55318.9692
K10J16Z    18.20    0.15     0.98  0.096  -1.20   0  12   0  1.70636  1.29465  36.06968  55318.9711
  67284    15.90    0.15     1.86  0.223  -1.20   0   5   0  1.94907  1.58455  31.02357  55319.2384
K10J18P    17.80    0.15     1.22  0.091  -1.20   0   6   0  1.87451  1.49423  32.39736  55319.3705
K10J19R    16.50    0.15     2.76  0.058  -1.20   0   5   0  2.49793  2.30471  23.79702  55319.5987
K10J20B    17.40    0.15     2.00  0.049  -1.20   0  13   0  2.17460  1.92241  27.62764  55319.6022
  G4269    16.70    0.15     1.18  0.266  -1.20   0   3   0  1.67624  1.36374  36.96131  55319.8665
K10J21T    18.40    0.15     1.71  0.027  -1.20   0   9   0  2.07809  1.73461  28.91732  55319.8988
  A0952    15.70    0.15     4.76  0.041   0.91   0  14  14  2.32596  2.01267  25.60079  55320.5581
  24693    13.80    0.15     4.41  0.274   1.08   0   9  10  2.30250  1.98310  25.87052  55320.5608
K10J25A    18.80    0.15     1.18  0.038  -1.20   0   5   0  1.87830  1.50044  32.34523  55320.8244
K10J25D    17.10    0.15     2.27  0.050  -1.20   0  16   0  2.21907  1.89080  26.92376  55320.8257
K10J25Q    17.50    0.15     2.60  0.026  -1.20   0   7   0  2.58177  2.29148  22.90766  55320.9586
K10J27E    16.10    0.15     3.21  0.062   1.41   0   9   7  2.21439  1.89561  27.01544  55321.4803
  00323     9.73    0.15    29.23  0.265   0.94   0  15  15  2.77473  2.50662  21.25193  55321.6229
  b0866    16.90    0.15     3.16  0.031   1.16   0  13  11  2.00920  1.65185  30.01331  55321.7504
  50354    15.70    0.15     1.98  0.238  -1.20   0  14   0  2.20904  1.88017  27.07071  55322.1468
K10J28K    16.30    0.15     3.25  0.051  -1.20   0  11   0  2.86962  2.60413  20.51305  55322.2815
K10J49U    16.20    0.15     3.31  0.053  -1.20   0   1   0  2.77386  2.49795  21.24671  55322.7425
K10J52N    17.20    0.15     2.93  0.027  -1.20   0   4   0  2.72210  2.50686  21.75008  55322.7787
J98X16Q    18.10    0.15     1.44  0.049  -1.20   0  23   0  1.70835  1.29151  36.04647  55322.8077
  31913    15.20    0.15     5.63  0.046   1.21   0   9   9  2.96310  2.69980  19.83475  55323.2077
K05E36N    17.20    0.15     1.97  0.060  -1.20   0  11   0  2.06538  1.71283  29.12239  55323.3368
  b8305    17.70    0.15     0.61  0.395  -1.20   0  19   0  1.39501  0.94508  46.33518  55323.4431
  W3182    16.20    0.15     1.84  0.173  -1.20   0   6   0  2.08991  1.80944  28.86343  55323.5680
  i0009    16.50    0.15     1.83  0.133  -1.20   0   3   0  2.18355  1.84728  27.40710  55323.6048
K10J56M    19.20    0.15     0.95  0.041  -1.20   0   4   0  1.66453  1.30352  37.30900  55323.6368
  j8145    16.80    0.15     1.96  0.088   1.38   0  26  21  1.69598  1.34610  36.51590  55323.6991
  a5937    16.60    0.15     3.46  0.034  -1.20   0  14   0  2.63985  2.42031  22.47397  55324.2284
  31843    15.00    0.15     2.63  0.256  -1.20   0  10   0  2.43559  2.12831  24.38264  55324.2641
  b6955    16.50    0.15     1.22  0.299  -1.20   0  22   0  1.62165  1.18262  38.32909  55324.3939
  c5368    16.90    0.15     1.94  0.082  -1.20   0  11   0  2.04539  1.69225  29.44913  55324.3951
K10J64F    17.10    0.15     2.07  0.059  -1.20   0  13   0  2.21909  1.88982  26.95151  55324.7966
  G4269    16.70    0.15     1.18  0.264  -1.20   0  18   0  1.66171  1.30323  37.40946  55325.0264
  00699    11.72    0.15    12.19  0.244   1.02   0  14  13  3.66612  3.43622  15.92318  55325.3199
K10J67V    17.80    0.15     1.52  0.058  -1.20   0  10   0  1.82519  1.50537  33.58190  55325.4269
  O4689    17.30    0.15     0.99  0.218  -1.20   0   2   0  1.64460  1.28014  37.85971  55325.5540
  03674    12.00    0.15     9.25  0.327   0.93   0  16  16  2.22898  1.97259  26.92907  55325.5550
K10J69G    16.70    0.15     2.35  0.067  -1.20   0   6   0  2.41048  2.09790  24.65280  55325.5884
K10J80U    17.80    0.15     1.14  0.104  -1.20   0  11   0  1.82583  1.50599  33.57160  55325.9568
K10J90H    19.20    0.15     0.92  0.044  -1.20   0   4   0  1.65234  1.28508  37.65702  55326.0827
  N4312    17.40    0.15     0.97  0.205  -1.20   0   1   0  1.79335  1.40078  34.13414  55326.1882
  37671    14.70    0.15     2.92  0.273   1.39   0  15  11  2.07975  1.72761  28.91988  55326.2510
  f6301    17.20    0.15     1.17  0.171  -1.20   0  19   0  1.65723  1.30082  37.54501  55326.3439
K10J91P    17.10    0.15     1.95  0.067  -1.20   0   9   0  2.22817  1.89882  26.83951  55326.3783
  U7566    17.20    0.15     1.16  0.174  -1.20   0   8   0  1.74116  1.40233  35.44368  55326.4815
K10J92V    16.40    0.15     2.46  0.081  -1.20   0   9   0  2.53665  2.31261  23.45558  55326.4831
  i0760    16.40    0.15     1.47  0.227  -1.20   0   8   0  2.00730  1.64106  30.05753  55326.6451
K10J93Y    17.60    0.15     1.42  0.080  -1.20   0   8   0  1.89136  1.58143  32.26639  55326.7464
K10J95E    14.90    0.15     3.84  0.132  -1.20   0   5   0  2.96204  2.68881  19.84009  55326.7770
  A5175    15.60    0.15     2.35  0.185  -1.20   0   4   0  2.20708  1.94633  27.22403  55326.8772
  71997    16.00    0.15     1.58  0.282  -1.20   0  11   0  1.81440  1.49394  33.82045  55326.8782
K10J95Z    17.70    0.15     1.19  0.104  -1.20   0   5   0  1.81130  1.48680  33.88019  55326.8784
  Y7505    16.40    0.15     1.37  0.259  -1.20   0  11   0  1.86848  1.55669  32.71867  55327.1404
K10J96U    18.80    0.15     1.20  0.037  -1.20   0  12   0  1.82794  1.51007  33.53778  55327.1414
  03401    12.30    0.15     9.44  0.238   1.34   0  10   8  2.75466  2.54936  21.50620  55327.1439
K10J98K    18.80    0.15     1.13  0.042  -1.20   0  11   0  1.88386  1.50167  32.27716  55327.1774
  F2748    17.20    0.15     1.73  0.078  -1.20   0   9   0  2.10891  1.83639  28.61508  55327.5373
  C1210    15.90    0.15     2.64  0.111   2.23   0  16  16  1.61080  1.24131  38.83300  55327.5388
  13153    15.50    0.15     2.34  0.203   1.60   0  17  13  1.62364  1.25786  38.47075  55327.5402
K10J97A    19.20    0.15     0.82  0.055  -1.20   0   2   0  1.65594  1.30087  37.58247  55327.6105
K10J81K    16.80    0.15     2.47  0.055  -1.20   0  15   0  2.34810  2.10836  25.47737  55327.6775
K10JA0H    16.30    0.15     2.49  0.086  -1.20   0   5   0  2.59710  2.37414  22.88328  55327.9396
  46780    14.50    0.15     3.36  0.248  -1.20   0   9   0  2.64607  2.35139  22.34187  55328.2347
  O8920    16.40    0.15     2.99  0.054  -1.20   0  11   0  2.38848  2.15195  25.01965  55328.4666
K10JA7B    17.50    0.15     2.51  0.028  -1.20   0   6   0  2.52909  2.30602  23.54116  55328.4671
  a7676    17.60    0.15     1.00  0.161  -1.20   0  15   0  1.67767  1.32545  37.03063  55328.5960
  D3048    15.40    0.15     5.02  0.048   1.03   0  20  20  1.77331  1.44731  34.73434  55328.6037
K10JA7J    18.80    0.15     1.25  0.034  -1.20   0   9   0  1.85961  1.54793  32.90516  55328.7340
  06874    13.80    0.15     4.96  0.217   1.00   0  12  12  2.53228  2.22848  23.40763  55328.7644
K10JA9R    15.40    0.15     3.96  0.078   1.07   0  10   9  2.59041  2.29285  22.85615  55328.8925
  T8747    17.30    0.15     2.61  0.031  -1.20   0  10   0  2.54654  2.24257  23.26644  55328.8967
K10JC4X    18.80    0.15     1.30  0.031  -1.20   0   5   0  1.82889  1.51479  33.53348  55329.1263
K10JC5S    18.20    0.15     0.97  0.098  -1.20   0   7   0  1.66264  1.30378  37.42249  55329.1927
K10JC7O    17.40    0.15     1.48  0.088  -1.20   0  14   0  1.99252  1.70819  30.47241  55329.2542
  j2419    15.40    0.15     2.08  0.284  -1.20   0  15   0  2.03069  1.75092  29.83997  55329.2566
K10JC9Z    16.40    0.15     2.71  0.066  -1.20   0   6   0  2.59398  2.29491  22.82167  55329.5553
K10JC8U    16.40    0.15     2.61  0.072  -1.20   0   3   0  2.59530  2.29583  22.80798  55329.5590
K10JD2A    17.80    0.15     1.14  0.104  -1.20   0   6   0  1.81467  1.49784  33.84013  55329.9199
K10JD2O    17.80    0.15     2.12  0.030  -1.20   0   9   0  2.34552  2.10690  25.52079  55329.9231
  21028    13.20    0.15     6.07  0.252   1.25   0  10  10  2.76476  2.56270  21.43779  55329.9233
K10JD4B    16.80    0.15     2.07  0.079  -1.20   0   6   0  2.34607  2.10770  25.51521  55330.1829
K10JD4E    17.40    0.15     1.59  0.077  -1.20   0  10   0  1.99509  1.71069  30.43547  55330.1844
  R0303    16.70    0.15     3.53  0.030  -1.20   0   7   0  2.97157  2.70152  19.79728  55330.3478
  44010    15.00    0.15     5.00  0.071   0.96   0  14  12  3.00225  2.72928  19.57741  55330.4845
K10JD7Q    16.50    0.15     2.31  0.083  -1.20   0   5   0  2.52954  2.30803  23.54847  55330.6522
  17435    14.30    0.15     4.20  0.191  -1.20   0   5   0  3.10174  2.92409  19.01663  55330.7103
K10JD9O    16.40    0.15     2.04  0.117  -1.20   0  14   0  1.98931  1.70748  30.53928  55330.9750
  A8516    14.50    0.15     3.81  0.193  -1.20   0   5   0  3.02925  2.76376  19.40950  55331.0746
  W5766    17.10    0.15     1.50  0.113  -1.20   0   8   0  1.94621  1.65730  31.29048  55331.1100
K10JE2C    17.10    0.15     1.93  0.068  -1.20   0  15   0  2.22918  1.89402  26.84565  55331.2796
K10JE2K    17.40    0.15     1.77  0.062  -1.20   0   9   0  2.05537  1.69013  29.30170  55331.4105
  L0482    16.80    0.15     0.98  0.349  -1.20   0  11   0  1.64945  1.29803  37.80214  55331.5096
K10JC4A    18.20    0.15     1.00  0.093  -1.20   0  11   0  1.65548  1.30610  37.63997  55331.6433
  96487    14.10    0.15     5.44  0.137  -1.20   0   7   0  3.26600  3.09684  18.03121  55331.7688
  N9974    17.50    0.15     1.68  0.063  -1.20   0  14   0  1.91954  1.53353  31.60967  55331.8055
K10JE6V    16.40    0.15     2.46  0.080  -1.20   0   3   0  2.59821  2.29257  22.77784  55331.9393
  31832    14.70    0.15     3.31  0.213   1.19   0  14  13  2.26398  1.92568  26.38258  55332.0695
  g2719    17.20    0.15     1.96  0.061  -1.20   0  10   0  2.11365  1.85128  28.57877  55332.4338
K10K05D    15.50    0.15     2.84  0.138  -1.20   0   8   0  2.52435  2.30626  23.61129  55332.5676
K10K05N    15.20    0.15     3.30  0.135  -1.20   0   8   0  2.78181  2.49175  21.20586  55332.5979
K10K06B    16.80    0.15     2.70  0.046  -1.20   0  10   0  2.41048  2.09146  24.68085  55332.6030
K10K10X    19.40    0.15     0.81  0.046  -1.20   0  18   0  1.66773  1.25686  37.24355  55332.6071
  f6741    17.80    0.15     1.00  0.133  -1.20   0  23   0  1.69438  1.26897  36.47726  55332.7347
  A6189    15.70    0.15     1.94  0.246   1.22   0  24  15  1.68875  1.34847  36.78963  55333.0921
K10K15F    15.90    0.15     3.51  0.063  -1.20   0   4   0  2.89198  2.70738  20.46627  55333.0977
K10K15R    16.70    0.15     2.22  0.075  -1.20   0   3   0  2.42745  2.09998  24.46932  55333.1292
  34817    14.10    0.15     4.28  0.221   4.26   0   8   4  2.09781  1.74778  28.69650  55333.2564
K10K16X    18.40    0.15     1.50  0.035  -1.20   0   8   0  2.05253  1.69157  29.37559  55333.5220
  14982    14.30    0.15     3.66  0.251  -1.20   0   3   0  2.92944  2.64372  20.07975  55333.5260
  31098    14.70    0.15     3.69  0.171  -1.20   0  11   0  2.90349  2.62865  20.29685  55333.6537
K10K18Z    18.80    0.15     1.08  0.046  -1.20   0   4   0  1.81982  1.50619  33.76428  55333.8930
K10K22R    15.80    0.15     2.77  0.110   1.18   0  19  18  1.94858  1.56563  31.09883  55334.0524
K10K21V    17.70    0.15     2.17  0.031  -1.20   0   7   0  2.41396  2.09695  24.65489  55334.0595
K10K23P    17.50    0.15     2.66  0.025  -1.20   0   5   0  2.52293  2.30801  23.63488  55334.1560
K03B35R    17.70    0.15     0.63  0.368  -1.20   0   9   0  1.44128  1.02182  44.57995  55334.2942
K07P15W    16.50    0.15     1.54  0.187  -1.20   0   4   0  2.04696  1.67663  29.43904  55334.3183
K10K24V    17.40    0.15     1.72  0.065  -1.20   0  16   0  1.99030  1.71219  30.54646  55334.4161
  22449    13.90    0.15     4.72  0.219   1.12   0  12  10  2.66273  2.45913  22.32601  55334.5549
K10K27B    16.20    0.15     3.08  0.062  -1.20   0   5   0  2.78520  2.49241  21.18099  55334.5861
  07330    13.40    0.15     5.68  0.239   0.91   0  14  14  2.79082  2.59712  21.25152  55334.6795
  10548    14.50    0.15     3.43  0.238  -1.20   0  14   0  2.54740  2.23254  23.26075  55334.7158
K10K29L    17.10    0.15     1.98  0.065  -1.20   0  18   0  2.23376  1.89397  26.79076  55334.8507
K10K30E    18.80    0.15     1.18  0.039  -1.20   0   5   0  1.81858  1.50548  33.79611  55334.9506
  47035    12.80    0.15     8.26  0.197   1.06   0  10   8  3.51963  3.36831  16.70328  55334.9527
  D1702    14.60    0.15     2.42  0.437   1.12   0  11  11  1.67822  1.25874  36.93715  55334.9733
K10K32O    16.40    0.15     3.02  0.053  -1.20   0  16   0  2.59890  2.30850  22.82605  55335.3804
  31869    14.40    0.15     3.77  0.216   1.25   0  24  21  2.20469  1.87283  27.21400  55335.6436
  15790    13.50    0.15     5.85  0.205   1.28   0  19  14  2.83733  2.56767  20.82204  55335.7772
  T4169    15.50    0.15     2.20  0.230  -1.20   0  10   0  2.24777  2.00783  26.75225  55335.8745
  e0549    17.00    0.15     1.31  0.163  -1.20   0  15   0  1.72842  1.32637  35.72877  55336.1011
  15700    14.70    0.15     2.95  0.268   1.33   0  35  34  1.52210  1.13732  41.67762  55336.1323
