  35709    13.70    0.15     8.22  0.087   0.95   0  11  11  2.65302  2.44464  21.76613  55216.9170
  M3483    17.00    0.15     2.37  0.050   1.14   0  19  16  1.89449  1.54325  31.19189  55216.9501
  52453    15.00    0.15     5.21  0.065   1.07   0  12  12  2.06257  1.72685  28.37798  55216.9516
K10B56V    16.50    0.15     2.78  0.057  -1.20   0  10   0  2.56820  2.29101  22.45036  55216.9539
  01170    12.43    0.15    10.87  0.159   0.85   0  10  10  2.59859  2.38563  22.24714  55217.0503
  01009    13.90    0.15     6.47  0.116   1.26   0   7   5  3.04221  2.85917  18.86819  55217.0517
K10B57R    18.80    0.15     1.23  0.035  -1.20   0  11   0  1.82757  1.52549  32.57356  55217.0545
K10B59N    18.20    0.15     1.05  0.084  -1.20   0   9   0  1.69748  1.29576  35.26591  55217.2138
  M5454    15.90    0.15     1.69  0.271  -1.20   0   9   0  1.94197  1.58876  30.31806  55217.2153
K10B60D    17.10    0.15     1.76  0.082  -1.20   0   8   0  2.16586  1.91332  27.01844  55217.3122
  A5158    13.60    0.15     6.85  0.137   1.00   0  15  13  2.94975  2.70619  19.43239  55217.6151
K10B63T    18.80    0.15     1.21  0.037  -1.20   0  10   0  1.84678  1.54825  32.19598  55217.7088
K10B63N    16.20    0.15     3.12  0.060  -1.20   0   4   0  2.76371  2.49355  20.77078  55217.7470
K10B66Q    16.30    0.15     3.10  0.056  -1.20   0  11   0  2.74608  2.49920  20.95744  55218.1476
  b7463    16.50    0.15     1.27  0.276  -1.20   0  14   0  1.62117  1.27532  37.37588  55218.6349
K10B70O    16.20    0.15     3.19  0.058  -1.20   0   4   0  2.69658  2.50234  21.40431  55218.7685
  38063    14.40    0.15     4.17  0.176   1.21   0   8   6  2.42344  2.20381  23.95834  55218.9026
K10B72K    17.20    0.15     1.46  0.110  -1.20   0  19   0  1.82331  1.47152  32.60210  55219.0738
  07818    13.90    0.15     4.34  0.259   0.97   0   9   6  2.78642  2.59664  20.68322  55219.2972
