lmc1-104           82.7036285 -71.1999283 M95  O9.5 Vdbl?                     
NGC2004-045        82.7091217 -67.2465515 E06  B2 III Binary (SB1)            
NGC2004-110        82.7103348 -67.1773300 E06  B2 III                         
lmc1-642           82.7109604 -71.0466690 M95  O8 V                           
R110               82.7144547 -69.0496140 H94  LBV                            
Sk -66 118         82.7162933 -66.9025269 F88  B2 Ia                          
149026             82.7182465 -67.2929153 M03  M1 I                           
NGC2004-075        82.7225800 -67.3010330 E06  B2 III                         
NGC2004-051        82.7226639 -67.2862778 E06  B2 III                         
lmc1-295           82.7239609 -71.1305313 M95  O7 V                           
NGC2004-020        82.7241669 -67.2635574 E06  B1.5 II Binary (SB1)           
NGC2004-113        82.7244186 -67.2817841 E06  B2.5 IIIn                      
BI 187             82.7269974 -71.0862808 M95  B0 III                         
NGC2004-073        82.7322083 -67.3134995 E06  B2 III                         
BI 188             82.7350006 -71.0721970 M95  B0 Ia                          
NGC2004-088        82.7381287 -67.2539749 E06  B2.5 III                       
BI 189             82.7399139 -71.0593948 M95  O8 V((f))                      
lmc1-732           82.7402115 -71.0254211 M95  B1 III                         
NGC2004-023        82.7417068 -67.3041153 E06  B2 (Be-Fe)                     
NGC2004-086        82.7417526 -67.2346649 E06  B2 III                         
NGC2004-095        82.7467499 -67.2588043 E06  B1.5 V                         
NGC2004-029        82.7504578 -67.2497711 E06  B1.5e                          
NGC2004-102        82.7509613 -67.2677841 E06  B2 III Binary                  
NGC2004-098        82.7512512 -67.3183060 E06  B2 III                         
Sk -68 111         82.7535019 -68.8991928 F88  BN1 Ia                         
149587             82.7549591 -69.1831055 M03  M0 I                           
NGC2004-087        82.7552948 -67.3357544 E06  B1.5 V                         
149721             82.7645798 -69.0944443 M03  K5-7 I                         
NGC2004-070        82.7650452 -67.2688065 E06  B0.7-B1 III                    
NGC2004-011        82.7656250 -67.3555832 E06  B1.5 Ia                        
149767             82.7680435 -69.3174744 M03  M3 I                           
NGC2004-115        82.7693329 -67.3097534 E06  B2e Binary (SB1)               
lmc1-170           82.7786255 -71.1798553 M95  O8.5 V                         
NGC2004-084        82.7833786 -67.3334198 E06  B1.5 III                       
Sk -71 44          82.7842484 -71.0285339 M95  B0 Ia                          
NGC2004-094        82.7886276 -67.2561951 E06  B2.5 III Binary                
150040             82.7889557 -67.4319687 M03  M4 I                           
lmc1-572           82.7902908 -71.0643387 M95  B1 III                         
lmc1-716           82.7945404 -71.0287247 M95  O8 III((f))                    
NGC2004-062        82.7957077 -67.3809433 E06  B0.2 V                         
lmc1-226           82.7971649 -71.1581421 M95  B1 V                           
lmc1-550           82.7992477 -71.0694733 M95  O5 V                           
NGC2004-042        82.7999191 -67.3873062 E06  B2.5 III                       
lmc1-485           82.8020401 -71.0493240 M95  B0: Ve(FeII)                   
NGC2004-002        82.8034134 -67.2522202 E06  A3: Iab                        
RX053109-6609.2    82.8054199 -66.1180573 R05  B0.7 Ve XRB                    
lmc1-576           82.8079605 -71.0642242 M95  O7.5 V                         
NGC2004-119        82.8110428 -67.1999435 E06  B2 III                         
Sk -71 45          82.8145828 -71.0694427 W02  O4-5 III(f)                    
150396             82.8149185 -69.0663376 M03  M1-2 I                         
NGC2004-099        82.8188324 -67.3488083 E06  B2 III                         
NGC2004-118        82.8219986 -67.3118057 E06  B1.5 V Binary (SB1)            
BAT99-54           82.8251000 -69.1457000 S08  WN8ha                          
150577             82.8273315 -69.1578369 M03  K5-7 I                         
lmc1-504           82.8286285 -71.0774994 M95  O7: Ve                         
NGC2004-064        82.8296280 -67.2818680 E06  B0.7-B1                        
lmc1-556           82.8397064 -71.0682755 M95  O8 V                           
NGC2004-038        82.8422470 -67.2941971 E06  B0.7 V                         
lmc1-546           82.8490448 -71.0701675 M95  O6 Ve                          
lmc1-1027          82.8517075 -70.9347534 M95  B1 V                           
BAT99-55           82.8563309 -69.0940552 S08  WN11h                          Sk -69 175
150976             82.8575821 -69.3549728 M03  M1 I                           
NGC2004-004        82.8662491 -67.4121933 E06  B9 Ia                          
Sk -67 158         82.8677902 -67.5184479 M95  B1 III                         
NGC2004-071        82.8804550 -67.1925812 E06  B1.5 III                       
NGC2004-078        82.8805389 -67.2516403 E06  B2 III Binary (SB1)            
NGC2004-028        82.8857880 -67.2778625 E06  B2 II                          
BAT99-56           82.8869553 -67.6796112 F03  WN4b                           Sk -67 161
lmc1-1015          82.8922119 -70.9404449 M95  B1 V                           
BAT99-57           82.8931656 -67.2748108 F03  WN4b                           Sk -67 160
RXJ0531.5-6518     82.9004135 -65.3044510 R05  B2 Ve XRB                      
BI 190             82.9102097 -68.4690247 M95  O8 V((f))                      
lmc1-938           82.9211273 -70.9615784 M95  B1 V                           
Sk -67 166         82.9342117 -67.6337204 W02  O4 If+                         
NGC2004-107        82.9380417 -67.3838348 E06  B0.5 V Binary (SB1)            
NGC2004-054        82.9432526 -67.2246933 E06  B2 III Binary (SB1)            
NGC2004-048        82.9459991 -67.2985001 E06  B2.5e                          
152132             82.9479141 -67.3842468 M03  M0 I                           
Sk -71 46          82.9566269 -71.0605850 M95  O4 If                          
lmc1-930           82.9578781 -70.9647751 M95  B0.5 V                         
Sk -67 169         82.9649582 -67.0395279 W02  B1 Ia                          
Sk -67 167         82.9662933 -67.6614990 W02  O4 Inf+                        
Sk -67 168         82.9671631 -67.5724411 F88  O8 Iaf                         
Sk -68 114         82.9678345 -68.5441360 F88  BN?2 Ia+                       
NGC2004-009        82.9707489 -67.2042770 E06  A1 Iab                         
LH72-S128          82.9725037 -66.5206451 O01  O9.7 Ib                        
lmc1-212           82.9970856 -71.1617813 M95  B1 III                         
BI 192             82.9996643 -67.5486908 M09  O9 III                         
lmc1-94            83.0003738 -71.2354965 M95  B1 III                         
NGC2004-007        83.0031662 -67.3396149 E06  B8 Ia                          
NGC2004-112        83.0197067 -67.3176956 E06  B2 III                         
BI 193             83.0200424 -67.5593109 C86  B0 II                          
NGC2004-111        83.0239182 -67.2661362 E06  B2.5 III                       
NGC2004-052        83.0261688 -67.3303299 E06  B2 III                         
Sk -67 172         83.0305023 -67.4872208 F88  B2.5 Ia                        
BAT99-58           83.0312119 -68.4421158 S08  WN7h                           Sk -68 115
lmc1-703           83.0370865 -71.0328064 M95  O9 V                           
153298             83.0371246 -67.1884995 M03  M1 I                           
LH72-L39           83.0412521 -66.4356689 O01  B0.5 V emission                
Sk -67 173         83.0447922 -67.6736069 M95  B0 Ia                          
Sk -67 174         83.0478363 -67.6876984 M95  O8 V                           
LH72-L49           83.0541687 -66.4174957 O01  B0.2 V                         
LH72-L22           83.0754166 -66.4797745 O01  B0 V                           
LH72-L41           83.0766678 -66.4308548 O01  O9.5 V                         
LH72-S132          83.0783310 -66.4033356 O01  B8 Ia emission                 
153866             83.0804138 -67.4168015 M03  M1 I                           
Sk -67 176         83.0826263 -67.6865845 F88  O7 Ib(f)                       
LH72-L29           83.0829163 -66.4674759 O01  O9 III                         
LH72-L51           83.0849991 -66.3994980 O01  B0.5 III                       
Sk -68 117         83.1074142 -68.9210281 M95  B1 III                         
RXJ0532.4-6535     83.1133347 -65.5819397 R05  Be? XRB                        
154311             83.1147537 -69.2813950 M03  M3 I                           
LH72-1             83.1158371 -66.4723358 O01  O8.5 V                         
BI 197             83.1191635 -67.3756714 C86  B0 II                          
Sk -67 178b        83.1204987 -67.5319748 C86  B2 Iab                         
LH72-S133          83.1216660 -66.4667206 O01  O6 V                           
154542             83.1313324 -69.3404770 M03  M0 I                           
Sk -65 66          83.1359558 -65.8612518 J01  B0.5 II XRB                    RXJ0532.5-6551
LH72-S135          83.1383362 -66.4367523 O01  B3 Ia-b                        
LH72-L10           83.1404190 -66.4527740 O01  O8 V emission                  
154729             83.1476669 -69.1310883 M03  M1-2 I                         
Sk -68 119         83.1733322 -68.9048386 M95  O9 V                           
2A0532-664         83.1920853 -66.3675003 L05  O8 III XRB                     
Sk -66 138         83.2025452 -66.4219971 M95  O9.5 III                       
155529             83.2096634 -67.4625778 M03  M3 I                           
BI 200             83.2163773 -67.5652771 C86  B0 II                          
156011             83.2497101 -68.5984497 M02  M0 Ia                          
BAT99-59           83.2940445 -67.7119675 F03  WN4b + O8: SB?                 Sk -67 184
BAT99-60           83.2952881 -69.4836044 F03  WN4(h)a                        Sk -69 183
156794             83.3105392 -67.0634766 M03  M1 I                           
157081             83.3371277 -67.5088577 M02  M1 Ia                          
157401             83.3619995 -67.0704727 M03  M3 I                           
157533             83.3736267 -67.5272293 M03  K5 I                           
Sk -67 191         83.3917084 -67.5054703 C86  O8 V                           
HV5936             83.4126282 -66.6276703 F03a B0.5 V  + B2 III               
BI 203             83.4244614 -66.4736099 C86  B2 III                         
158317             83.4358368 -67.4046936 M03  M2 I                           
BI 205             83.4496689 -66.4738617 C86  B0 III                         
Sk -66 148         83.4522934 -66.5752182 F88  B1.5 Ia                        
Sk -67 194         83.4660416 -67.4804993 C86  O9 V                           
158646             83.4677505 -69.1870041 M03  M3-4 I                         
BI 208             83.4888763 -67.4056091 M09  O6 V((f))                      
BI 214             83.5258331 -69.4192734 C86  O6.5 f                         
Sk -66 150         83.5272064 -66.8872757 F88  B1.5 Ia                        
Sk -66 151         83.5493774 -66.2337189 F88  O7 Ib(f)                       
Sk -67 199         83.5769196 -67.3038101 F88  B3 Ia                          
Sk -66 152         83.5779572 -66.1450806 F88  O7 Ib(f)                       
BAT99-61           83.5801697 -69.7528610 B01  WC4                            Sk -69 191
159974             83.5895386 -69.3666077 M03  K2-5 I                         
LH81-20            83.5990448 -69.7372208 M00  B0 III                         
LH81:W28-5         83.6186218 -69.7323914 M04  O4 V((f+))                     
Sk -69 193         83.6285400 -69.7810593 M00  B0.5 I                         
160518             83.6412506 -69.2506409 M03  M1-2 I                         
Sk -69 194         83.6503296 -69.7601395 M00  B0 I + WN3                     
BAT99-62           83.6561279 -66.2438889 F03  WN3(h)                         Sk -66 156
LH81-1007          83.6650391 -69.7466354 M00  B0 I                           
LH81-1018          83.6709976 -69.7483826 M00  B0.5 III                       
MACHO81.8763.8     83.6720810 -69.5275040 O01c O3 If* + O6:V                  
LH81-43            83.6791229 -69.7451630 M00  O6 V((f))                      
W28-17             83.6802063 -69.7108612 M00  B0 I                           
BI 220             83.6828308 -68.6080017 M95  B0.5 III                       
W28-18             83.6872101 -69.7258072 M00  O9.5 III                       
161078             83.6961212 -69.4833603 M03  M0 I                           
LMC-SC1-105        83.7012482 -69.7099991 B09  O7-8 V + O8-8.5 III-V          
LH81:W28-23        83.7087936 -69.7756424 M05  O3.5 V((f+))                   
Sk -67 204         83.7090454 -67.3534698 F88  B8 Ia                          
BI 216             83.7134552 -66.9291077 M95  B0.5 V                         
BI 217             83.7156677 -69.3790817 M95  B2 III                         
BAT99-63           83.7171000 -67.3579000 F03  WN4ha:                         
Sk -67 205         83.7202530 -67.2723389 C86  O8 V                           
BI 223             83.7270432 -67.4963303 M95  O9 V                           
Sk -67 206         83.7296219 -67.0437469 F88  B0.5 Ia                        
Sk -67 207         83.7310867 -67.3519135 F88  B9 Ia                          
Sk -69 197         83.7405014 -69.7317200 M00  B1.5 I                         
W28-28             83.7426682 -69.7523880 M00  B0 III                         
BAT99-64           83.7474136 -69.7350769 F03  WN4o +O9: SB EB                Sk -69 198
Sk -69 200         83.7649994 -69.7505569 M00  B1 I                           
RXJ0535.0-6700     83.7745819 -67.0044479 R05  B0 Ve XRB                      
Sk -67 210         83.7882919 -67.6996384 C86  B0 III                         
BI 228             83.7902908 -70.8481445 M95  B0.2 III                       
W27-1              83.8023758 -68.8538895 M00  B0.5 III                       
HDE269810          83.8079147 -67.5576401 W04  O2 III(f*)                     
BAT99-65           83.8134000 -69.0951000 F03  WN4o                           
162635             83.8525391 -69.0675583 M03  M1 I                           
W27-3              83.8546677 -68.9041977 M00  B0.5 I                         
Sk -69 203         83.8631668 -69.2312241 F88  B0.7 Ia                        
Sk -68 124         83.8699188 -68.6393051 M95  B0.5 V                         
BAT99-66           83.8741684 -67.1137238 F03  WN3(h)                         Sk -67 213
[ST92]3-1          83.8822937 -68.9975510 S92  B1 V                           
BI 229             83.8840027 -66.0438080 C86  O7 III                         
163007             83.8868332 -69.0718307 M03  K7 I                           
[ST92]3-2          83.8887482 -68.9903030 S92  B2 V                           
[ST92]3-3          83.8892517 -68.9690247 S92  B1 V                           
LH89-26            83.8899155 -68.9762802 M00  B0 V                           
[ST92]3-5          83.8940811 -68.9804993 S92  B3 V                           
[ST92]3-8          83.9055862 -68.9823608 S92  B0 III                         
W27-7              83.9058762 -68.8619461 M00  B1.5: I                        
[ST92]3-9          83.9066696 -68.9802780 S92  B3                             
[ST92]3-10         83.9091263 -69.0005569 S92  B0.5 V                         
Sk -68 126         83.9102936 -68.9469452 M00  B1 I                           
ST2-01             83.9106216 -69.1880035 M00  O5.5 III                       
[ST92]3-11         83.9154968 -68.9889145 S92  B2 V                           
[ST92]2-2          83.9157486 -69.2221680 S92  O7:                            
[ST92]3-12         83.9157486 -68.9976044 S92  B1:                            
W27-8              83.9172897 -68.8610535 M00  B1 III                         
[ST92]3-13         83.9175797 -68.9762497 S92  B0.5 V                         
ST2-03             83.9176636 -69.2070541 M00  O5.5 V                         
[ST92]2-4          83.9191666 -69.2143860 S92  O8V                            
[ST92]3-14         83.9193726 -68.9753876 S92  B1 V                           
[ST92]2-5          83.9197464 -69.2022476 S92  B0: V                          
[ST92]3-15         83.9209595 -69.0008316 S92  B1 V                           
[ST92]2-6          83.9212494 -69.1998901 S92  M3 I                           
[ST92]2-7          83.9215012 -69.1929703 S92  B1 V                           
1A0535-668         83.9215851 -66.8645554 R05  B0.5 IIIe XRB                  
Sk -66 163         83.9217529 -66.0434189 F88  B0.5 Ia                        
[ST92]3-17         83.9225845 -68.9910812 S92  B1 V                           
[ST92]2-9          83.9234619 -69.2215805 S92  B2:                            
ST2-08(alpha)      83.9237061 -69.1981125 M00  B0 Ia                          
[ST92]2-10         83.9246216 -69.2258606 S92  O3-6                           
[ST92]3-18         83.9248734 -68.9945526 S92  B1 V                           
BAT99-67           83.9258000 -69.2094000 F03  WN5ha                          
[ST92]2-11         83.9258728 -69.2112732 S92  O9 V                           
BAT99-68           83.9259000 -69.1984000 S08  Of/WN7                         
BAT99-69           83.9259000 -69.1980000 B01  WC4                            
ST2-13             83.9270020 -69.1778870 M00  O6 If                          
[ST92]2-14         83.9277954 -69.2023315 S92  O5.5 III                       
[ST92]2-16         83.9295425 -69.2199173 S92  O8 V                           
ST2-15             83.9300385 -69.1943893 M00  O8 V                           
[ST92]3-20         83.9301224 -68.9822540 S92  B2 V 2" pair                   
BAT99-70           83.9312057 -69.1827774 B01  WC4 (+OB)                      Sk -69 207
W27-18             83.9312897 -68.8623047 M00  B0.5 III                       
Sk -67 216         83.9316635 -66.9973602 M95  B0.5 V0                        
[ST92]2-17         83.9328308 -69.1816101 S92  O8 V                           
BAT99-71           83.9347000 -68.9934000 F03  WN4 +O8: SB EB                 
[ST92]3-21         83.9358368 -68.9954147 S92  B2 V                           
[ST92]2-20         83.9359970 -69.1935043 S92  O5.5 III                       
BAT99-72           83.9380000 -68.9789000 F03  WN4h +O3: SB?                  
LH90:ST2-22        83.9385834 -69.1930847 M05  O3.5 III(f+)                   
[ST92]2-23         83.9397888 -69.1881409 S92  B0.5 V                         
[ST92]2-24         83.9415436 -69.1904449 S92  O6 V                           
[ST92]2-25         83.9436646 -69.2123566 S92  B0 V                           
[ST92]3-23         83.9441681 -68.9932480 S92  B0.5 V                         
W27-9              83.9443359 -68.9680862 M00  B2 I                           
[ST92]3-24         83.9469604 -68.9975204 S92  B4                             
[ST92]3-25         83.9474564 -68.9728317 S92  B0.5 V                         
[ST92]3-26         83.9489136 -68.9879684 S92  O9 III                         
[ST92]2-26         83.9527893 -69.2102737 S92  O9 V                           
W27-10             83.9531250 -68.9830246 M00  B0.5: III                      
W27-21             83.9531250 -68.8957443 M00  B0.5 I                         
[ST92]2-27         83.9546280 -69.1936111 S92  B0 V                           
W27-12             83.9549561 -68.9878845 M00  B0 III                         
W27-11             83.9553299 -68.9839935 M00  B0 III                         
Sk -67 217         83.9558334 -67.0611115 F88  B1.5 Ia                        
[ST92]3-30         83.9561691 -68.9979095 S92  B2 V                           
BAT99-73           83.9614000 -68.8941000 F03  WN4ha                          
[ST92]3-31         83.9614182 -68.9763641 S92  O9 V                           
ST2-28             83.9617462 -69.1999435 M00  O7 III                         
W27-13             83.9620819 -68.9847488 M00  B0.5 V                         
W27-15             83.9631271 -68.9825287 M00  B0: III:                       
ST2-29             83.9632111 -69.1859436 M00  O9: III                        
[ST92]3-35         83.9635849 -68.9924698 S92  B2 V                           
[ST92]2-30         83.9637070 -69.1965256 S92  O7:                            
W27-16             83.9648361 -68.9743042 M00  B0 III                         
LH89-5             83.9660034 -69.0145798 M00  O9.5 I                         
163814             83.9667053 -69.3745880 M03  M0 I                           
[ST92]3-37         83.9689178 -68.9752197 S92  B0.5 V 2".5 blue/red pair      
BAT99-74           83.9690000 -68.9189000 F03  WN3(h)a                        
[ST92]3-38         83.9696274 -68.9975510 S92  B1 V                           
BAT99-75           83.9751282 -67.0469131 F03  WN4o                           Sk -67 218
BAT99-76           83.9768000 -68.9853000 S08  WN9ha                          
[ST92]2-31         83.9774170 -69.1972198 S92  B1 V                           
[ST92]3-40         83.9777069 -68.9898300 S92  B2 V                           
W27-24             83.9800034 -68.9823074 M00  B0 III                         
ST2-32             83.9812088 -69.1999435 M00  O5 III                         
ST2-33             83.9857941 -69.1774673 M00  O5.5 III                       
Sk -67 220         83.9865036 -67.4596100 F88  B2.5 Ia                        
[ST92]3-46         83.9884567 -68.9741135 S92  B2 V                           
[ST92]3-48         83.9903336 -68.9719696 S92  B1 + comp                      
LH90{beta}-1       83.9942932 -69.1993332 M00  O5.5 V                         
LH90{beta}-7       83.9944611 -69.1976089 M00  O8.5 If                        
Sk -67 222         83.9966278 -67.0676117 F88  B7 Ia                          
LH90{beta}-10      83.9989166 -69.1968918 M00  O8 III                         
[ST92]3-51         83.9994202 -68.9891357 S92  B2 V                           
BAT99-79           83.9995000 -69.1893000 S08  WN7ha +OB                      
[ST92]3-52         84.0007477 -68.9749756 S92  B1 V                           
LH90{beta}-15      84.0026703 -69.1972504 M00  B0: V                          
W27-29             84.0031662 -68.9770813 M00  B0 I                           
[ST92]3-54         84.0049133 -68.9683304 S92  B1 III                         
ST2-45             84.0051651 -69.1790237 M00  B1 III                         
[ST92]3-55         84.0067902 -68.9922180 S92  B1 V                           
ST2-46             84.0093765 -69.1963348 M00  B0 III                         
[ST92]3-56         84.0095444 -68.9643021 S92  B2 V                           
ST2-47             84.0098343 -69.1996689 M00  B0.5 V                         
W27-28             84.0102081 -68.9925537 M00  B0.2 V                         
[ST92]3-58         84.0112534 -68.9769440 S92  B0.5 V                         
ST2-48             84.0119171 -69.2060776 M00  B1: V                          
[ST92]3-59         84.0157471 -68.9875793 S92  B1 V                           
Sk -69 210         84.0157928 -69.0250320 M00  B1.5 I                         
[ST92]2-49         84.0167084 -69.1986084 S92  O9 I                           
Sk -66 166         84.0172882 -66.2287521 F88  B2.5 Ia                        
BI 235             84.0185852 -70.8504181 M95  Be                             
Sk -69 211         84.0187912 -69.4023056 F88  B9 Ia                          
ST2-50             84.0193329 -69.2062454 M00  O8.5 III(f)                    
LH85-10            84.0216217 -68.8766708 M00  B[e]                           
ST2-51             84.0229568 -69.1964417 M00  O7 V                           
LH85-11            84.0252914 -68.8725281 M00  B0.5 I                         
[ST92]3-61         84.0263367 -68.9961090 S92  B2 V                           
Sk -69 212         84.0265808 -69.1965561 M00  O5 III(f)                      
W27-31             84.0281677 -68.9651337 M00  B1 I                           
[ST92]2-57         84.0302048 -69.2000504 S92  B                              
Sk -68 128         84.0419998 -68.9281387 M00  F3 Ia                          
ST2-61             84.0445862 -69.1781616 M00  B2 III                         
ST2-64             84.0469971 -69.1948090 M00  A0 I                           
ST2-67(delta)      84.0490417 -69.1963043 M00  B1 III                         
BAT99-81           84.0506000 -67.5826000 F03  WN5h                           
[ST92]2-69         84.0514984 -69.1955872 S92  B1 V                           
Sk -68 127         84.0536270 -68.4736099 M95  B0.5 Ia                        
ST2-71             84.0603333 -69.1911392 M00  B1.5 III                       
BI 237             84.0611649 -67.6553650 M05  O2 V((f*))                     
W27-46             84.0630417 -68.8990250 M00  B1 III                         
W27-44             84.0660019 -68.9476700 M00  B0.5 III                       
Sk -69 214         84.0684204 -69.5241699 F88  B0.7 Ia                        
Sk -69 213         84.0712509 -69.1843643 F88  BC1 Ia                         
LH90-1028          84.0846634 -69.2001648 M00  B0.2 III                       
W27-55             84.0975800 -68.9252472 M00  B0.5 III                       
R126               84.1077499 -69.3821716 Z06  B0.5[e]                        
Sk -68 129         84.1115417 -68.9588852 M00  B1 I                           
165543             84.1121216 -69.3974152 M03  K0 I                           
BI 248             84.1208344 -69.6033325 C86  O9 III                         
Sk -69 216a        84.1281281 -69.8152542 M95  O6 V((f))                      
HMW284             84.1291656 -69.5147247 H03  B1.5                           
Sk -68 131         84.1349182 -68.9004745 M00  A9 Ia                          
BAT99-82           84.1400000 -69.1547000 F03  WN3b                           
HMW283             84.1429138 -69.5113907 H03  B0 III                         
Sk -69 217         84.1545868 -69.4884415 H03  O7 Iaf                         
BI 243             84.1559143 -66.4582214 M95  B0.5 V                         
Sk -69 218         84.1575012 -69.4925537 H03  O8 Iab(f)                      
BI 244             84.1647110 -66.4563293 M95  Be (Fe II?)                    
BI 245             84.1673355 -66.4701385 M95  O8.5 V                         
166155             84.1691666 -69.3878860 M03  K7 I                           
HMW113             84.1699982 -69.4980774 H03  O9.7 II                        
R127-3             84.1800003 -69.4959946 H03  B0 Ia (N wk)                   
BAT99-83           84.1821213 -69.4965210 S08  LBV                            Sk -69 220 R127
BI 246             84.1869583 -66.4433594 M95  O9 V                           
R128-16            84.1912537 -69.4996872 H03  O9.7 II                        
R128-22            84.1937485 -69.5003052 H03  O9 III                         
R128-23            84.1937485 -69.5012207 H03  O9 Ib                          
R128-24            84.1937485 -69.4989166 H03  O8.5 II                        
R128-26            84.1937485 -69.5007782 H03  O9.7 II                        
R128-28            84.1945801 -69.4999390 H03  O9.5 III                       
R128-32            84.1954193 -69.4993591 H03  O9.5 III                       
R128-35            84.1962509 -69.4998016 H03  B0 III                         
R128-37            84.1966629 -69.4978333 H03  B1.5 Ia (N wk)                 Sk -69 221
R128-39            84.1975021 -69.4994431 H03  B0 III                         
R128-45            84.1999969 -69.4988861 H03  O9 II                          
BAT99-84           84.2140808 -69.4324112 B01  WC4(+OB)                       Sk -69 222
Sk -68 132         84.2192535 -68.3692245 M95  B0 V                           
BAT99-85           84.2273331 -69.1938629 B01  WC4 (+OB)                      Sk -69 223
Sk -66 169         84.2277069 -66.6395569 W02  O9.7 Ia+                       
HMW281             84.2366638 -69.4909134 H03  O9.7:                          
Sk -66 171         84.2600403 -66.6436081 F88  O9 Ia                          
Sk -66 172         84.2724609 -66.3597488 W02  O2 III(f*)+OB                  
Sk -65 70          84.2783737 -65.7818680 C86  B0 n                           
Sk -69 228         84.2882538 -69.3387527 F88  BC1.5 Ia                       
BAT99-86           84.2980000 -69.1271000 F03  WN3o +O9:                      
Sk -69 229         84.3112946 -69.4979095 M95  O8.5 III                       
BI 249             84.3276672 -68.9883270 M95  O9.5 V                         
168047             84.3360443 -69.3272781 M03  K2-7 I                         
[ST92]1-2          84.3531647 -69.1413574 S92  B1 V                           
[ST92]1-3          84.3538742 -69.1430511 S92  B2:                            
[ST92]1-6          84.3659592 -69.1341400 S92  B1:                            
[ST92]1-7          84.3712463 -69.1448288 S92  O7 V                           
BAT99-87           84.3718338 -69.3465271 B01  WC4 +OB                        Sk -69 231
[ST92]1-9          84.3754578 -69.1641693 S92  O9 V                           
[ST92]1-10         84.3766251 -69.1668015 S92  O9:                            
168469             84.3779144 -69.0425568 M03  K5-7 I                         
[ST92]1-12         84.3788300 -69.1852798 S92  O8 I(f)                        
[ST92]1-15         84.3876266 -69.1433029 S92  O4 III                         
[ST92]1-18         84.3899612 -69.1868896 S92  O5 V((f))                      
[ST92]1-17         84.3906631 -69.1370010 S92  B1 III                         
BI 253             84.3929138 -69.0197220 W02  O2 V((f*))                     
[ST92]1-19         84.3936691 -69.1526413 S92  O9 V                           
[ST92]1-20         84.3936691 -69.1693344 S92  O8 III                         
[ST92]1-22         84.3959198 -69.1614151 S92  B0.5 V                         
BAT99-88           84.3985000 -69.1444000 F03  WN4b/WCE                       
[ST92]1-23         84.3989563 -69.1354141 S92  B0 V                           
Sk -68 134         84.4007950 -68.8489761 M95  B1 Ib                          
[ST92]1-24         84.4022522 -69.1756897 S92  O9 I                           
[ST92]1-25         84.4035416 -69.1397171 S92  O6 V                           
168757             84.4039993 -69.4898605 M03  M3 I                           
[ST92]1-26         84.4047928 -69.1716919 S92  O9 V                           
[ST92]1-27         84.4063339 -69.1390228 S92  B0 V                           
[ST92]1-28         84.4082489 -69.1707764 S92  O5 f*                          
[ST92]1-29         84.4105835 -69.1721954 S92  O6 V                           
[ST92]1-31         84.4116287 -69.1743622 S92  B0.5 V                         
[ST92]1-33         84.4132919 -69.1446915 S92  B1 V                           
[ST92]1-32         84.4134979 -69.1641922 S92  OB + comp                      
[ST92]1-34         84.4144974 -69.1804962 S92  O7 V                           
[ST92]1-36         84.4173737 -69.1686096 S92  B0 V                           
[ST92]1-37         84.4177094 -69.1795502 S92  O7 V                           
BAT99-89           84.4187469 -69.1326981 S08  WN7h                           Sk -69 233
[ST92]1-38         84.4191666 -69.1333313 S92  O9 V                           
[ST92]1-39         84.4205399 -69.1456375 S92  B0 V                           
Sk -67 228         84.4208755 -67.7212753 F88  B2 Ia                          
[ST92]1-41         84.4213715 -69.1771622 S92  B0 V                           
[ST92]1-42         84.4227066 -69.1553040 S92  B0.5 V                         
[ST92]1-43         84.4248734 -69.1426086 S92  B0.5 V                         
[ST92]1-45         84.4267883 -69.1600037 S92  O8 V                           
[ST92]1-46         84.4274597 -69.1552505 S92  B1 V                           
[ST92]1-48         84.4296265 -69.1771622 S92  O6.5 V                         
169049             84.4298325 -69.4165573 M03  M1-3 I                         
[ST92]1-49         84.4310379 -69.1663361 S92  O7 III                         
[ST92]1-51         84.4333344 -69.1608658 S92  O8 V                           
[ST92]1-54         84.4348297 -69.1567230 S92  B2:                            
BAT99-90           84.4359970 -69.2404709 B01  WC4                            Sk -69 234
[ST92]1-55         84.4365005 -69.1550598 S92  B1 V                           
169142             84.4381256 -69.3467255 M03  M3-4 I                         
[ST92]1-56         84.4384613 -69.1704407 S92  O6.5 V                         
[ST92]1-60         84.4395828 -69.1859741 S92  O6 V                           
[ST92]1-57         84.4396286 -69.1665268 S92  B2 V                           
[ST92]1-58         84.4412079 -69.1728058 S92  O6: V                          
[ST92]1-59         84.4416656 -69.1533356 S92  B0.5 V                         
[ST92]1-61         84.4428787 -69.1390839 S92  O8 V                           
BAT99-91           84.4431000 -69.1526000 S08  WN6h:a                         
[ST92]1-62         84.4437485 -69.1690826 S92  O3-4 V                         
[ST92]1-64         84.4466248 -69.1508636 S92  B1:                            
[ST92]1-67         84.4507904 -69.1587830 S92  B1:                            
[ST92]1-69         84.4512482 -69.1685791 S92  B1 V                           
BAT99-92           84.4543304 -69.0856400 S08  WN3:b (+O)+B1Ia                Sk -69 235
Sk -68 135         84.4547119 -68.9171371 W02  ON9.7 Ia+                      
[ST92]1-71         84.4580002 -69.1744156 S92  O3 III(f)                      
[ST92]1-72         84.4584198 -69.1666412 S92  O8 III                         
[ST92]1-73         84.4599991 -69.1484451 S92  B0 V                           
[ST92]1-75         84.4610443 -69.1467743 S92  O8 V                           
[ST92]1-77         84.4623337 -69.1834488 S92  O6 V                           
