LH41-1006          79.5502090 -69.2175598 M00  B0.5 I                         
LH41-10            79.5544205 -69.2639160 M00  O8.5 V                         
LH41-51            79.5575027 -69.2003021 M00  O9.5 I                         
SDor               79.5605400 -69.2502800 H94  LBV                            Sk -69 94
LH41-47            79.5610809 -69.2161331 M00  B0.2 III                       
LH41-1012          79.5699615 -69.2515259 M00  O9.5 I                         
Sk -69 97          79.5750427 -69.7635269 J01  B2 I                           
BAT99-27           79.5800400 -69.1946411 F03  WN5b(+B1Ia)                    Sk -69 95
BI 128             79.5823746 -65.8207245 M95  O9 V                           
LH41-20            79.5954590 -69.2369995 M00  B0.5: V:                       
LH41-58            79.5989151 -69.1837234 M00  O8.5 III                       
LH41-57            79.6129990 -69.1880569 M00  O9.5 V                         
Sk -69 99          79.6257095 -69.2205811 M00  A0 I                           
LH41-22            79.6332474 -69.2411652 M00  F5 I                           
LH41-16            79.6405869 -69.2550583 M00  O8.5 III(f)                    
LH41-38            79.6409149 -69.2167816 M00  B1 III                         
LH41-61            79.6442108 -69.1749954 M00  B0.2 III                       
LH41-35            79.6549149 -69.2215576 M00  O7 III(f)                      
Sk -69 102         79.6767120 -69.2363052 M00  O8 V                           
LH41-34            79.6768341 -69.2155533 M00  O6 III(f)                      
LH41-27            79.7059555 -69.2348328 M00  O7.5 If                        
Sk -65 40          79.7155838 -65.6895828 F88  B3 Ia                          
LH41-69            79.7158737 -69.2016602 M00  B0 III                         
Sk -69 104         79.7478333 -69.2152176 W02  O6 Ib(f)                       
LH41-29            79.7490845 -69.2261124 M00  B0 V                           
LH41-32            79.7577896 -69.2184982 M00  O4 III                         
113364             79.7639618 -69.6653366 M03  M1 I                           
BI 141             79.7658768 -69.6379166 C86  B3 Iab                         
Sk -65 41          79.7725449 -65.6676102 J01  B2 III                         
EROS1044           79.7990799 -69.7067719 R02  B2 IV-V + B2 III-IV            
BAT99-28           79.8180847 -69.6555557 B01  WC4 +O5-6V-III(+O) SB2         Sk -69 106
Sk -69 107         79.8240433 -69.6539459 F88  O9.5 Ib                        
Sk -65 42          79.8298340 -65.8665237 C86  O8 III                         
BI 142             79.8829575 -66.6387177 M95  B1 Ib                          
Sk -65 43          79.9410400 -65.6850586 C86  B extr                         
[SP77]46-2         79.9719162 -68.0676956 M03  M2 Ia HV2450                   
116895             79.9722519 -69.4592743 M03  M3 I                           
Sk -67 76          80.0238342 -67.3529739 J01  B0 I                           
BI 145             80.0399551 -66.8907776 M95  O7 V                           
XMMUJ052016.0-6925 80.0666656 -69.4180527 R05  B0-3e XRB                      
Sk -65 44          80.0768738 -65.4022522 C86  O9 V                           
Sk -67 78          80.0794983 -67.3015900 F88  B3 Ia                          
119219             80.0987091 -69.5575867 M03  M3 I                           
RXJ0520.5-6932     80.1287537 -69.5319443 R05  O9 Ve XRB                      
Sk -69 110         80.1405411 -69.5431976 F88  B3 Ia                          
BAT99-29           80.1863785 -65.4723587 F03  WN4b + OB SB                   Sk -65 45
LH43-2             80.2144547 -65.4693069 M00  O8 V                           
Sk -69 111         80.2177505 -69.5465546 F88  B2.5 Ia                        
Sk -65 47          80.2277908 -65.4550781 M05  O4 If                          
LH43-15            80.2334137 -65.4765320 M00  Early M                        
Sk -65 49          80.2742920 -65.9622498 C86  B0 n                           
Sk -65 50          80.3011703 -65.4971085 M00  B1.5 I                         
Sk -69 113         80.3433304 -69.4522476 F88  A1 Ia                          
123778             80.3669205 -69.5045853 M03  M3 I                           
BI 146             80.3766632 -67.5439682 C86  B3 II                          
LH43-1007          80.3934555 -65.4871063 M00  O9 V                           
LH43-10            80.3990402 -65.4846878 M00  O8 V                           
Sk -67 81          80.4065018 -67.1039429 F88  B5 Ia                          
LH47-14            80.4309998 -67.9185257 O95  O9.5 V                         
LH47-15            80.4322052 -67.9524155 O95  O9 V                           
LH47-32            80.4420013 -67.9227753 O95  B0 V                           
LH47-47            80.4477921 -67.9279938 O95  O9.5 V                         
LH47-58            80.4515839 -67.9395294 O95  O9.5 III                       
LH47-66            80.4555435 -67.9471970 O95  O9 V                           
LH47-71            80.4582901 -67.9520798 O95  O6: V((f))                     
Sk -67 83          80.4601669 -67.8871078 M95  B0.5 III                       
LH47-84            80.4639587 -67.9367523 O95  O9.5 V                         
Sk -71 18          80.4641266 -71.3670883 C86  B0 n                           
LH47-110           80.4789200 -67.9263306 O95  B0.5 V                         
LH48-4             80.4791641 -67.8978577 O95  O9 V                           
LH47-116           80.4804611 -67.9363632 O95  B0 V                           
LH47-131           80.4865036 -67.9593048 O95  O9.5 V                         
LH47-138           80.4883728 -67.9498367 O95  O8.5 V+ne                      
BAT99-30           80.4904175 -65.8167496 S08  WN6h                           Sk -65 55
LH47-154           80.4917068 -67.9403610 O95  O7 V((f))                      
LH47-160           80.4919968 -67.9183273 O95  Be                             
LH48-14            80.4937515 -67.9072800 O95  O8.5 V                         
LH47-183           80.4964142 -67.9594116 O95  B0: V+ne                       
LH47-182           80.4966278 -67.9762497 O95  O6 V((f))                      
LH47-184           80.4974136 -67.9571075 O95  B0-B0.5::                      
LH47-186           80.4987488 -67.9557724 O95  O7.5 V+ne                      
LH47-190           80.4992523 -67.9546661 O95  B0: V+neb                      
LH47-191           80.4993744 -67.9602432 O95  O5 III(f)                      
LH47-192           80.4997482 -67.9599991 O95  O5 III(f)                      
LH47-208           80.5056229 -67.9502716 O95  B1 III                         
LH48-26            80.5080795 -67.9042511 O95  O9.5 V                         
LH47-217           80.5097046 -67.9271088 O95  B0 V                           
LH47-222           80.5114594 -67.9398880 O95  O8 V                           
LH48-28            80.5116272 -67.9059448 O95  O9 V                           
LH47-230           80.5140381 -67.9459152 O95  B1 III                         
LH47-237           80.5162048 -67.9245834 O95  B0.5 I                         
LH48-33            80.5177536 -67.9073868 O95  O8: V:                         
BAT99-31           80.5181000 -67.9851000 F03  WN4b SB?                       
LH47-265           80.5252075 -67.9343872 O95  B1 IIIe                        
LH47-268           80.5270004 -67.9509964 O95  B1 Ib                          
LH47-275           80.5307465 -67.9342499 O95  O8.5 V                         
LH47-278           80.5312500 -67.9345856 O95  O9 III                         
LH47-280           80.5317917 -67.9458923 O95  O7 III(f)                      
LH47-277           80.5318298 -67.9673309 O95  O9.5 V                         
LH48-48            80.5324173 -67.9119720 O95  B1 III                         
LH47-299           80.5414581 -67.9567184 O95  B1.5 V                         
LH47-320           80.5500412 -67.9446106 O95  O9.5 V                         
LH47-321           80.5505829 -67.9490585 O95  B0 V                           
LH47-324           80.5511246 -67.9546661 O95  B0 V                           
LH48-65            80.5561676 -67.8939438 O95  O9 III                         Sk -67 85
LH47-335           80.5573349 -67.9393616 O95  O9.5 V                         
LH47-338           80.5588303 -67.9768372 O95  O7 V((f))                      
LH47-355           80.5652466 -67.9833603 O95  O9.5 V                         
Sk -71 19          80.5656281 -71.3609161 C86  O6 III SB:                     
LH47-359           80.5662918 -67.9536057 O95  B0 V                           
LH47-371           80.5709610 -67.9440842 O95  B1: V                          
LH47-373A          80.5723343 -67.9489746 O95  B1 Ib                          
LH47-377           80.5727081 -67.9473038 O95  B1 V                           
LH47-381           80.5747528 -67.9523849 O95  O8.5 III(f)                    
LH47-385           80.5783310 -67.9553299 O95  B0 III                         
LH48-99            80.5805817 -67.8824463 O95  B1 V                           
LH47-402           80.5855408 -67.9631348 O95  O6.5 V((f)                     
LH47-407           80.5862045 -67.9465561 O95  O9.5 V                         
LH47-419           80.5903320 -67.9313049 O95  B1.5 III                       
LH48-111           80.5906219 -67.9023361 O95  O5 V((f*))                     
BAT99-32           80.5938721 -71.5994720 S08  WN6(h)  SB                     Sk -71 21
LH47-433           80.5954132 -67.9680557 O95  O9.5 V                         
LH48-121A          80.5970001 -67.8992462 O95  F Ie                           
LH48-122           80.5977097 -67.8819427 O95  O9.5: V                        
LH47-440           80.6003342 -67.9455032 O95  B0.5 V                         
LH47-442           80.6018753 -67.9499741 O95  B0.5 III                       
LH47-444           80.6097488 -67.9603577 O95  B0.5 I                         
LH47-446           80.6267090 -67.9605255 O95  B0.5 V                         
LH47-447           80.6268311 -67.9538879 O95  B0.5 V                         
128130             80.6300430 -69.5680847 M03  M2 I                           
MACHO78.6827.66    80.6458359 -69.5288925 G05  B0.5 III-IV + B1:              
Sk -68 72a         80.6947098 -68.0654221 C86  O9 II                          
Sk -71 23          80.7132950 -71.7178650 F88  B3 Iab                         
BAT99-33           80.7490845 -68.0296173 S08  Ofpe/WN9?                      Sk -68 73
Sk -67 90          80.7527466 -67.1894760 F88  B1 Ia                          
130426             80.7618332 -69.3436432 M03  M1 I                           
BAT99-34           80.7919159 -71.3474731 B01  WC4 +OB                        Sk -71 26
Sk -67 91          80.8109589 -67.4345016 J01  B8-9 I                         
BAT99-35           80.8250427 -65.9491653 F03  WN3(h)                         Sk -65 57
BI 153             80.8423309 -67.1434174 C86  B2 II                          
Sk -70 89a         80.8446274 -70.4226074 C86  B0 n                           
Sk -68 75          80.8684616 -68.2064667 J01  B1 I                           
Sk -66 78          80.8765411 -66.7031631 J01  B1.5 I                         
131735             80.8920441 -69.3186111 M03  K7 I                           
BI 155             80.9526215 -67.8980255 C86  O7 V                           
Sk -69 119         80.9951630 -69.8765869 M95  B0.5 V                         
Sk -69 120         81.0887070 -69.7124405 J01  B0 I                           
BAT99-36           81.1007919 -68.5265579 F03  WN4b/WCE+OB                    Sk -68 77
Sk -65 58          81.1269608 -65.8204727 C86  B extr                         
BAT99-37           81.2262000 -66.2364000 F03  WN3o                           
BI 164             81.2580795 -68.5327835 M95  O8 V((f))                      
Sk -66 87          81.2732925 -66.8104782 C86  B2 III                         
Sk -71 29          81.2763748 -71.4644165 C86  B extr                         
Sk -69 124         81.3260422 -69.0531998 M09  O9.7 I                         
Sk -67 100         81.4122086 -67.3166962 F88  B1 Ia                          
134383             81.4372940 -69.0802460 M03  M3 I                           
Sk -66 89          81.4690857 -66.8237228 C86  B0 n                           
Sk -67 101         81.4843750 -67.5080032 W02  O8 II((f))                     
BI 167             81.4979553 -69.1874161 C86  B extr                         
Sk -67 102         81.5037918 -67.0528107 C86  B2 III SB:                     
BAT99-38           81.5165024 -67.4991913 B01  WC4 [+O8I:] SB1                Sk -67 104
MACHO80.7436.52    81.5183334 -69.2863846 G05  B1 V + B2 V                    
Sk -67 105         81.5257950 -67.1824417 O03  O4 f + O6V                     
Sk -71 30          81.5492096 -71.5613098 F88  B5 Ia                          
LH58-5             81.5625000 -68.8403091 G94  O7.5 V                         
LH58-39            81.5819550 -68.8400040 G94  O7-8 V:                        
Sk -66 93          81.5866241 -66.5157471 C86  B0 Ib                          
MACHO80.7438.42    81.5899963 -69.0958328 G05  B2 V  + B2 V                   
LH58-98            81.6006699 -68.8245544 G94  O8.5 V                         
LH54-425           81.6010437 -67.5047760 W08  O3 V  + O5 V                   
LH58-100           81.6019135 -68.7847214 G94  B0.5 Ib/II                     
LH58-117           81.6052475 -68.8311081 G94  O7 V                           
Sk -67 108         81.6102524 -67.6223373 F88  O4-5 III                       
135720             81.6146698 -69.1820831 M03  M3 I                           
LH58-153           81.6152954 -68.7996902 G94  O8 V                           
LH58-161           81.6169586 -68.8282776 G94  O9.5 III                       
135754             81.6179962 -69.1326141 M03  M1 I                           
LH58-167           81.6181641 -68.8089218 G94  O6 V                           
LH58-174           81.6204147 -68.8521118 G94  B0.5 V                         
LH58-199           81.6244202 -68.8051758 M00  O8 I                           
BAT99-39           81.6260834 -68.8409729 B01  WC4 +O6V-III(+O) SB2           Sk -68 80
LH58-229           81.6299591 -68.7673340 G94  O7 V                           
LH58-232           81.6305847 -68.8082809 G94  O9.5:                          
LH58-255           81.6345444 -68.8173904 G94  B1-2 V                         
LH58-300           81.6444550 -68.8188324 G94  B0.5 V                         
136042             81.6455002 -68.8611374 M03  M1 I                           
BAT99-40           81.6536000 -68.8499000 F03  WN4(h)a                        
LH58-352           81.6539154 -68.8003082 G94  O7.5 V                         
LH58-356           81.6543350 -68.7811432 G94  B1 V:                          
LH58-393           81.6632919 -68.8265839 G94  B0-2 V                         
LH58-407           81.6657944 -68.8385544 G94  B1 V:                          
LH58-419           81.6682510 -68.8540573 G94  O9.5 III                       
LH58-433           81.6705856 -68.8270569 M00  O7 V                           
LH58-438           81.6715851 -68.8190231 G94  B0.5 V:                        
LH58-454           81.6742096 -68.8031693 G94  B0 III                         
136348             81.6758347 -68.9440842 M03  M1 I                           
BAT99-41           81.6774139 -69.1159439 F03  WN4b                           Sk -69 133
LH58-470           81.6774139 -68.8472214 G94  O7 III/V                       
LH58-473           81.6779556 -68.8195267 G94  B0-1 V:                        
136378             81.6782913 -68.9537201 M03  M3 I                           
LH58-496=LH58-10a  81.6842117 -68.8116989 M05  O5 V(f)                        
BAT99-42           81.6888351 -68.8313293 F03  WN5b(h)(+B3I)                  Sk -68 82
BI 170             81.6987076 -69.1033325 M09  O9.5 I                         
Sk -67 111         81.7003326 -67.4916077 W02  O6 Ia(n)fp var                 
LH58-601           81.7024612 -68.8035049 G94  B1 V:                          
Sk -69 134         81.7095413 -69.1699448 C86  B0 n                           
LH58-649           81.7120438 -68.8200378 M00  O6.5 V                         
LH58-690           81.7219162 -68.8239441 G94  B0 V:                          
LH58-700           81.7229996 -68.7738647 G94  B0.5 V                         
LH58-694           81.7230835 -68.8364868 M00  O9 I                           
LH58-699           81.7237091 -68.8192596 M00  O7 III                         
LH58-710           81.7271652 -68.8384476 M00  O9 III                         
LH58-718           81.7275848 -68.8140335 G94  B0 V:                          
LH58-750           81.7344589 -68.8080063 G94  B0 V:                          
Sk -67 112         81.7353363 -67.6597214 F88  B0.5 Ia                        
LH58-828           81.7584991 -68.7724762 G94  B2 V                           
Sk -70 90a         81.7853775 -70.5019455 C86  B5 II                          
BI 173             81.7914200 -69.1323624 M09  O8.5 II(f)                     
137624             81.7932510 -69.2715607 M03  M0 I                           
137818             81.8097076 -69.1863098 M03  M3 I                           
Sk -65 61          81.8198318 -65.8097534 M95  O7.5 V                         
S35                81.8243332 -66.3682251 Z06  B1[e] Iab                      
Sk -67 116         81.8355408 -67.2143860 F88  B3 Ia                          
Sk -69 139         81.8475418 -69.0142212 F88  B2.5 Ia                        
Sk -68 84a         81.8617935 -68.9011993 M95  B1 Ib                          
138405             81.8619156 -69.0005569 M03  M0 I                           
HV2543             81.8641281 -67.1984711 N94  O9 III-II + O8 V:              Sk -67 117
138475             81.8673325 -69.0100021 M03  M0 I                           
138552             81.8743362 -67.2369156 M02  M1 Ia                          
Sk -67 118         81.8887939 -67.2917252 M95  O7 V                           
Sk -70 91          81.8898773 -70.6133041 W02  O2 III(f*)+OB                  
BAT99-43           81.9069977 -70.6015015 F03  WN4o +OB SB                    Sk -70 92
139027             81.9154968 -69.1503067 M03  K7 I                           
Sk -67 119         81.9190445 -67.3028641 M95  O7 III (f)                     
Sk -67 120         81.9215012 -67.4566650 F88  O8 III:                        
BAT99-44           81.9278717 -69.1667786 S08  WN8ha                          Sk -69 141
Sk -66 100         81.9393768 -66.9209137 W02  O6 II(f)                       
139413             81.9484177 -69.2223053 M03  M3 I                           
139588             81.9634171 -67.3012009 M03  M1 I                           
139591             81.9636688 -69.1793900 M03  M1-2 I                         
BAT99-45           81.9694138 -68.9856873 S08  WN10h LBV                      Sk -69 142a
Sk -69 143         81.9733734 -69.0329208 F88  B7 Ia+                         
Sk -67 123         81.9830017 -67.2568893 C86  B2 III                         
Sk -67 122         81.9836655 -67.3461990 F88  B5 Ia                          
140006             82.0005035 -69.1284180 M03  M2-3 I                         
140296             82.0254593 -69.1204224 M03  M1-2 I                         
140403             82.0340805 -69.2196655 M03  M3-5 I                         
140782             82.0667114 -69.2003021 M03  M1 I                           
Sk -68 92          82.0673752 -68.8626633 F88  B1 Ia                          
BAT99-46           82.0747000 -69.0430000 F03  WN4o                           
140912             82.0778732 -69.1263046 M03  M1 I                           
Sk -67 126         82.0834579 -67.6752167 F88  B5 Ia                          
Sk -71 33          82.0859146 -70.9895554 M95  O9 Ve (Fe II)                  
141377             82.1167068 -69.2158890 M03  K0 I                           
141430             82.1207504 -68.1188354 M02  M0 Ia                          
141507             82.1267471 -69.0124130 M03  M0 I                           
141568             82.1317902 -69.0920029 M03  M2-3 I                         
141772             82.1504135 -68.4376373 M02  M2 Ia                          
[SP77]46-31        82.1524200 -68.7106934 M03  M2 Iab HV2567                  
LH64-6             82.1540833 -68.8341675 M00  B1 III                         
Sk -69 152         82.1624985 -69.1531143 F88  O9 Ia                          
Sk -65 63          82.1643753 -65.6501694 F88  O9.7 I:                        
Sk -70 94          82.1789169 -70.3304443 C86  B0 Ib                          
142102             82.1802521 -67.3079224 M03  K7 I                           
142202             82.1899567 -68.9673080 M03  M0-1 I                         
W16-6              82.1908340 -68.8254700 M00  B1: III:                       
W16-7              82.1941223 -68.7711716 M00  B1 III                         
LH64-16            82.1957092 -68.7966385 M09  ON2 III(f*)                    
Sk -67 130         82.2049179 -66.9934158 F88  B5 Ia                          
Sk -68 95          82.2221680 -68.8123093 M95  B1 III                         
W16-29             82.2406693 -68.7888870 M00  B0.2: III:                     
W16-32             82.2421646 -68.8025055 M00  B0.2 III:                      
W16-38             82.2504196 -68.8240509 M00  O8.5 V                         
142907             82.2535858 -68.7760010 M03  M1 I                           
Sk -66 106         82.2541275 -66.6410522 F88  B1.5 Ia                        
W16-41             82.2614594 -68.7505035 M00  B0.5 III                       
Sk -67 131         82.2632065 -67.3403931 F88  B0.5:  Ia                      
143035             82.2649155 -69.1128616 M03  M3-4.5                         
W16-46             82.2715836 -68.7678070 M00  B1:  I:                        
143137             82.2732925 -67.3050003 M03  M0 I                           
W16-52             82.2848740 -68.7545242 M00  B2: III:                       
143280             82.2853775 -69.2051620 M03  M3 I                           
NGC2004-109        82.2960434 -67.3164444 E06  B2.5 III                       
NGC2004-015        82.2977524 -67.2567749 E06  B1.5 II Binary (SB1)           
W16-61             82.2986221 -68.7400208 M00  B0.5 I                         
W16-62             82.3000870 -68.7497711 M00  B1.5 III                       
BAT99-47           82.3015442 -68.7600250 F03  WN3b                           Sk -68 98
lmc1-408           82.3045425 -71.0996399 M95  B1 V                           
NGC2004-061        82.3164978 -67.3292770 E06  B2 III                         
BI 178             82.3167953 -67.2075806 M95  B1 III                         
NGC2004-077        82.3205795 -67.3427277 E06  B0.5 V                         
W16-71             82.3263321 -68.7609482 M00  O5.5 III(f)                    
NGC2004-093        82.3347092 -67.3178635 E06  B3 III                         
NGC2004-036        82.3363724 -67.2985535 E06  B1.5 III                       
W16-79             82.3368759 -68.7429123 M00  B0.5 III                       
143877             82.3379135 -68.7920837 M03  K7 I                           
143898             82.3395386 -69.0056381 M03  M1-2 I                         
NGC2004-010        82.3404999 -67.3363876 E06  B2.5 Iab                       
NGC2004-090        82.3429565 -67.2778091 E06  O9.5 III                       
Sk -70 96          82.3488770 -70.2335815 J01  B0.7 III                       
lmc1-436           82.3489151 -71.0926971 M95  B1 III                         
W16-85             82.3535385 -68.7495270 M00  B2 III                         
144217             82.3652496 -69.1473007 M03  M1 I                           
W16-26             82.3654175 -68.7667236 M00  B1 I                           
NGC2004-100        82.3745422 -67.3061447 E06  B1 Vn                          
BAT99-48           82.3818359 -68.9080048 F03  WN4b                           Sk -68 102
NGC2004-033        82.3862076 -67.2847214 E06  B1.5e                          
BAT99-49           82.3883743 -70.9930267 F03  WN4:b +O8V SB                  Sk -71 34
NGC2004-044        82.3915863 -67.3019180 E06  B1.5: Binary (SB2)             
NGC2004-091        82.3929977 -67.2505264 E06  B1.5 III                       
NGC2004-027        82.3938751 -67.1989212 E06  B0e                            
LH64-40            82.3989182 -68.7633591 M00  O6 V((f))                      
lmc1-929           82.4085007 -70.9638062 M95  O8.5 V                         
NGC2004-104        82.4114990 -67.2021103 E06  B1.5 V                         
145013             82.4263306 -68.9548035 M03  M2 I                           
NGC2004-005        82.4275436 -67.3465271 E06  B8 Ia                          
145112             82.4334183 -69.0972824 M03  M2-3                           
lmc1-1044          82.4367065 -70.9163361 M95  B0 V                           
lmc1-233           82.4421692 -71.1561432 M95  B0 V                           
lmc1-246           82.4468307 -71.1501389 M95  B1: V                          
RXJ0529.8-6556     82.4493713 -65.9454422 R05  B0.5 Ve XRB                    
NGC2004-072        82.4604187 -67.2528915 E06  B1.5 V Binary (SB1)            
lmc1-507           82.4647522 -71.0757217 M95  O8 V                           
Sk -66 110         82.4648743 -66.8555527 M95  O9 I                           
lmc1-548           82.4657516 -71.0685272 M95  B1.5 V                         
lmc1-263           82.4697113 -71.1457748 M95  O8 III(f)                      
NGC2004-081        82.4702530 -67.3040619 E06  B1 V                           
HV982              82.4708328 -69.1563873 F02  B1 IV-V + B1 IV-V              
BAT99-50           82.4735000 -69.0177000 F03  WN4h                           
NGC2004-024        82.4749603 -67.2894974 E06  B1.5 IIIn                      
145716             82.4785385 -69.0709991 M03  M0-1                           
145728             82.4793320 -67.3102493 M03  M3 I                           
lmc1-249           82.4795380 -71.1496658 M95  B1 V                           
Sk -69 162         82.4831696 -69.0033340 F88  B2.5 Ia                        
NGC2004-085        82.4846649 -67.2987518 E06  B2.5 III                       
NGC2004-080        82.4951248 -67.2716141 E06  B2.5 III                       
NGC2004-025        82.5030441 -67.3656616 E06  B2 (Be-Fe)                     
NGC2004-006        82.5050812 -67.2435760 E06  A2 Iab                         
146126             82.5098343 -67.0458298 M03  K5 I                           
BAT99-51           82.5102463 -68.7551117 F03  WN3b                           Sk -68 104
146155             82.5124588 -68.7677841 M02  M0 Iab                         
Sk -71 35          82.5174561 -71.1323090 M95  B1.5 V                         
146244             82.5192947 -68.7913589 M03  K7 I                           
146266             82.5207901 -69.0666428 M03  K7 I                           
NGC2004-058        82.5213776 -67.3127289 E06  O9.5 V                         
NGC2004-049        82.5257950 -67.2424698 E06  O2-3 III(f) + OB Binary (SB2)  
NGC2004-001        82.5294571 -67.2620316 E06  A1 Ia                          
NGC2004-040        82.5302887 -67.2397995 E06  A7 II                          
Sk -68 105         82.5370407 -68.8101959 M95  B0 Ia                          
146548             82.5402908 -69.1844177 M03  K7-M0 I                        
NGC2004-105        82.5425034 -67.3117523 E06  B1.5 V                         
RXJ0530.1-6551     82.5441666 -65.8574982 R05  Be? XRB                        
NGC2004-030        82.5459595 -67.3825302 E06  B0.2 Ib Binary (SB1)           
lmc1-493           82.5467529 -71.0795822 M95  O9 V                           
Sk -70 97          82.5468750 -70.8617172 C86  O9 III                         
lmc1-413           82.5485840 -71.0999451 M95  B0.5 V                         
lmc1-555           82.5488358 -71.0675278 M95  B1 III                         
NGC2004-069        82.5506287 -67.1721344 E06  B0.7 V                         
BAT99-52           82.5506668 -67.4356384 B01  WC4                            Sk -67 144
NGC2004-065        82.5545807 -67.3518066 E06  B2.5 III                       
NGC2004-097        82.5550385 -67.1445541 E06  B2 III                         
NGC2004-047        82.5564194 -67.2409134 E06  B2 III Binary (SB1)            
NGC2004-055        82.5606232 -67.2575531 E06  B2.5 III                       
Sk -67 145         82.5652466 -67.5394135 F88  B7 Ia                          
NGC2004-108        82.5756226 -67.2162781 E06  B2.5 III                       
lmc1-402           82.5811691 -71.1019745 M95  B0 V                           
NGC2004-082        82.5848770 -67.3487244 E06  B1.5 V                         
NGC2004-103        82.5859604 -67.2279739 E06  B2 III                         
NGC2004-076        82.5860443 -67.1447754 E06  B2.5 III Binary (SB1)          
147199             82.5875015 -67.3349228 M03  M4 I                           
lmc1-1052          82.5921249 -70.9100876 M95  B0.5 V                         
147257             82.5924988 -67.1087189 M03  M1 I                           
lmc1-390           82.5944977 -71.1053848 M95  O8 V                           
lmc1-415           82.5952911 -71.0960541 M95  Be                             
NGC2004-068        82.5958328 -67.1482239 E06  B2.5 III                       
NGC2004-116        82.5982513 -67.1782455 E06  B2 III                         
lmc1-584           82.6027527 -71.0623932 M95  O7 V                           
NGC2004-092        82.6039581 -67.2129974 E06  B2e                            
147479             82.6098785 -69.5068588 M03  M3 I                           
NGC2004-037        82.6099167 -67.1502228 E06  B2e                            
NGC2004-039        82.6134186 -67.2243347 E06  B1.5e                          
NGC2004-066        82.6157532 -67.2896652 E06  B1.5 Vn                        
NGC2004-034        82.6171265 -67.2546387 E06  B1.5e                          
lmc1-859           82.6178360 -70.9899139 M95  B0.5 III                       
NGC2004-083        82.6184616 -67.2835007 E06  B1.5:   e Binary (SB1)         
NGC2004-074        82.6209564 -67.3813324 E06  B0.7-B1 V Binary (SB1)         
NGC2004-117        82.6214142 -67.1642227 E06  B2 III                         
NGC2004-106        82.6228714 -67.2794495 E06  B2 III                         
NGC2004-096        82.6247940 -67.2648621 E06  B1.5e                          
BI 184             82.6277466 -71.0421143 M95  B0.5 V                         
lmc1-662           82.6290817 -71.0205765 M95  B0.5 V                         
Sk -67 150         82.6321259 -67.0148315 F88  B0.7 Ia                        
NGC2004-041        82.6360016 -67.2571945 E06  B2.5 III Binary (SB1)          
NGC2004-060        82.6372528 -67.1895828 E06  B2 III                         
147928             82.6397934 -67.2876129 M03  K7 I                           
NGC2004-063        82.6437073 -67.2930298 E06  B2 III                         
NGC2004-067        82.6443329 -67.2459946 E06  B1.5e                          
lmc1-702           82.6467056 -71.0324783 M95  B1 Ve                          
148035             82.6483765 -68.9898834 M03  M4 I                           (H79:M2Ia-Iab, HV2602)
148041             82.6487045 -67.2011948 M03  M1 I                           
NGC2004-056        82.6496658 -67.1856918 E06  B1.5e                          
NGC2004-026        82.6514587 -67.2952499 E06  B2 II Binary (SB1)             
lmc1-541           82.6525803 -71.0710526 M95  O9 V                           
lmc1-715           82.6529160 -71.0286407 M95  B0.5 V                         
NGC2004-035        82.6548309 -67.2623062 E06  B1: (Be-Fe)                    
NGC2004-032        82.6554184 -67.1761093 E06  B2 II                          
NGC2004-012        82.6561661 -67.2815857 E06  B1.5 Iab                       
BAT99-53           82.6612473 -71.0299454 B01  WC4 (+OB)                      Sk -71 38
NGC2004-043        82.6614151 -67.2536697 E06  B1.5 III                       
NGC2004-031        82.6615448 -67.3399734 E06  B2 II Binary (SB1)             
lmc1-756           82.6630402 -71.0166702 M95  B1 III                         
Sk -71 39          82.6661682 -71.0248642 M95  O8 II(f)                       
BI 185             82.6667938 -71.2870255 M95  O9 V                           
NGC2004-008        82.6670837 -67.2771988 E06  B9 Ia                          
NGC2004-016        82.6671219 -67.3164215 E06  B9 Ib                          
Sk -71 41          82.6672897 -71.0936432 M95  O8.5 I                         
NGC2004-003        82.6683350 -67.2691727 E06  B5 Ia binary?                  
NGC2004-079        82.6697922 -67.1955261 E06  B2 III Binary (SB1)            
148381             82.6732483 -69.2593613 M03  M4.5-5                         
NGC2004-021        82.6750412 -67.3614960 E06  B1.5 Ib                        
148409             82.6754150 -69.0897827 M03  M0-1 I                         (H79:M1Iab)
NGC2004-046        82.6790009 -67.2787552 E06  B1.5 III                       
NGC2004-050        82.6794586 -67.2955246 E06  B2.5 III Binary (SB1)          
NGC2004-053        82.6824570 -67.2562790 E06  B0.2 Ve                        
lmc1-713           82.6851654 -71.0290298 M95  B1 III                         
NGC2004-014        82.6852951 -67.3504181 E06  B3 Ib                          
NGC2004-019        82.6859131 -67.3105316 E06  O9.5 III                       
148600             82.6885452 -67.1331100 M03  M3 I                           
NGC2004-059        82.6913300 -67.3067780 E06  B2 III Binary (SB1)            
NGC2004-013        82.6939621 -67.3277206 E06  B2 II                          
lmc1-620           82.6961212 -71.0543671 M95  B0 Ia                          
NGC2004-022        82.6973724 -67.2898331 E06  B1.5 Ib                        
lmc1-289           82.6983719 -71.1337509 M95  O7.5 Ve                        
Sk -71 42          82.6991272 -71.0673065 M95  B1 Iab                         
NGC2004-114        82.6994553 -67.4126129 E06  B2 III                         
NGC2004-101        82.7009583 -67.2869415 E06  B2 III                         
NGC2004-089        82.7014618 -67.3662796 E06  B2.5e                          
