0 -90 68.000000000000
5 -90 68.000000000000
10 -90 68.000000000000
15 -90 68.000000000000
20 -90 68.000000000000
25 -90 68.000000000000
30 -90 68.000000000000
35 -90 68.000000000000
40 -90 68.000000000000
45 -90 68.000000000000
50 -90 68.000000000000
55 -90 68.000000000000
60 -90 68.000000000000
65 -90 68.000000000000
70 -90 68.000000000000
75 -90 68.000000000000
80 -90 68.000000000000
85 -90 68.000000000000
90 -90 68.000000000000
95 -90 68.000000000000
100 -90 68.000000000000
105 -90 68.000000000000
110 -90 68.000000000000
115 -90 68.000000000000
120 -90 68.000000000000
125 -90 68.000000000000
130 -90 68.000000000000
135 -90 68.000000000000
140 -90 68.000000000000
145 -90 68.000000000000
150 -90 68.000000000000
155 -90 68.000000000000
160 -90 68.000000000000
165 -90 68.000000000000
170 -90 68.000000000000
175 -90 68.000000000000
180 -90 68.000000000000
185 -90 68.000000000000
190 -90 68.000000000000
195 -90 68.000000000000
200 -90 68.000000000000
205 -90 68.000000000000
210 -90 68.000000000000
215 -90 68.000000000000
220 -90 68.000000000000
225 -90 68.000000000000
230 -90 68.000000000000
235 -90 68.000000000000
240 -90 68.000000000000
245 -90 68.000000000000
250 -90 68.000000000000
255 -90 68.000000000000
260 -90 68.000000000000
265 -90 68.000000000000
270 -90 68.000000000000
275 -90 68.000000000000
280 -90 68.000000000000
285 -90 68.000000000000
290 -90 68.000000000000
295 -90 68.000000000000
300 -90 68.000000000000
305 -90 68.000000000000
310 -90 68.000000000000
315 -90 68.000000000000
320 -90 68.000000000000
325 -90 68.000000000000
330 -90 68.000000000000
335 -90 68.000000000000
340 -90 68.000000000000
345 -90 68.000000000000
350 -90 68.000000000000
355 -90 68.000000000000
360 -90 68.000000000000
0 -85 68.183788143754
5 -85 68.183594448820
10 -85 68.183019259069
15 -85 68.182080079365
20 -85 68.180805489123
25 -85 68.179234268758
30 -85 68.177414215009
35 -85 68.175400681900
40 -85 68.173254892488
45 -85 68.171042073465
50 -85 68.168829469903
55 -85 68.166684300890
60 -85 68.164671718286
65 -85 68.162852830504
