time,flux,err,mask,centroid_y,psf_width_y
5.991454349637318956e+04,9.977619931779562190e-01,2.911869908053826990e-04,0.000000000000000000e+00,2.522808047003173471e+01,1.190907757820590218e+00
5.991454361603556026e+04,9.979719179117768624e-01,2.912426633852270011e-04,0.000000000000000000e+00,2.523511507788882824e+01,1.179075547476694741e+00
5.991454373569791642e+04,9.972914480349238664e-01,2.911178671324217730e-04,0.000000000000000000e+00,2.522772291778750642e+01,1.194847682234258857e+00
5.991454385536027257e+04,9.977665207162615957e-01,2.912094092939106226e-04,0.000000000000000000e+00,2.523254420372938966e+01,1.183477020716200867e+00
5.991454397502263600e+04,9.985178370023717331e-01,2.912312673202253400e-04,0.000000000000000000e+00,2.522651037580097011e+01,1.188379589850018681e+00
5.991454409468499216e+04,9.976059525267839678e-01,2.911873644468582060e-04,0.000000000000000000e+00,2.522432498301124681e+01,1.177537636177315550e+00
5.991454421434735559e+04,9.977392279501391403e-01,2.911619568265266062e-04,0.000000000000000000e+00,2.522422889673777391e+01,1.182462760583046002e+00
5.991454433400971175e+04,9.974302712869068666e-01,2.911151582317246457e-04,0.000000000000000000e+00,2.521884368101044771e+01,1.184273712189761074e+00
5.991454445367207518e+04,9.981060223210187488e-01,2.912294613864272190e-04,0.000000000000000000e+00,2.522429615246967316e+01,1.185772768529034904e+00
5.991454457333443133e+04,9.977373149057847668e-01,2.912072919922163543e-04,0.000000000000000000e+00,2.522560215525693650e+01,1.180017811854501275e+00
5.991454469299678749e+04,9.978350714722935555e-01,2.912080081383776613e-04,0.000000000000000000e+00,2.521041219259639377e+01,1.180131311440052233e+00
5.991454481265915092e+04,9.974948046497945642e-01,2.911523355585333593e-04,0.000000000000000000e+00,2.523038052164334744e+01,1.178647943239149232e+00
5.991454493232150708e+04,9.977277496840127879e-01,2.911616765954200031e-04,0.000000000000000000e+00,2.522637994107050829e+01,1.186103078589936244e+00
5.991454505198387051e+04,9.982616165951750942e-01,2.912502918986843736e-04,0.000000000000000000e+00,2.522970777812563625e+01,1.175779019838588235e+00
5.991454517164622666e+04,9.988130197462524729e-01,2.913695458029368990e-04,0.000000000000000000e+00,2.522845287838386596e+01,1.184585959534905086e+00
5.991454529130858282e+04,9.983899181032087622e-01,2.912489841535202619e-04,0.000000000000000000e+00,2.522906154791115796e+01,1.188474819318769526e+00
5.991454541097095353e+04,9.974597959381094059e-01,2.911880805930195130e-04,0.000000000000000000e+00,2.522271771758649095e+01,1.177638949322007189e+00
5.991454553063330241e+04,9.977260279440939295e-01,2.912004418984994857e-04,0.000000000000000000e+00,2.522490988148452473e+01,1.181653161853524647e+00
5.991454565029566584e+04,9.980348570710358969e-01,2.912353151028761774e-04,0.000000000000000000e+00,2.523696843176798410e+01,1.183947405170167499e+00
5.991454576995802199e+04,9.982490542705814152e-01,2.912295547967961229e-04,0.000000000000000000e+00,2.523121395382247556e+01,1.183220652202608969e+00
5.991454588962037815e+04,9.978938019339730348e-01,2.912507900873183828e-04,0.000000000000000000e+00,2.523171379780282919e+01,1.185821833555998905e+00
5.991454600928274886e+04,9.975152742243863502e-01,2.911363623854572530e-04,0.000000000000000000e+00,2.522937231047276541e+01,1.185954439737236132e+00
5.991454612894509773e+04,9.977575931759411487e-01,2.911630466141633660e-04,0.000000000000000000e+00,2.522825331596525800e+01,1.190608428255484297e+00
5.991454624860746117e+04,9.978675294581728084e-01,2.912078524544295063e-04,0.000000000000000000e+00,2.524159727157157107e+01,1.185252052043577420e+00
5.991454636826982460e+04,9.984154891294123590e-01,2.912571419924012421e-04,0.000000000000000000e+00,2.523062123169190940e+01,1.185246535836251169e+00
5.991454648793217348e+04,9.982869963169431760e-01,2.912127097936105546e-04,0.000000000000000000e+00,2.523127576319202703e+01,1.183821981917567490e+00
5.991454660759454418e+04,9.975525148211515925e-01,2.912140175387747205e-04,0.000000000000000000e+00,2.521976996270433702e+01,1.186320099358694868e+00
5.991454672725690034e+04,9.974311640409389002e-01,2.911383551399930733e-04,0.000000000000000000e+00,2.523428899333263686e+01,1.186038120381989636e+00
5.991454684691925650e+04,9.976384742808084294e-01,2.911925020171458574e-04,0.000000000000000000e+00,2.523650329520751256e+01,1.175861914289341392e+00
5.991454696658161993e+04,9.978899120771191900e-01,2.911270836221499145e-04,0.000000000000000000e+00,2.522999190503497502e+01,1.182584357413832388e+00
5.991454708624396881e+04,9.973250538474159876e-01,2.911462016109777977e-04,0.000000000000000000e+00,2.523660562547785347e+01,1.190331466544787498e+00
5.991454720590633951e+04,9.979129961456618680e-01,2.912336959898158099e-04,0.000000000000000000e+00,2.523951817304812195e+01,1.179750298394132813e+00
5.991454732556869567e+04,9.971850827688204522e-01,2.910989982379107860e-04,0.000000000000000000e+00,2.524073264604253453e+01,1.191682832284580273e+00
5.991454744523105182e+04,9.972668335308977339e-01,2.911328127914403164e-04,0.000000000000000000e+00,2.522378818353711694e+01,1.192233656116821194e+00
5.991454756489341526e+04,9.974483814401282622e-01,2.911684955523472190e-04,0.000000000000000000e+00,2.523284724369138843e+01,1.190682427323995762e+00
5.991454768455577141e+04,9.976783293715246748e-01,2.911970168516410514e-04,0.000000000000000000e+00,2.521608648090518656e+01,1.180314284364271327e+00
5.991454780421813484e+04,9.977524917243294489e-01,2.912092536099625218e-04,0.000000000000000000e+00,2.523081427862893023e+01,1.186898370232008615e+00
5.991454792388049100e+04,9.977191409844181624e-01,2.911995389316004252e-04,0.000000000000000000e+00,2.522910101719245191e+01,1.186202759243547122e+00
5.991454804354284715e+04,9.981009208694072710e-01,2.912429747531232026e-04,0.000000000000000000e+00,2.522168694894193663e+01,1.191376163164923119e+00
5.991454816320521059e+04,9.970696624261062846e-01,2.910285356829960413e-04,0.000000000000000000e+00,2.522999919531100588e+01,1.185376270848012226e+00
5.991454828286756674e+04,9.976031467283976717e-01,2.911637627603246730e-04,0.000000000000000000e+00,2.523090645661708464e+01,1.182109488096106054e+00
5.991454840252993017e+04,9.970084450067661086e-01,2.911316607302243055e-04,0.000000000000000000e+00,2.521631135389009515e+01,1.185946651597613588e+00
5.991454852219228633e+04,9.976261032606501544e-01,2.912040849028852720e-04,0.000000000000000000e+00,2.522244698159370557e+01,1.193772661987470007e+00
5.991454864185464976e+04,9.976795409662824188e-01,2.911336846215497784e-04,0.000000000000000000e+00,2.521742923154475591e+01,1.187728913257021901e+00
5.991454876151700591e+04,9.973696277808730137e-01,2.911369228476704592e-04,0.000000000000000000e+00,2.522707200040834863e+01,1.186615998025742913e+00
5.991454888117936935e+04,9.973233958756420048e-01,2.911410017671109494e-04,0.000000000000000000e+00,2.522733627990353256e+01,1.181401853508961208e+00
5.991454900084173278e+04,9.976646829884634471e-01,2.911301973011120930e-04,0.000000000000000000e+00,2.522736231165058030e+01,1.188978698169750770e+00
5.991454912050408166e+04,9.975135524844673807e-01,2.912003796249202346e-04,0.000000000000000000e+00,2.522376393699764563e+01,1.181915940932803055e+00
