time,flux,err,mask,centroid_y,psf_width_y
5.991403857950633392e+04,nan,7.584925214933520158e-04,1.000000000000000000e+00,2.523974234222576740e+01,1.183863786507526994e+00
5.991403869916893018e+04,nan,7.678839832963394460e-04,1.000000000000000000e+00,2.523576432754120447e+01,1.174342227008613238e+00
5.991403881883153372e+04,9.958264200070572336e-01,7.670046511608839520e-04,0.000000000000000000e+00,2.524339845440584540e+01,1.194081988343972611e+00
5.991403893849412998e+04,9.975263615941707407e-01,7.677947122330718108e-04,0.000000000000000000e+00,2.523364707271701946e+01,1.181277297591357689e+00
5.991403905815672624e+04,9.964852271565561859e-01,7.674788986168801664e-04,0.000000000000000000e+00,2.523396305785069771e+01,1.185654889899169451e+00
5.991403917781932978e+04,9.978170962848830206e-01,7.674230332557617929e-04,0.000000000000000000e+00,2.524089063159426516e+01,1.182909650066082730e+00
5.991403929748192604e+04,9.974608319309878901e-01,7.676081430082048063e-04,0.000000000000000000e+00,2.523585134774217309e+01,1.178029059607213602e+00
5.991403941714452958e+04,9.967723449502745581e-01,7.675911158299249465e-04,0.000000000000000000e+00,2.524219887991173650e+01,1.186241163298149548e+00
5.991403953680712584e+04,9.979202842285312958e-01,7.676506298721032977e-04,0.000000000000000000e+00,2.523104383376933768e+01,1.181077434651224944e+00
5.991403965646972938e+04,9.990402457447472573e-01,7.680219845222080325e-04,0.000000000000000000e+00,2.522757223717898611e+01,1.187967386646400447e+00
5.991403977613232564e+04,9.987835524375067164e-01,7.675625750358557996e-04,0.000000000000000000e+00,2.522974351601466836e+01,1.170177956245907369e+00
5.991403989579492190e+04,9.995372499434328484e-01,7.678128745565703786e-04,0.000000000000000000e+00,2.522484931042623302e+01,1.183467533906584324e+00
5.991404001545752544e+04,9.998852167101066613e-01,7.679113078633885642e-04,0.000000000000000000e+00,2.522606010751255567e+01,1.185886223421628083e+00
5.991404013512012170e+04,9.970566968815858244e-01,7.673554921152514908e-04,0.000000000000000000e+00,2.523270376805994175e+01,1.183900667609935509e+00
5.991404025478272524e+04,9.974988093494233654e-01,7.674038979506471589e-04,0.000000000000000000e+00,2.523192119718045845e+01,1.169991421594748005e+00
5.991404037444532150e+04,9.973401977783104000e-01,7.672613561439039576e-04,0.000000000000000000e+00,2.523410056537155199e+01,1.185999895018350792e+00
5.991404049410792504e+04,9.991946021429263247e-01,7.679542812180949803e-04,0.000000000000000000e+00,2.523137026960377582e+01,1.181733495785267651e+00
5.991404061377052130e+04,9.966727739036200795e-01,7.671685174813777739e-04,0.000000000000000000e+00,2.523370492634774465e+01,1.191056454195417391e+00
5.991404073343311757e+04,9.979873032022410495e-01,7.675925753023489376e-04,0.000000000000000000e+00,2.522448590125624079e+01,1.187556546758546272e+00
5.991404085309572110e+04,9.992120483519555396e-01,7.676696840954165026e-04,0.000000000000000000e+00,2.523382607490472651e+01,1.179236826949665362e+00
5.991404097275831737e+04,9.979592190608769231e-01,7.677167115401896088e-04,0.000000000000000000e+00,2.522902045226915746e+01,1.178528535433387869e+00
