time,flux,err,mask,centroid_y,psf_width_y
5.991403857950633392e+04,nan,4.775076628601380969e-04,1.000000000000000000e+00,2.523974234222576740e+01,1.183863786507526994e+00
5.991403869916893018e+04,1.000444758820055347e+00,4.820558840056364926e-04,0.000000000000000000e+00,2.523576432754120447e+01,1.174342227008613238e+00
5.991403881883153372e+04,1.000847960351733290e+00,4.816816584321306207e-04,0.000000000000000000e+00,2.524339845440584540e+01,1.194081988343972611e+00
5.991403893849412998e+04,1.001289060039478596e+00,4.818852980615920484e-04,0.000000000000000000e+00,2.523364707271701946e+01,1.181277297591357689e+00
5.991403905815672624e+04,1.000679988754266780e+00,4.818577320536766612e-04,0.000000000000000000e+00,2.523396305785069771e+01,1.185654889899169451e+00
5.991403917781932978e+04,1.001272681066281534e+00,4.817341104194140561e-04,0.000000000000000000e+00,2.524089063159426516e+01,1.182909650066082730e+00
5.991403929748192604e+04,1.002737727945429480e+00,4.821091442554977262e-04,0.000000000000000000e+00,2.523585134774217309e+01,1.178029059607213602e+00
5.991403941714452958e+04,1.002530202870136389e+00,4.821372207450411109e-04,0.000000000000000000e+00,2.524219887991173650e+01,1.186241163298149548e+00
5.991403953680712584e+04,1.001730421093817380e+00,4.819079719539052240e-04,0.000000000000000000e+00,2.523104383376933768e+01,1.181077434651224944e+00
5.991403965646972938e+04,1.002037526841260240e+00,4.820311681868110561e-04,0.000000000000000000e+00,2.522757223717898611e+01,1.187967386646400447e+00
5.991403977613232564e+04,1.002420603145233402e+00,4.819257962707517730e-04,0.000000000000000000e+00,2.522974351601466836e+01,1.170177956245907369e+00
5.991403989579492190e+04,1.002177183724423326e+00,4.818945718111685285e-04,0.000000000000000000e+00,2.522484931042623302e+01,1.183467533906584324e+00
5.991404001545752544e+04,1.002066364288750400e+00,4.819370268665691269e-04,0.000000000000000000e+00,2.522606010751255567e+01,1.185886223421628083e+00
5.991404013512012170e+04,1.002163766905953546e+00,4.819813536879392121e-04,0.000000000000000000e+00,2.523270376805994175e+01,1.183900667609935509e+00
5.991404025478272524e+04,1.002039182163019460e+00,4.818959330955100719e-04,0.000000000000000000e+00,2.523192119718045845e+01,1.169991421594748005e+00
5.991404037444532150e+04,1.002090671381952403e+00,4.818810865881605543e-04,0.000000000000000000e+00,2.523410056537155199e+01,1.185999895018350792e+00
5.991404049410792504e+04,1.003050409513534857e+00,4.821869927037773155e-04,0.000000000000000000e+00,2.523137026960377582e+01,1.181733495785267651e+00
5.991404061377052130e+04,1.001653230826516916e+00,4.818361642048910303e-04,0.000000000000000000e+00,2.523370492634774465e+01,1.191056454195417391e+00
5.991404073343311757e+04,1.001970616993306695e+00,4.819676983043885720e-04,0.000000000000000000e+00,2.522448590125624079e+01,1.187556546758546272e+00
5.991404085309572110e+04,1.002460940722840643e+00,4.819450244120754507e-04,0.000000000000000000e+00,2.523382607490472651e+01,1.179236826949665362e+00
5.991404097275831737e+04,1.001860494535216528e+00,4.820001989680419187e-04,0.000000000000000000e+00,2.522902045226915746e+01,1.178528535433387869e+00
5.991404109242092090e+04,1.003006412803617575e+00,4.821627873665799307e-04,0.000000000000000000e+00,2.524100584852433116e+01,1.193553906350413030e+00
5.991404121208351717e+04,1.002076644708097541e+00,4.820076860319201365e-04,0.000000000000000000e+00,2.523941085602440637e+01,1.186708659492081264e+00
5.991404133174612070e+04,1.003420853098818899e+00,4.821366251831417263e-04,0.000000000000000000e+00,2.522381770979986371e+01,1.185413111094336891e+00
5.991404145140871697e+04,1.002827899420210445e+00,4.820041126605237205e-04,0.000000000000000000e+00,2.523307308735691734e+01,1.191894217984333038e+00
5.991404157107131323e+04,1.002566619948840110e+00,4.820315085078964419e-04,0.000000000000000000e+00,2.523342394296493651e+01,1.178040742369899307e+00
5.991404169073391677e+04,1.002685628871111456e+00,4.819893937735812294e-04,0.000000000000000000e+00,2.523445209313408455e+01,1.177734107657276486e+00
5.991404181039651303e+04,1.003055462601010639e+00,4.820975307984592929e-04,0.000000000000000000e+00,2.522707563085646498e+01,1.188040384750718381e+00
5.991404193005910929e+04,1.002295060058122633e+00,4.819550638840940354e-04,0.000000000000000000e+00,2.522910396371063868e+01,1.185305647516720295e+00
5.991404204972170555e+04,1.002445607216017942e+00,4.820235535025258118e-04,0.000000000000000000e+00,2.524084817007417669e+01,1.187287441632935092e+00
5.991404216938430909e+04,1.002048678482585720e+00,4.819313264883890629e-04,0.000000000000000000e+00,2.522512077749439641e+01,1.173795406876567027e+00
5.991404228904690535e+04,1.003170986635367745e+00,4.821133982690649139e-04,0.000000000000000000e+00,2.522048400861263318e+01,1.186533854910944541e+00
5.991404240870950161e+04,1.002289745604053373e+00,4.819913931599577967e-04,0.000000000000000000e+00,2.522550521483222141e+01,1.178076762542163758e+00
5.991404252837210515e+04,1.001925923305806432e+00,4.819322198312381940e-04,0.000000000000000000e+00,2.522206671873012240e+01,1.191309982046753868e+00
5.991404264803470141e+04,1.002014526581026077e+00,4.819055471661719378e-04,0.000000000000000000e+00,2.523108585178697894e+01,1.184306328423998078e+00
5.991404276769730495e+04,1.002220222090164148e+00,4.820327421718309589e-04,0.000000000000000000e+00,2.522592848743460436e+01,1.179428631280119877e+00
5.991404288735990121e+04,1.002475228763289206e+00,4.820698371701368791e-04,0.000000000000000000e+00,2.523993241269669241e+01,1.185179705091204738e+00
5.991404300702250475e+04,1.001198801442499731e+00,4.817798836053970718e-04,0.000000000000000000e+00,2.523128780974395369e+01,1.179273261471286638e+00
5.991404312668510102e+04,1.001546331889747510e+00,4.818818523106026047e-04,0.000000000000000000e+00,2.522389324891357987e+01,1.179765851354671602e+00
5.991404324634769728e+04,1.001122046786188324e+00,4.818236574050034659e-04,0.000000000000000000e+00,2.522325063895374697e+01,1.177824276947404103e+00
5.991404336601030082e+04,1.002517831518040525e+00,4.820273395746005871e-04,0.000000000000000000e+00,2.523043923850626058e+01,1.188287998291236880e+00
5.991404348567289708e+04,1.000621268392911656e+00,4.816803396879247709e-04,0.000000000000000000e+00,2.523223411669308547e+01,1.184031083510570070e+00
5.991404360533550062e+04,1.001183816424468409e+00,4.818322079722735349e-04,0.000000000000000000e+00,2.522533183573648330e+01,1.179436328925920874e+00
5.991404372499809688e+04,1.002057303580173420e+00,4.819838635559438853e-04,0.000000000000000000e+00,2.524182032726884017e+01,1.183040755193452531e+00
5.991404384466070042e+04,1.001472452265965707e+00,4.818371851681471337e-04,0.000000000000000000e+00,2.523431816782516535e+01,1.186343668478396340e+00
5.991404396432329668e+04,1.002601294583586933e+00,4.820492052043359645e-04,0.000000000000000000e+00,2.522920041328443119e+01,1.173002715014651143e+00
