planet,transit,bjd_tdb_minus_2450000,agol2021_bjd_tdb_minus_2450000,difference_days,uncertainty_days
1.0,2766.0,11436.619627806042,11436.631753933441,-0.012247882276824384,0.0005761545464445848
1.0,2767.0,11438.13104471548,11438.142627660818,-0.011708615234056197,0.000568826158489226
1.0,2768.0,11439.64185364206,11439.653501388193,-0.011773765017096594,0.000569970660288623
1.0,2769.0,11441.152459489775,11441.164375115568,-0.012042722844853415,0.0005757483779181697
1.0,2770.0,11442.663145254544,11442.675248842945,-0.012225160333400709,0.0005780695923001579
1.0,2771.0,11444.173959610787,11444.186122570318,-0.012278890410925669,0.0005767219785631031
1.0,2772.0,11445.684952999778,11445.696996297695,-0.012155379028627067,0.0005701996137977792
1.0,2773.0,11447.1956396827,11447.20787002507,-0.012348632392786385,0.0005770199370072843
1.0,2774.0,11448.706389069319,11448.718743752444,-0.012477361644414486,0.0005829116533394101
1.0,2775.0,11450.217771013766,11450.229617479821,-0.011971387811172463,0.0005756499067110806
1.0,2776.0,11451.728590482897,11451.740491207196,-0.012025051283671928,0.0005761839935329379
1.0,2777.0,11453.23918942744,11453.251364934571,-0.012300065196541254,0.0005815186911056245
1.0,2778.0,11454.749838674197,11454.762238661948,-0.012519848239207931,0.000584721082737536
1.0,2779.0,11456.260651201643,11456.27311238932,-0.012575681817907025,0.0005836647189238278
1.0,2780.0,11457.771711534708,11457.783986116698,-0.012386161281028762,0.0005763596533893572
1.0,2781.0,11459.282413393768,11459.294859844073,-0.012564670265419409,0.0005830341124614981
1.0,2782.0,11460.793154742034,11460.805733571447,-0.012701950406153628,0.0005893210385180573
1.0,2783.0,11462.304491274024,11462.316607298824,-0.012239352224241884,0.000582141411941349
1.0,2784.0,11463.815313420004,11463.8274810262,-0.01228937516316364,0.000582112300983966
1.0,2785.0,11465.325910361043,11465.338354753574,-0.012565807352075353,0.000587010885300655
1.0,2786.0,11466.83653326412,11466.84922848095,-0.012812666560421349,0.0005909589411846642
1.0,2787.0,11468.347343170324,11468.360102208326,-0.012871458794506907,0.000590243810703956
1.0,2788.0,11469.858475087385,11469.8709759357,-0.012611815748641675,0.0005823954737027358
1.0,2789.0,11471.369190917725,11471.381849663077,-0.012776478960404347,0.0005888478022272858
1.0,2790.0,11472.879915895945,11472.89272339045,-0.012930379526551405,0.0005954217230519382
1.0,2791.0,11474.39120088472,11474.403597117827,-0.012517478194240539,0.0005884412196804615
1.0,2792.0,11475.902027714506,11475.914470845202,-0.012561799425384379,0.0005879261338025887
1.0,2793.0,11477.412624461633,11477.425344572577,-0.012837734007916879,0.0005923100432312668
1.0,2794.0,11478.923232637346,11478.936218299954,-0.013100348195621336,0.0005968939838900534
1.0,2795.0,11480.434040620767,11480.447092027329,-0.013161426163605938,0.0005965861300049283
1.0,2796.0,11481.945234850718,11481.957965754704,-0.012840966415751609,0.0005883722671670178
1.0,2797.0,11483.455964526262,11483.46883948208,-0.012991984531254275,0.0005945589500275691
1.0,2798.0,11484.966675998992,11484.979713209455,-0.013159411247215758,0.0006013414163302609
1.0,2799.0,11486.477902258532,11486.49058693683,-0.012803311485185986,0.0005946546974512917
1.0,2800.0,11487.988737023104,11488.001460664207,-0.012839020574574533,0.000593758971115904
1.0,2801.0,11489.499339598955,11489.51233439158,-0.013108388870023191,0.000597549756808256
1.0,2802.0,11491.009932117679,11491.023208118957,-0.013387537359449198,0.0006026265742482913
1.0,2803.0,11492.5207377541,11492.534081846332,-0.013451688093482517,0.000602811976645093
1.0,2804.0,11494.031994316567,11494.044955573707,-0.013070448069811391,0.0005944377362952397
1.0,2805.0,11495.542735447283,11495.555829301084,-0.013209854300839652,0.0006002657599759618
1.0,2806.0,11497.05343615586,11497.066703028459,-0.013388152186962543,0.0006071905946209399
1.0,2807.0,11498.564601808213,11498.577576755833,-0.013090921464026906,0.0006009727980847992
1.0,2808.0,11500.075436642051,11500.08845048321,-0.013125770002261561,0.0005997562536466447
1.0,2809.0,11501.586048898815,11501.599324210583,-0.013384938782110112,0.000602868956627442
1.0,2810.0,11503.096635989306,11503.11019793796,-0.01367044362359593,0.0006083560475836322
1.0,2811.0,11504.60743834233,11504.621071665335,-0.013738502332671487,0.0006090546627858333
1.0,2812.0,11506.11875432096,11506.13194539271,-0.013299576419740333,0.0006006970927487746
1.0,2813.0,11507.629509058206,11507.642819120087,-0.013425091797216737,0.0006061215599009705
1.0,2814.0,11509.140192093171,11509.153692847462,-0.013620787285617553,0.0006130745507666232
1.0,2815.0,11510.651291873593,11510.664566574836,-0.013388150287937606,0.0006075101694799944
1.0,2816.0,11512.162130053519,11512.175440302213,-0.013419020527180692,0.0006060753715927516
1.0,2817.0,11513.67275728565,11513.686314029588,-0.01366246391171444,0.0006083555783082539
1.0,2818.0,11515.183345640384,11515.197187756963,-0.013947831495897844,0.0006141766552911197
1.0,2819.0,11516.694148479968,11516.70806148434,-0.014016210464433243,0.0006154417852682015
1.0,2820.0,11518.205510767133,11518.218935211713,-0.013532294275137247,0.0006071973016630161
1.0,2821.0,11519.716274500679,11519.72980893909,-0.01364850640311488,0.0006121703542813763
1.0,2822.0,11521.226944123599,11521.240682666465,-0.01385729552293924,0.0006190949280627455
1.0,2823.0,11522.737976895201,11522.75155639384,-0.013690481321646075,0.0006143085846817355
1.0,2824.0,11524.248819030505,11524.262430121216,-0.013717004860154702,0.0006127264584595639
1.0,2825.0,11525.759472939106,11525.773303848591,-0.013933186906797346,0.0006140627390845719
1.0,2826.0,11527.2700611353,11527.284177575966,-0.014219605200196384,0.0006201365375071796
1.0,2827.0,11528.780859683824,11528.795051303343,-0.014293263042418403,0.0006219961873592144
1.0,2828.0,11530.292263622234,11530.305925030718,-0.013768864793746616,0.0006139721479943358
1.0,2829.0,11531.80303518098,11531.816798758093,-0.013876541003810416,0.0006184184404941652
