Wavelength,Flux (Jy),Error (Jy)
1.500882762622934,0.0006186631298406664,9.094978757509803e-05
1.5058879118416473,0.0006827900454292022,7.620443770312935e-05
1.5108930610603606,0.0007040933212426871,7.104559249043158e-05
1.5158982102790737,0.0006524164446615353,6.794727941952135e-05
1.5209033594977868,0.0006574469562633554,6.680774885028522e-05
1.5259085087165003,0.0006608535346294737,6.599150402361868e-05
1.5309136579352134,0.0006590026616087024,6.59944558397623e-05
1.5359188071539265,0.0006749957337652211,6.568404384166832e-05
1.5409239563726398,0.0006704500543319218,6.82083172957735e-05
1.545929105591353,0.0006758411956052338,7.235825048519819e-05
1.5509342548100662,0.0006657986462790876,7.276562495167872e-05
1.5559394040287795,0.0006576244837028475,7.354769939345669e-05
1.5609445532474926,0.0006409757720488742,7.269911434394552e-05
1.565949702466206,0.0006317369968343284,7.14820753442987e-05
1.5709548516849192,0.0006406642901675987,7.179095196942321e-05
1.5759600009036323,0.0007386689044801462,6.971976546223842e-05
1.5809651501223456,0.0006807534318255276,7.204707642278072e-05
1.5859702993410587,0.0007287027127251302,6.689376330283026e-05
1.590975448559772,0.0007419044234755502,6.333857701252445e-05
1.595980597778485,0.000951120159369249,6.240159083811074e-05
1.6009857469971984,0.0008910015849990553,5.7087375693431176e-05
1.6059908962159117,0.0008367475092897453,7.063936210189503e-05
1.6109960454346248,0.0008111503317032252,6.810971274554205e-05
1.6160011946533381,0.0008916559005635461,6.690370364294103e-05
1.6210063438720512,0.0009089195031258996,6.162809338678648e-05
1.6260114930907645,0.0009326023170240762,5.7769962620086576e-05
1.6310166423094776,0.0009404646382757051,5.7020705314711413e-05
1.636021791528191,0.0008103082610811821,6.00396115369022e-05
1.6410269407469043,0.0008468827271726211,6.392110393119145e-05
1.6460320899656173,0.0008871597532953045,5.836035639210857e-05
1.6510372391843307,0.0008922308124405832,5.559173969073081e-05
1.6560423884030437,0.0008826089317957036,5.487128027238263e-05
1.661047537621757,0.0008772842662142609,5.5966713171800944e-05
1.6660526868404704,0.0008347354225417895,7.294041948832338e-05
1.6710578360591835,0.0009024411474027305,7.009791298402595e-05
1.6760629852778968,0.0012216796083046755,7.42555325353343e-05
1.6810681344966099,0.0010505861901155432,6.844620440129107e-05
1.6860732837153232,0.0010477597260032934,9.006096484982599e-05
1.6910784329340363,0.001224373654644158,8.52146577996787e-05
1.6960835821527496,0.0015719454891518945,8.123992546463456e-05
1.7010887313714629,0.0014848302933483978,6.836158303904965e-05
1.706093880590176,0.0011824557699146969,7.763214004140444e-05
1.7110990298088893,0.0011855013589219465,7.496725414045242e-05
1.7161041790276024,0.0013035510972438532,7.20982525087326e-05
1.7211093282463157,0.0013115389796352305,6.219352273597135e-05
1.7261144774650288,0.001314086717201706,6.048990636171472e-05
1.731119626683742,0.0013333291990530822,6.000805354656468e-05
1.7361247759024554,0.0013368930142577736,5.865859474139486e-05
1.7411299251211685,0.0013234701075508627,5.828167322237144e-05
1.7461350743398818,0.0012857648083561479,6.448262791840181e-05
1.7511402235585949,0.0012531092049324134,6.568103597107041e-05
1.7561453727773082,0.0012429926165260254,6.412782520267016e-05
1.7611505219960213,0.001249718570921877,6.856796910643e-05
1.7661556712147346,0.0013432107880058917,6.63588648514527e-05
1.771160820433448,0.0013209723231177803,6.707574666578595e-05
1.776165969652161,0.0013005020007436784,6.842868011055592e-05
1.7811711188708743,0.0012528491296704056,6.881258521609713e-05
1.7861762680895874,0.0012634515958596072,6.966656312190195e-05
1.7911814173083007,0.0010934462134378734,6.981221844973152e-05
1.796186566527014,0.0010282748813270645,6.89572274294966e-05
1.8011917157457271,0.0010279768112619484,5.5123849250542245e-05
1.8061968649644404,0.0010880227002725755,5.481169564223277e-05
1.8112020141831535,0.0011553099181161408,5.801808899907126e-05
1.8162071634018668,0.0011428951654483736,7.711812740510982e-05
1.82121231262058,0.0012233225562292317,6.497464851933783e-05
1.8262174618392932,0.0012244349460085264,6.452547231260753e-05
1.8312226110580065,0.0011530066408930208,6.496985604477719e-05
1.8362277602767196,0.0011665643217541055,6.394930381046913e-05
1.841232909495433,0.001167044432680662,6.239823692052497e-05
1.846238058714146,0.0011622119503157228,5.955915257749045e-05
1.8512432079328593,0.001078958535506105,6.119875968938935e-05
1.8562483571515724,0.0012220088942654233,0.00010597510369438197
1.8612535063702857,0.0013255282337770913,0.00011752568149722445
1.866258655588999,0.0011874008487926027,9.678420703619644e-05
1.8712638048077121,0.0008954826607826166,7.447654952458836e-05
1.8762689540264255,0.0009931607111039373,7.594274079653489e-05
1.8812741032451386,0.0012206898284007213,6.281307686563356e-05
1.8862792524638519,0.001046094940063414,6.436222310398837e-05
1.8912844016825652,0.0009565637789136009,6.388157860042271e-05
