x_pixel,y_pixel,value,standard_deviation
65,36,0.00023866666666666654,
66,36,8.066666666666663e-05,
67,36,0.0001979999999999999,
68,36,0.00021466666666666658,
69,36,0.00016933333333333327,
70,36,0.0002619999999999999,
71,36,0.00021466666666666658,
72,36,5.93333333333333e-05,
73,36,0.00012999999999999993,
74,36,0.00013466666666666662,
75,36,6.133333333333331e-05,
76,36,1.1999999999999994e-05,
77,36,5.333333333333331e-05,
78,36,5.133333333333331e-05,
79,36,4.933333333333331e-05,
80,36,0.0,
81,36,0.0,
82,36,0.0,
83,36,0.0,
84,36,0.0,
85,36,0.0,
86,36,0.0,
87,36,0.0,
88,36,0.0,
89,36,0.0,
90,36,0.0,
91,36,0.0,
92,36,0.0,
93,36,0.0,
94,36,0.0,
95,36,0.0,
96,36,0.0,
97,36,0.0,
98,36,0.0,
99,36,0.0,
100,36,0.0,
101,36,0.0,
102,36,0.0,
103,36,0.0,
104,36,0.0,
105,36,0.0,
106,36,0.0,
107,36,0.0,
108,36,0.0,
109,36,0.0,
110,36,0.0,
111,36,0.0,
112,36,1.1999999999999994e-05,
113,36,1.0666666666666662e-05,
114,36,1.999999999999999e-06,
115,36,0.0,
116,36,1.799999999999999e-05,
117,36,4.666666666666665e-05,
118,36,2.6666666666666656e-05,
119,36,8.666666666666663e-06,
120,36,3.5333333333333316e-05,
121,36,1.999999999999999e-06,
122,36,4.3999999999999985e-05,
123,36,0.0,
124,36,2.6666666666666656e-06,
125,36,5.333333333333331e-06,
126,36,2.6666666666666656e-05,
127,36,6.666666666666664e-07,
0,37,0.0,
1,37,0.0,
2,37,0.0,
3,37,0.0,
4,37,0.0,
5,37,5.999999999999997e-05,
6,37,0.0,
7,37,0.0,
8,37,0.0,
9,37,3.333333333333332e-06,
10,37,3.933333333333331e-05,
11,37,4.7999999999999974e-05,
12,37,0.0,
13,37,0.0,
14,37,0.0,
15,37,0.0,
16,37,0.0,
17,37,0.0,
18,37,0.0,
19,37,0.0,
20,37,0.0,
21,37,0.0,
22,37,0.0,
23,37,2.799999999999999e-05,
24,37,1.799999999999999e-05,
25,37,4.266666666666665e-05,
26,37,1.5333333333333328e-05,
27,37,1.7333333333333325e-05,
28,37,0.0,
29,37,1.3333333333333328e-06,
30,37,6.666666666666664e-07,
31,37,0.0,
32,37,1.466666666666666e-05,
33,37,7.066666666666663e-05,
34,37,4.3999999999999985e-05,
35,37,2.1333333333333324e-05,
36,37,7.999999999999996e-06,
37,37,2.4666666666666655e-05,
38,37,8.399999999999997e-05,
39,37,8.666666666666663e-05,
40,37,6.066666666666664e-05,
41,37,0.00012199999999999994,
42,37,0.0001186666666666666,
43,37,5.333333333333331e-05,
44,37,3.266666666666665e-05,
45,37,8.799999999999997e-05,
46,37,0.0001186666666666666,
47,37,0.00016933333333333327,
48,37,0.0001579999999999999,
49,37,0.0001486666666666666,
50,37,3.599999999999998e-05,
51,37,3.0666666666666655e-05,
52,37,8.733333333333329e-05,
53,37,5.399999999999998e-05,
54,37,0.00017999999999999993,
55,37,0.00010666666666666663,
56,37,0.00013466666666666662,
57,37,0.00019466666666666656,
58,37,0.00018199999999999992,
59,37,0.00015999999999999993,
60,37,0.00021466666666666658,
61,37,0.00016199999999999993,
62,37,0.00015933333333333327,
63,37,0.00013266666666666662,
64,37,0.0002759999999999999,
65,37,0.0001866666666666666,
66,37,8.066666666666663e-05,
67,37,0.00023866666666666654,
68,37,0.00016666666666666658,
69,37,0.00011066666666666663,
70,37,0.00026866666666666657,
71,37,0.00024933333333333323,
72,37,0.00013399999999999995,
73,37,0.0002159999999999999,
74,37,6.93333333333333e-05,
75,37,8.53333333333333e-05,
76,37,0.0001579999999999999,
77,37,0.00010999999999999995,
78,37,8.93333333333333e-05,
79,37,5.333333333333331e-06,
80,37,0.0,
81,37,0.0,
82,37,0.0,
83,37,5.333333333333331e-06,
84,37,0.0,
85,37,0.0,
86,37,0.0,
87,37,0.0,
88,37,0.0,
89,37,0.0,
90,37,0.0,
91,37,0.0,
92,37,0.0,
93,37,0.0,
94,37,0.0,
95,37,0.0,
96,37,0.0,
97,37,0.0,
98,37,0.0,
99,37,0.0,
100,37,0.0,
101,37,0.0,
102,37,0.0,
103,37,0.0,
104,37,0.0,
105,37,0.0,
106,37,0.0,
107,37,0.0,
108,37,0.0,
109,37,0.0,
110,37,0.0,
111,37,0.0,
112,37,0.0,
113,37,0.0,
114,37,0.0,
115,37,0.0,
116,37,4.733333333333331e-05,
117,37,1.5333333333333328e-05,
118,37,1.3999999999999995e-05,
119,37,1.799999999999999e-05,
120,37,0.0,
121,37,0.0,
122,37,0.0,
123,37,0.0,
124,37,0.0,
125,37,6.666666666666664e-07,
126,37,0.0,
127,37,0.0,
0,38,0.0,
1,38,0.0,
2,38,0.0,
3,38,0.0,
4,38,0.0,
5,38,0.00010733333333333329,
6,38,4.3999999999999985e-05,
7,38,0.0,
8,38,0.0,
9,38,0.0,
10,38,3.1999999999999985e-05,
11,38,1.3999999999999995e-05,
12,38,4.666666666666665e-06,
13,38,0.0,
14,38,0.0,
15,38,0.0,
16,38,0.0,
17,38,0.0,
18,38,0.0,
19,38,0.0,
20,38,0.0,
21,38,0.0,
22,38,0.0,
23,38,0.0,
24,38,1.999999999999999e-06,
25,38,2.0666666666666656e-05,
26,38,4.266666666666665e-05,
27,38,3.799999999999998e-05,
28,38,0.0,
29,38,6.666666666666664e-06,
30,38,6.666666666666664e-06,
31,38,0.0,
32,38,6.666666666666664e-07,
33,38,3.1999999999999985e-05,
34,38,4.066666666666665e-05,
35,38,1.3999999999999995e-05,
36,38,5.999999999999997e-06,
37,38,3.133333333333332e-05,
38,38,9.33333333333333e-05,
39,38,7.399999999999997e-05,
40,38,4.866666666666664e-05,
41,38,7.53333333333333e-05,
42,38,8.333333333333329e-05,
43,38,7.33333333333333e-05,
44,38,7.466666666666663e-05,
45,38,0.0001266666666666666,
46,38,4.666666666666665e-05,
47,38,0.00012466666666666662,
48,38,0.00010466666666666662,
49,38,1.5999999999999992e-05,
50,38,6.399999999999997e-05,
51,38,0.00016399999999999992,
52,38,0.0001306666666666666,
53,38,0.0001466666666666666,
54,38,0.00019733333333333324,
55,38,0.00017999999999999993,
56,38,8.466666666666663e-05,
57,38,0.00013333333333333329,
58,38,0.00014599999999999994,
59,38,0.00015733333333333325,
60,38,0.00024266666666666656,
61,38,0.0003119999999999999,
62,38,0.0002519999999999999,
63,38,0.0002259999999999999,
64,38,0.00033133333333333317,
65,38,0.0002339999999999999,
66,38,0.00031333333333333316,
67,38,0.0003079999999999999,
68,38,0.0001526666666666666,
69,38,0.00024133333333333323,
70,38,0.00016733333333333324,
71,38,0.0002099999999999999,
72,38,0.00020466666666666658,
73,38,0.00026333333333333325,
74,38,8.799999999999997e-05,
75,38,8.666666666666663e-05,
76,38,9.13333333333333e-05,
77,38,4.1999999999999984e-05,
78,38,4.933333333333331e-05,
79,38,0.0,
80,38,0.0,
81,38,0.0,
82,38,0.0,
83,38,3.599999999999998e-05,
84,38,0.0,
85,38,0.0,
86,38,0.0,
87,38,0.0,
88,38,0.0,
89,38,0.0,
90,38,0.0,
91,38,0.0,
92,38,0.0,
93,38,0.0,
94,38,0.0,
95,38,0.0,
96,38,0.0,
97,38,0.0,
98,38,0.0,
99,38,0.0,
100,38,0.0,
101,38,0.0,
102,38,0.0,
103,38,0.0,
104,38,0.0,
105,38,0.0,
106,38,0.0,
107,38,0.0,
108,38,0.0,
109,38,0.0,
110,38,0.0,
111,38,0.0,
112,38,0.0,
113,38,0.0,
114,38,5.333333333333331e-06,
115,38,1.3333333333333328e-06,
116,38,2.1999999999999993e-05,
117,38,2.533333333333332e-05,
118,38,2.1999999999999993e-05,
119,38,1.1999999999999994e-05,
120,38,0.0,
121,38,0.0,
122,38,0.0,
123,38,0.0,
124,38,0.0,
125,38,0.0,
126,38,0.0,
127,38,0.0,
0,39,0.0,
1,39,0.0,
2,39,0.0,
3,39,0.0,
4,39,0.0,
5,39,0.0,
6,39,0.0,
7,39,0.0,
8,39,0.0,
9,39,0.0,
10,39,3.999999999999998e-06,
11,39,3.999999999999998e-06,
12,39,0.0,
13,39,3.999999999999998e-06,
14,39,0.0,
15,39,3.5333333333333316e-05,
16,39,0.0,
17,39,0.0,
18,39,0.0,
19,39,0.0,
20,39,0.0,
21,39,0.0,
22,39,0.0,
23,39,0.0,
24,39,0.0,
25,39,1.266666666666666e-05,
26,39,4.266666666666665e-05,
27,39,3.999999999999998e-05,
28,39,0.0,
29,39,7.999999999999997e-05,
30,39,1.666666666666666e-05,
31,39,0.0,
32,39,3.333333333333332e-06,
33,39,7.33333333333333e-05,
34,39,5.5333333333333314e-05,
35,39,6.666666666666664e-05,
36,39,1.266666666666666e-05,
37,39,2.1333333333333324e-05,
38,39,0.00014533333333333328,
39,39,0.00014799999999999994,
40,39,4.3333333333333314e-05,
41,39,8.333333333333329e-05,
42,39,5.73333333333333e-05,
43,39,0.00010599999999999995,
44,39,0.00011399999999999995,
45,39,0.00017999999999999993,
46,39,0.00010199999999999994,
47,39,7.933333333333329e-05,
48,39,0.00023533333333333322,
49,39,5.5333333333333314e-05,
50,39,0.0001726666666666666,
51,39,0.00015533333333333328,
52,39,0.00011066666666666663,
53,39,0.0002773333333333332,
54,39,0.00021399999999999992,
55,39,0.0001606666666666666,
56,39,0.0001286666666666666,
57,39,0.00021333333333333325,
58,39,0.00025266666666666656,
59,39,0.0001879999999999999,
60,39,0.00020733333333333324,
61,39,0.0003413333333333332,
62,39,0.0003539999999999999,
63,39,0.0003306666666666665,
64,39,0.0003193333333333332,
65,39,0.00033866666666666653,
66,39,0.00046333333333333307,
67,39,0.00037533333333333315,
68,39,0.00022733333333333324,
69,39,0.00025866666666666654,
70,39,0.0001766666666666666,
71,39,0.00020066666666666657,
72,39,0.00033199999999999983,
73,39,0.00033999999999999986,
74,39,9.799999999999996e-05,
75,39,0.00016533333333333325,
76,39,0.00010466666666666662,
77,39,9.799999999999996e-05,
78,39,3.933333333333331e-05,
79,39,8.666666666666663e-06,
80,39,1.466666666666666e-05,
81,39,0.0,
82,39,1.1999999999999994e-05,
83,39,1.7333333333333325e-05,
84,39,0.0,
85,39,0.0,
86,39,0.0,
87,39,0.0,
88,39,0.0,
89,39,0.0,
90,39,0.0,
91,39,0.0,
92,39,0.0,
93,39,0.0,
94,39,0.0,
95,39,0.0,
96,39,0.0,
97,39,0.0,
98,39,0.0,
99,39,0.0,
100,39,0.0,
101,39,0.0,
102,39,0.0,
103,39,0.0,
104,39,0.0,
105,39,0.0,
106,39,0.0,
107,39,0.0,
108,39,0.0,
109,39,0.0,
110,39,0.0,
111,39,0.0,
112,39,0.0,
113,39,0.0,
114,39,3.333333333333332e-06,
115,39,3.399999999999998e-05,
116,39,1.3333333333333328e-05,
117,39,5.133333333333331e-05,
118,39,1.999999999999999e-06,
119,39,0.0,
120,39,0.0,
121,39,0.0,
122,39,0.0,
123,39,0.0,
124,39,0.0,
125,39,0.0,
126,39,0.0,
127,39,0.0,
0,40,0.0,
1,40,0.0,
2,40,0.0,
3,40,0.0,
4,40,0.0,
5,40,3.333333333333332e-06,
6,40,0.0,
7,40,0.0,
8,40,0.0,
9,40,0.0,
10,40,0.0,
11,40,0.0,
12,40,6.666666666666664e-06,
13,40,1.5999999999999992e-05,
14,40,1.3999999999999995e-05,
15,40,0.00016199999999999993,
16,40,0.0,
17,40,0.0,
18,40,0.0,
19,40,0.0,
20,40,0.0,
21,40,0.0,
22,40,0.0,
23,40,0.0,
24,40,0.0,
25,40,3.999999999999998e-06,
26,40,4.3999999999999985e-05,
27,40,2.3333333333333326e-05,
28,40,1.5333333333333328e-05,
29,40,7.53333333333333e-05,
30,40,7.13333333333333e-05,
31,40,0.0,
32,40,6.666666666666664e-06,
33,40,8.13333333333333e-05,
34,40,8.066666666666663e-05,
35,40,2.9999999999999984e-05,
36,40,2.799999999999999e-05,
37,40,3.133333333333332e-05,
38,40,4.133333333333331e-05,
39,40,3.1999999999999985e-05,
40,40,1.999999999999999e-05,
41,40,5.999999999999997e-05,
42,40,9.799999999999996e-05,
43,40,0.00011599999999999993,
44,40,0.0001386666666666666,
45,40,0.00022466666666666658,
46,40,0.00017466666666666658,
47,40,0.0003266666666666665,
48,40,0.0001979999999999999,
49,40,9.13333333333333e-05,
50,40,0.0002646666666666666,
51,40,0.00022199999999999992,
52,40,0.00018199999999999992,
53,40,0.0001899999999999999,
54,40,0.00034933333333333317,
55,40,0.0002726666666666665,
56,40,0.00015399999999999995,
57,40,0.0002659999999999999,
58,40,0.00030066666666666653,
59,40,0.0002893333333333332,
60,40,0.0003213333333333332,
61,40,0.0004166666666666665,
62,40,0.0003099999999999999,
63,40,0.0003406666666666665,
64,40,0.0003939999999999998,
65,40,0.00035599999999999987,
66,40,0.00037466666666666654,
67,40,0.0003606666666666665,
68,40,0.0003653333333333332,
69,40,0.0002646666666666666,
70,40,0.0002199999999999999,
71,40,0.00021399999999999992,
72,40,0.0003506666666666665,
73,40,0.00027466666666666655,
74,40,0.0001686666666666666,
75,40,0.00011533333333333327,
76,40,0.00010866666666666662,
77,40,0.0001146666666666666,
78,40,3.5333333333333316e-05,
79,40,6.666666666666664e-07,
80,40,1.7333333333333325e-05,
81,40,0.0,
82,40,1.1999999999999994e-05,
83,40,1.5333333333333328e-05,
84,40,0.0,
85,40,5.999999999999997e-06,
86,40,0.0,
87,40,0.0,
88,40,0.0,
89,40,0.0,
90,40,0.0,
91,40,0.0,
92,40,5.333333333333331e-06,
93,40,0.0,
94,40,0.0,
95,40,0.0,
96,40,0.0,
97,40,0.0,
98,40,0.0,
99,40,0.0,
100,40,0.0,
101,40,0.0,
102,40,0.0,
103,40,0.0,
104,40,0.0,
105,40,0.0,
106,40,0.0,
107,40,0.0,
108,40,0.0,
109,40,0.0,
110,40,0.0,
111,40,0.0,
112,40,0.0,
113,40,0.0,
114,40,1.3333333333333328e-05,
115,40,6.666666666666664e-06,
116,40,3.1999999999999985e-05,
117,40,6.866666666666664e-05,
118,40,7.999999999999996e-06,
119,40,0.0,
120,40,0.0,
121,40,0.0,
122,40,0.0,
123,40,0.0,
124,40,0.0,
125,40,0.0,
126,40,0.0,
127,40,0.0,
0,41,0.0,
1,41,0.0,
2,41,0.0,
3,41,0.0,
4,41,0.0,
5,41,2.1999999999999993e-05,
6,41,0.0,
7,41,0.0,
8,41,2.866666666666665e-05,
9,41,0.0,
10,41,0.0,
11,41,0.0,
12,41,1.999999999999999e-06,
13,41,2.6666666666666656e-06,
14,41,1.3333333333333328e-06,
15,41,5.6666666666666644e-05,
16,41,0.0,
17,41,0.0,
18,41,0.0,
19,41,0.0,
20,41,0.0,
21,41,0.0,
22,41,0.0,
23,41,0.0,
24,41,0.0,
25,41,0.0,
26,41,2.866666666666665e-05,
27,41,1.1999999999999994e-05,
28,41,1.266666666666666e-05,
29,41,2.0666666666666656e-05,
30,41,1.999999999999999e-06,
31,41,0.0,
32,41,0.0,
33,41,7.199999999999996e-05,
34,41,0.00010599999999999995,
35,41,4.7999999999999974e-05,
36,41,3.999999999999998e-05,
37,41,4.1999999999999984e-05,
38,41,2.3999999999999987e-05,
39,41,3.133333333333332e-05,
40,41,4.3999999999999985e-05,
41,41,9.733333333333328e-05,
42,41,0.00012399999999999995,
43,41,0.00010799999999999996,
44,41,0.00014333333333333326,
45,41,0.00020466666666666658,
46,41,0.00020933333333333324,
47,41,0.00021933333333333323,
48,41,0.0003433333333333332,
49,41,9.999999999999995e-05,
50,41,0.00023799999999999988,
51,41,0.00031533333333333316,
52,41,0.00031999999999999986,
53,41,0.0001866666666666666,
54,41,0.00022199999999999992,
55,41,0.00033666666666666654,
56,41,0.0002339999999999999,
57,41,0.0002499999999999999,
58,41,0.0003253333333333332,
59,41,0.00025666666666666654,
60,41,0.0003506666666666665,
61,41,0.00020333333333333323,
62,41,0.0003573333333333332,
63,41,0.0003666666666666665,
64,41,0.00033133333333333317,
65,41,0.0003693333333333332,
66,41,0.0003893333333333331,
67,41,0.0003046666666666665,
68,41,0.0003893333333333331,
69,41,0.00019333333333333323,
70,41,0.0002019999999999999,
71,41,0.0002459999999999999,
72,41,0.0003413333333333332,
73,41,0.0001766666666666666,
74,41,0.0002579999999999999,
75,41,0.0002199999999999999,
76,41,0.00010399999999999995,
77,41,0.00011666666666666661,
78,41,0.00013599999999999992,
79,41,7.399999999999997e-05,
80,41,5.399999999999998e-05,
81,41,0.0,
82,41,1.1999999999999994e-05,
83,41,1.3333333333333328e-05,
84,41,2.4666666666666655e-05,
85,41,2.4666666666666655e-05,
86,41,0.0,
87,41,0.0,
88,41,0.0,
89,41,0.0,
90,41,0.0,
91,41,0.0,
92,41,1.0666666666666662e-05,
93,41,0.0,
94,41,0.0,
95,41,0.0,
96,41,0.0,
97,41,0.0,
98,41,0.0,
99,41,0.0,
100,41,0.0,
101,41,0.0,
102,41,0.0,
103,41,0.0,
104,41,0.0,
105,41,0.0,
106,41,0.0,
107,41,0.0,
108,41,0.0,
109,41,0.0,
110,41,0.0,
111,41,0.0,
112,41,0.0,
113,41,0.0,
114,41,3.933333333333331e-05,
115,41,5.333333333333331e-06,
116,41,2.5999999999999988e-05,
117,41,5.066666666666664e-05,
118,41,9.999999999999996e-06,
119,41,0.0,
120,41,0.0,
121,41,0.0,
122,41,0.0,
123,41,0.0,
124,41,0.0,
125,41,0.0,
126,41,0.0,
127,41,0.0,
0,42,0.0,
1,42,0.0,
2,42,0.0,
3,42,0.0,
4,42,0.0,
5,42,2.866666666666665e-05,
6,42,2.6666666666666656e-06,
7,42,7.33333333333333e-06,
8,42,6.666666666666664e-06,
9,42,1.466666666666666e-05,
10,42,0.0,
11,42,0.0,
12,42,0.0,
13,42,5.999999999999997e-06,
14,42,7.33333333333333e-06,
15,42,9.33333333333333e-06,
16,42,0.0,
17,42,0.0,
18,42,0.0,
19,42,0.0,
20,42,0.0,
21,42,0.0,
22,42,0.0,
23,42,0.0,
24,42,0.0,
25,42,0.0,
26,42,2.6666666666666656e-06,
27,42,0.0,
28,42,0.0,
29,42,2.3999999999999987e-05,
30,42,1.3333333333333328e-06,
31,42,0.0,
32,42,0.0,
33,42,3.333333333333332e-05,
34,42,0.00012733333333333328,
35,42,5.466666666666664e-05,
36,42,5.133333333333331e-05,
37,42,5.5333333333333314e-05,
38,42,4.599999999999998e-05,
39,42,0.0,
40,42,2.5999999999999988e-05,
41,42,0.00014533333333333328,
42,42,0.0002626666666666666,
43,42,0.0001706666666666666,
44,42,0.00014933333333333327,
45,42,0.0002039999999999999,
46,42,0.00012199999999999994,
47,42,0.00016533333333333325,
48,42,0.0002553333333333332,
49,42,0.00033799999999999987,
50,42,0.00015666666666666658,
51,42,0.00023666666666666655,
52,42,0.0002919999999999999,
53,42,0.00029866666666666654,
54,42,0.00034599999999999985,
55,42,0.0003473333333333332,
56,42,0.0002553333333333332,
57,42,0.00039333333333333315,
58,42,0.0005066666666666664,
59,42,0.00044599999999999984,
60,42,0.00037266666666666655,
61,42,0.0002293333333333332,
62,42,0.0004159999999999998,
63,42,0.00044599999999999984,
64,42,0.00042133333333333313,
65,42,0.0003719999999999999,
66,42,0.0003466666666666665,
67,42,0.00025266666666666656,
68,42,0.0004079999999999998,
69,42,0.00031533333333333316,
70,42,0.00031333333333333316,
71,42,0.0002759999999999999,
72,42,0.0003179999999999998,
73,42,0.0002619999999999999,
74,42,0.0002733333333333332,
75,42,8.666666666666663e-05,
76,42,9.999999999999995e-05,
77,42,0.00012599999999999995,
78,42,8.266666666666663e-05,
79,42,5.1999999999999976e-05,
80,42,7.199999999999996e-05,
81,42,2.1999999999999993e-05,
82,42,2.3333333333333326e-05,
83,42,1.466666666666666e-05,
84,42,1.999999999999999e-06,
85,42,2.866666666666665e-05,
86,42,0.0,
87,42,0.0,
88,42,0.0,
89,42,0.0,
90,42,0.0,
91,42,0.0,
92,42,0.0,
93,42,0.0,
94,42,0.0,
95,42,0.0,
96,42,0.0,
97,42,0.0,
98,42,0.0,
99,42,0.0,
100,42,0.0,
101,42,0.0,
102,42,0.0,
103,42,0.0,
104,42,0.0,
105,42,0.0,
106,42,0.0,
107,42,0.0,
108,42,0.0,
109,42,0.0,
110,42,0.0,
111,42,0.0,
112,42,0.0,
113,42,0.0,
114,42,4.666666666666665e-06,
115,42,0.0,
116,42,1.1333333333333329e-05,
117,42,4.066666666666665e-05,
118,42,1.799999999999999e-05,
119,42,0.0,
120,42,0.0,
121,42,0.0,
122,42,0.0,
123,42,0.0,
124,42,0.0,
125,42,0.0,
126,42,0.0,
127,42,0.0,
0,43,0.0,
1,43,0.0,
2,43,0.0,
3,43,0.0,
4,43,0.0,
5,43,4.1999999999999984e-05,
6,43,1.799999999999999e-05,
7,43,1.3333333333333328e-05,
8,43,1.999999999999999e-06,
9,43,2.6666666666666656e-06,
10,43,0.0,
11,43,0.0,
12,43,0.0,
13,43,0.0,
14,43,8.666666666666663e-06,
15,43,1.3333333333333328e-06,
16,43,0.0,
17,43,0.0,
18,43,0.0,
19,43,0.0,
20,43,0.0,
21,43,0.0,
22,43,0.0,
23,43,0.0,
24,43,0.0,
25,43,0.0,
26,43,6.666666666666664e-07,
27,43,1.9333333333333327e-05,
28,43,0.0,
29,43,0.0,
30,43,0.0,
31,43,0.0,
32,43,0.0,
33,43,4.666666666666665e-05,
34,43,9.199999999999996e-05,
35,43,6.33333333333333e-05,
36,43,2.533333333333332e-05,
37,43,6.866666666666664e-05,
38,43,3.333333333333332e-05,
39,43,2.533333333333332e-05,
40,43,8.93333333333333e-05,
41,43,6.666666666666664e-06,
42,43,0.0001466666666666666,
43,43,0.0001526666666666666,
44,43,0.00012599999999999995,
45,43,0.0001686666666666666,
46,43,0.0001386666666666666,
47,43,0.00020333333333333323,
48,43,0.00027133333333333317,
49,43,0.0005259999999999998,
50,43,0.00036799999999999984,
51,43,0.0004119999999999998,
52,43,0.00032199999999999986,
53,43,0.0003653333333333332,
54,43,0.0003426666666666665,
55,43,0.00027066666666666656,
56,43,0.00041533333333333315,
57,43,0.00031533333333333316,
58,43,0.0005319999999999998,
59,43,0.00048466666666666645,
60,43,0.00042266666666666646,
61,43,0.00047066666666666643,
62,43,0.0002813333333333332,
63,43,0.00038066666666666647,
64,43,0.00042933333333333316,
65,43,0.00045999999999999974,
66,43,0.0003759999999999998,
67,43,0.0002753333333333332,
68,43,0.0002159999999999999,
69,43,0.00042733333333333317,
70,43,0.0004039999999999998,
71,43,0.0002553333333333332,
72,43,0.00029066666666666656,
73,43,0.00024866666666666657,
74,43,0.00019266666666666656,
75,43,0.0001626666666666666,
76,43,0.00012399999999999995,
77,43,0.0001626666666666666,
78,43,8.199999999999996e-05,
79,43,4.599999999999998e-05,
80,43,0.00010666666666666663,
81,43,3.599999999999998e-05,
82,43,4.9999999999999975e-05,
83,43,1.1333333333333329e-05,
84,43,2.1333333333333324e-05,
85,43,1.3999999999999995e-05,
86,43,6.666666666666664e-07,
87,43,3.0666666666666655e-05,
88,43,2.6666666666666656e-06,
89,43,0.0,
90,43,0.0,
91,43,0.0,
92,43,3.5333333333333316e-05,
93,43,0.0,
94,43,0.0,
95,43,0.0,
96,43,0.0,
97,43,3.5333333333333316e-05,
98,43,0.0,
99,43,0.0,
100,43,0.0,
101,43,0.0,
102,43,0.0,
103,43,0.0,
104,43,0.0,
105,43,0.0,
106,43,0.0,
107,43,0.0,
108,43,0.0,
109,43,0.0,
110,43,0.0,
111,43,0.0,
112,43,0.0,
113,43,0.0,
114,43,0.0,
115,43,0.0,
116,43,0.0,
117,43,3.333333333333332e-06,
118,43,2.6666666666666656e-06,
119,43,0.0,
120,43,0.0,
121,43,0.0,
122,43,0.0,
123,43,0.0,
124,43,0.0,
125,43,0.0,
126,43,0.0,
127,43,0.0,
0,44,0.0,
1,44,0.0,
2,44,0.0,
3,44,0.0,
4,44,0.0,
5,44,0.0,
6,44,0.0,
7,44,0.0,
8,44,6.666666666666664e-06,
9,44,6.666666666666664e-06,
10,44,0.0,
11,44,0.0,
12,44,0.0,
13,44,0.0,
14,44,0.0,
15,44,0.0,
16,44,0.0,
17,44,0.0,
18,44,0.0,
19,44,0.0,
20,44,0.0,
21,44,0.0,
22,44,0.0,
23,44,0.0,
24,44,0.0,
25,44,0.0,
26,44,2.6666666666666656e-06,
27,44,3.933333333333331e-05,
28,44,0.0,
29,44,0.0,
30,44,0.0,
31,44,0.0,
32,44,0.0,
33,44,0.0,
34,44,4.066666666666665e-05,
35,44,3.866666666666665e-05,
36,44,2.733333333333332e-05,
37,44,9.066666666666663e-05,
38,44,2.799999999999999e-05,
39,44,2.0666666666666656e-05,
40,44,8.866666666666664e-05,
41,44,4.133333333333331e-05,
42,44,9.466666666666662e-05,
43,44,0.00015199999999999993,
44,44,0.00017533333333333325,
45,44,0.00024266666666666656,
46,44,0.0001546666666666666,
47,44,0.0001959999999999999,
48,44,0.00024933333333333323,
49,44,0.0002619999999999999,
50,44,0.00039733333333333314,
51,44,0.00039333333333333315,
52,44,0.0003873333333333331,
53,44,0.0003733333333333332,
54,44,0.0004466666666666665,
55,44,0.0004753333333333331,
56,44,0.0005386666666666665,
57,44,0.00035799999999999987,
58,44,0.0004806666666666664,
59,44,0.0004566666666666665,
60,44,0.0004713333333333331,
61,44,0.0004746666666666664,
62,44,0.0004466666666666665,
63,44,0.0003646666666666665,
64,44,0.0004199999999999998,
65,44,0.0004366666666666665,
66,44,0.0003139999999999998,
67,44,0.0003286666666666665,
68,44,0.0004566666666666665,
69,44,0.0003339999999999998,
70,44,0.00032399999999999985,
71,44,0.0003326666666666665,
72,44,0.0002739999999999999,
73,44,0.00024866666666666657,
74,44,0.00013999999999999993,
75,44,0.00018533333333333328,
76,44,0.0002679999999999999,
77,44,0.0002733333333333332,
78,44,0.00011799999999999994,
79,44,0.00010866666666666662,
80,44,0.00020933333333333324,
81,44,0.00017999999999999993,
82,44,0.00010399999999999995,
83,44,3.799999999999998e-05,
84,44,2.799999999999999e-05,
85,44,1.3999999999999995e-05,
86,44,1.466666666666666e-05,
87,44,1.866666666666666e-05,
88,44,1.999999999999999e-06,
89,44,0.0,
90,44,0.0,
91,44,0.0,
92,44,5.999999999999997e-06,
93,44,8.666666666666663e-06,
94,44,1.7333333333333325e-05,
95,44,1.666666666666666e-05,
96,44,8.666666666666663e-06,
97,44,5.333333333333331e-06,
98,44,0.0,
99,44,0.0,
100,44,0.0,
101,44,0.0,
102,44,0.0,
103,44,0.0,
104,44,0.0,
105,44,0.0,
106,44,0.0,
107,44,0.0,
108,44,0.0,
109,44,0.0,
110,44,0.0,
111,44,0.0,
112,44,0.0,
113,44,0.0,
114,44,0.0,
115,44,0.0,
116,44,0.0,
117,44,0.0,
118,44,0.0,
119,44,0.0,
120,44,0.0,
121,44,0.0,
122,44,0.0,
123,44,0.0,
124,44,0.0,
125,44,0.0,
126,44,0.0,
127,44,0.0,
0,45,0.0,
1,45,0.0,
2,45,0.0,
3,45,0.0,
4,45,0.0,
5,45,0.0,
6,45,0.0,
7,45,0.0,
8,45,0.0,
9,45,0.0,
10,45,0.0,
11,45,0.0,
12,45,0.0,
13,45,0.0,
14,45,0.0,
15,45,0.0,
16,45,0.0,
17,45,0.0,
18,45,0.0,
19,45,0.0,
20,45,3.333333333333332e-06,
21,45,0.0,
22,45,0.0,
23,45,0.0,
24,45,0.0,
25,45,0.0,
26,45,1.999999999999999e-06,
27,45,9.999999999999996e-06,
28,45,0.0,
29,45,0.0,
30,45,0.0,
31,45,0.0,
32,45,0.0,
33,45,0.0,
34,45,3.333333333333332e-05,
35,45,5.1999999999999976e-05,
36,45,8.666666666666663e-06,
37,45,6.466666666666663e-05,
38,45,3.0666666666666655e-05,
39,45,2.866666666666665e-05,
