asteroid_number,prov_desig,comet_desig,mpc_packed_name,absolute_mag,slope_param,mean_jd,n_w1,n_w2,n_w3,n_w4,fit_code,diameter,diameter_err,v_albedo,v_albedo_err,ir_albedo,ir_albedo_err,beaming_param,beaming_param_err,stacked_flag,reference,notes,reference2,type,cntr
2440,,,02440,13.1000,0.1500,2455227.1115360,13,13,14,14,DVBI,6.5860,0.1280,0.2470,0.0390,0.4070,0.0460,0.7800,0.0260,,Mas14,,MASIEROETAL2014,mainbelt,4969
2440,,,02440,13.0000,0.1500,2456862.7179814,14,14,0,0,DV--,6.1000,1.2250,0.2770,0.0930,0.4160,0.1850,0.9500,0.2000,,Nug15,,NUGENTETAL2015,mainbelt or mars crossers,157330
2440,,,02440,13.1000,0.1500,2457036.7971463,9,9,0,0,DV--,6.6680,1.2390,0.2300,0.1250,0.3450,0.2090,0.9500,0.2000,,Nug16,,NUGENTETAL2016,mainbelt or mars crossers,166271
