asteroid_number,prov_desig,comet_desig,mpc_packed_name,absolute_mag,slope_param,mean_jd,n_w1,n_w2,n_w3,n_w4,fit_code,diameter,diameter_err,v_albedo,v_albedo_err,ir_albedo,ir_albedo_err,beaming_param,beaming_param_err,stacked_flag,reference,notes,reference2,type,cntr
6000,,,06000,12.1000,0.1500,2455330.4231550,13,0,14,14,DVBI,11.0000,0.2950,0.2110,0.0340,0.3770,0.0610,1.0430,0.0480,,Mas11,,MASIEROETAL2011,mainbelt,7719
