time,flux,error,mask,visit1,visit2,visit3,visit4,visit5,visit6,visit7,visit8,visit9
60271.77618190,1.000368463,8.824111e-4,0,0,0,0,0,0,0,0,0,0
60271.77664255,1.001222051,8.821196e-4,0,0,0,0,0,0,0,0,0,0
60271.77710319,1.000677116,8.819467e-4,0,0,0,0,0,0,0,0,0,0
60271.77756384,1.001192646,8.821756e-4,0,0,0,0,0,0,0,0,0,0
60271.77802449,1.000006085,8.819737e-4,0,0,0,0,0,0,0,0,0,0
60271.77848514,1.001349650,8.820479e-4,0,0,0,0,0,0,0,0,0,0
60271.77894578,0.999312472,8.824331e-4,0,0,0,0,0,0,0,0,0,0
60271.77940643,0.999094982,8.821562e-4,0,0,0,0,0,0,0,0,0,0
60271.77986708,1.000328531,8.821514e-4,0,0,0,0,0,0,0,0,0,0
60271.78032772,1.000763720,8.819609e-4,0,0,0,0,0,0,0,0,0,0
60271.78078837,1.000152879,8.819883e-4,0,0,0,0,0,0,0,0,0,0
60271.78124902,1.000929822,8.824715e-4,0,0,0,0,0,0,0,0,0,0
60271.78170967,0.999771707,8.823071e-4,0,0,0,0,0,0,0,0,0,0
60271.78217031,0.999308926,8.821159e-4,0,0,0,0,0,0,0,0,0,0
60271.78263096,0.999831369,8.833554e-4,0,0,0,0,0,0,0,0,0,0
60271.78309161,1.000118813,8.821649e-4,0,0,0,0,0,0,0,0,0,0
60271.78355225,1.001572249,8.822884e-4,0,0,0,0,0,0,0,0,0,0
60271.78401290,1.001335426,8.825307e-4,0,0,0,0,0,0,0,0,0,0
60271.78447355,1.001788328,8.819923e-4,0,0,0,0,0,0,0,0,0,0
60271.78493419,1.000696465,8.823523e-4,0,0,0,0,0,0,0,0,0,0
60271.78539484,1.000874410,8.826381e-4,0,0,0,0,0,0,0,0,0,0
60271.78585549,0.999868386,8.821858e-4,0,0,0,0,0,0,0,0,0,0
60271.78631614,0.998990504,8.819224e-4,0,0,0,0,0,0,0,0,0,0
60271.78677678,1.000670065,8.821308e-4,0,0,0,0,0,0,0,0,0,0
60271.78723743,0.999576673,8.820244e-4,0,0,0,0,0,0,0,0,0,0
60271.78769808,1.001887558,8.818938e-4,0,0,0,0,0,0,0,0,0,0
60271.78815872,1.000354062,8.821418e-4,0,0,0,0,0,0,0,0,0,0
60271.78861937,1.001981047,8.822787e-4,0,0,0,0,0,0,0,0,0,0
60271.78908002,1.001110527,8.823503e-4,0,0,0,0,0,0,0,0,0,0
60271.78954067,0.999512977,8.820169e-4,0,0,0,0,0,0,0,0,0,0
60271.79000131,1.001062187,8.820591e-4,0,0,0,0,0,0,0,0,0,0
60271.79046196,1.002458298,8.822657e-4,0,0,0,0,0,0,0,0,0,0
60271.79092261,0.999823352,8.817684e-4,0,0,0,0,0,0,0,0,0,0
60271.79138325,1.002142726,8.816964e-4,0,0,0,0,0,0,0,0,0,0
60271.79184390,1.000173548,8.820358e-4,0,0,0,0,0,0,0,0,0,0
60271.79230455,1.000542455,8.820949e-4,0,0,0,0,0,0,0,0,0,0
60271.79276519,0.998900544,8.823125e-4,0,0,0,0,0,0,0,0,0,0
60271.79322584,1.000688841,8.821496e-4,0,0,0,0,0,0,0,0,0,0
60271.79368649,1.000225566,8.820486e-4,0,0,0,0,0,0,0,0,0,0
60271.79414714,1.002327147,8.823090e-4,0,0,0,0,0,0,0,0,0,0
60271.79460778,1.001759585,8.822969e-4,0,0,0,0,0,0,0,0,0,0
60271.79506843,1.000501646,8.821431e-4,0,0,0,0,0,0,0,0,0,0
60271.79552908,1.002513111,8.821354e-4,0,0,0,0,0,0,0,0,0,0
60271.79598972,1.000420944,8.821470e-4,0,0,0,0,0,0,0,0,0,0
60271.79645037,1.001148076,8.823747e-4,0,0,0,0,0,0,0,0,0,0
60271.79691102,1.001424342,8.819888e-4,0,0,0,0,0,0,0,0,0,0
60271.79737167,1.001026040,8.823293e-4,0,0,0,0,0,0,0,0,0,0
60271.79783231,1.001140643,8.820527e-4,0,0,0,0,0,0,0,0,0,0
60271.79829296,1.003148487,8.824046e-4,0,0,0,0,0,0,0,0,0,0
60271.79875361,1.000643345,8.822214e-4,0,0,0,0,0,0,0,0,0,0
60271.79921425,0.999419510,8.824964e-4,0,0,0,0,0,0,0,0,0,0
60271.79967490,1.001671397,8.822994e-4,0,0,0,0,0,0,0,0,0,0
60271.80013555,1.000905691,8.822190e-4,0,0,0,0,0,0,0,0,0,0
60271.80059620,0.999148185,8.821355e-4,0,0,0,0,0,0,0,0,0,0
60271.80105684,1.000491798,8.826170e-4,0,0,0,0,0,0,0,0,0,0
60271.80151749,1.000028505,8.820477e-4,0,0,0,0,0,0,0,0,0,0
60271.80197814,1.001727356,8.825725e-4,0,0,0,0,0,0,0,0,0,0
60271.80243878,1.000659988,8.822764e-4,0,0,0,0,0,0,0,0,0,0
60271.80289943,1.001167375,8.822941e-4,0,0,0,0,0,0,0,0,0,0
60271.80336008,1.000329384,8.824793e-4,0,0,0,0,0,0,0,0,0,0
60271.80382072,1.000254199,8.826257e-4,0,0,0,0,0,0,0,0,0,0
60271.80428137,1.000944933,8.821855e-4,0,0,0,0,0,0,0,0,0,0
60271.80474202,0.999730462,8.824362e-4,0,0,0,0,0,0,0,0,0,0
60271.80520267,0.998701682,8.823118e-4,0,0,0,0,0,0,0,0,0,0
60271.80566331,1.001485011,8.822937e-4,0,0,0,0,0,0,0,0,0,0
60271.80612396,1.000857090,8.821062e-4,0,0,0,0,0,0,0,0,0,0
60271.80658461,1.000409677,8.819855e-4,0,0,0,0,0,0,0,0,0,0
60271.80704525,1.000774211,8.820233e-4,0,0,0,0,0,0,0,0,0,0
60271.80750590,0.999637838,8.827612e-4,0,0,0,0,0,0,0,0,0,0
60271.80796655,1.000307518,8.821335e-4,0,0,0,0,0,0,0,0,0,0
60271.80842720,1.000469033,8.822620e-4,0,0,0,0,0,0,0,0,0,0
60271.80888784,1.000926572,8.822406e-4,0,0,0,0,0,0,0,0,0,0
60271.80934849,1.000336458,8.823065e-4,0,0,0,0,0,0,0,0,0,0
60271.80980914,1.000458836,8.822550e-4,0,0,0,0,0,0,0,0,0,0
60271.81026978,1.000319538,8.825821e-4,0,0,0,0,0,0,0,0,0,0
60271.81073043,1.000808068,8.821492e-4,0,0,0,0,0,0,0,0,0,0
60271.81119108,1.000645887,8.824395e-4,0,0,0,0,0,0,0,0,0,0
60271.81165173,0.999515415,8.824914e-4,0,0,0,0,0,0,0,0,0,0
60271.81211237,0.999945368,8.825555e-4,0,0,0,0,0,0,0,0,0,0
60271.81257302,1.000846377,8.819613e-4,0,0,0,0,0,0,0,0,0,0
60271.81303367,0.999952561,8.825462e-4,0,0,0,0,0,0,0,0,0,0
60271.81349431,1.000806478,8.827274e-4,0,0,0,0,0,0,0,0,0,0
60271.81395496,1.000336536,8.828001e-4,0,0,0,0,0,0,0,0,0,0
60271.81441561,0.999867587,8.823377e-4,0,0,0,0,0,0,0,0,0,0
60271.81487625,1.001299731,8.820899e-4,0,0,0,0,0,0,0,0,0,0
60271.81533690,0.999006312,8.823282e-4,0,0,0,0,0,0,0,0,0,0
60271.81579755,1.001144876,8.823133e-4,0,0,0,0,0,0,0,0,0,0
60271.81625820,1.001314628,8.822551e-4,0,0,0,0,0,0,0,0,0,0
60271.81671884,1.001308371,8.819497e-4,0,0,0,0,0,0,0,0,0,0
60271.81717949,1.001481855,8.820303e-4,0,0,0,0,0,0,0,0,0,0
60271.81764014,1.002349116,8.823311e-4,0,0,0,0,0,0,0,0,0,0
60271.81810078,1.000126139,8.823558e-4,0,0,0,0,0,0,0,0,0,0
60271.81856143,1.001125277,8.823707e-4,0,0,0,0,0,0,0,0,0,0
60271.81902208,0.999708582,8.826843e-4,0,0,0,0,0,0,0,0,0,0
60271.81948273,1.001985096,8.821583e-4,0,0,0,0,0,0,0,0,0,0
60271.81994337,1.000637565,8.824388e-4,0,0,0,0,0,0,0,0,0,0
60271.82040402,1.000964595,8.823382e-4,0,0,0,0,0,0,0,0,0,0
60271.82086467,1.001263652,8.849304e-4,0,0,0,0,0,0,0,0,0,0
60271.82132531,0.999070240,8.828321e-4,0,0,0,0,0,0,0,0,0,0
60271.82178596,1.001377238,8.823618e-4,0,0,0,0,0,0,0,0,0,0
60271.82224661,1.001384292,8.822909e-4,0,0,0,0,0,0,0,0,0,0
60271.82270725,0.999642592,8.823534e-4,0,0,0,0,0,0,0,0,0,0
60271.82316790,1.000591917,8.820772e-4,0,0,0,0,0,0,0,0,0,0
60271.82362855,1.001326082,8.826559e-4,0,0,0,0,0,0,0,0,0,0
60271.82408920,1.002257581,8.824799e-4,0,0,0,0,0,0,0,0,0,0
60271.82454984,1.000079249,8.822060e-4,0,0,0,0,0,0,0,0,0,0
60271.82501049,1.001416559,8.822988e-4,0,0,0,0,0,0,0,0,0,0
60271.82547114,1.000093462,8.840778e-4,0,0,0,0,0,0,0,0,0,0
60271.82593178,0.999852781,8.823593e-4,0,0,0,0,0,0,0,0,0,0
60271.82639243,1.001065307,8.826554e-4,0,0,0,0,0,0,0,0,0,0
60271.82685308,1.000431878,8.822078e-4,0,0,0,0,0,0,0,0,0,0
60271.82731373,1.000383842,8.824042e-4,0,0,0,0,0,0,0,0,0,0
60271.82777437,1.000689895,8.821807e-4,0,0,0,0,0,0,0,0,0,0
60271.82823502,1.001537702,8.823660e-4,0,0,0,0,0,0,0,0,0,0
60271.82869567,1.002468642,8.822914e-4,0,0,0,0,0,0,0,0,0,0
60271.82915631,0.999677472,8.823705e-4,0,0,0,0,0,0,0,0,0,0
60271.82961696,1.001571130,8.848706e-4,0,0,0,0,0,0,0,0,0,0
60271.83007761,1.001386878,8.823664e-4,0,0,0,0,0,0,0,0,0,0
60271.83053826,1.000286255,8.827526e-4,0,0,0,0,0,0,0,0,0,0
60271.83099890,1.000797908,8.824236e-4,0,0,0,0,0,0,0,0,0,0
60271.83145955,1.000120338,8.825376e-4,0,0,0,0,0,0,0,0,0,0
60271.83192020,1.001296703,8.826509e-4,0,0,0,0,0,0,0,0,0,0
60271.83238084,1.000716368,8.827457e-4,0,0,0,0,0,0,0,0,0,0
60271.83284149,0.999868545,8.826644e-4,0,0,0,0,0,0,0,0,0,0
60271.83330214,1.000610551,8.826034e-4,0,0,0,0,0,0,0,0,0,0
60271.83376278,1.003536292,8.892105e-4,0,0,0,0,0,0,0,0,0,0
60271.83422343,1.000599423,8.824608e-4,0,0,0,0,0,0,0,0,0,0
60271.83468408,0.999536688,8.820167e-4,0,0,0,0,0,0,0,0,0,0
60271.83514473,1.001772259,8.826480e-4,0,0,0,0,0,0,0,0,0,0
60271.83560537,1.000939952,8.828406e-4,0,0,0,0,0,0,0,0,0,0
60271.83606602,1.000640505,8.823267e-4,0,0,0,0,0,0,0,0,0,0
60271.83652667,1.002132133,8.825070e-4,0,0,0,0,0,0,0,0,0,0
60271.83698731,0.999586769,8.826534e-4,0,0,0,0,0,0,0,0,0,0
60271.83744796,1.000596543,8.825046e-4,0,0,0,0,0,0,0,0,0,0
60271.83790861,1.001585654,8.825809e-4,0,0,0,0,0,0,0,0,0,0
60271.83836926,1.001835019,8.826753e-4,0,0,0,0,0,0,0,0,0,0
60271.83882990,1.001506242,8.824692e-4,0,0,0,0,0,0,0,0,0,0
60271.83929055,1.000676407,8.827966e-4,0,0,0,0,0,0,0,0,0,0
60271.83975120,1.000056917,8.825448e-4,0,0,0,0,0,0,0,0,0,0
60271.84021184,1.000174637,8.827205e-4,0,0,0,0,0,0,0,0,0,0
60271.84067249,1.000669590,8.823822e-4,0,0,0,0,0,0,0,0,0,0
60271.84113314,1.000640645,8.820707e-4,0,0,0,0,0,0,0,0,0,0
60271.84159378,1.000395203,8.824844e-4,0,0,0,0,0,0,0,0,0,0
60271.84205443,0.999967654,8.825511e-4,0,0,0,0,0,0,0,0,0,0
60271.84251508,1.000811465,8.828417e-4,0,0,0,0,0,0,0,0,0,0
60271.84297573,1.000011084,8.821930e-4,0,0,0,0,0,0,0,0,0,0
60271.84343637,1.000185892,8.823083e-4,0,0,0,0,0,0,0,0,0,0
60271.84389702,1.001141191,8.826846e-4,0,0,0,0,0,0,0,0,0,0
60271.84435767,1.000125903,8.828819e-4,0,0,0,0,0,0,0,0,0,0
60271.84481831,1.000571402,8.824326e-4,0,0,0,0,0,0,0,0,0,0
60271.84527896,1.000031794,8.825377e-4,0,0,0,0,0,0,0,0,0,0
60271.84573961,1.000805971,8.822940e-4,0,0,0,0,0,0,0,0,0,0
60271.84620026,1.000288134,8.825023e-4,0,0,0,0,0,0,0,0,0,0
60271.84666090,1.001276758,8.823866e-4,0,0,0,0,0,0,0,0,0,0
60271.84712155,1.000983222,8.827896e-4,0,0,0,0,0,0,0,0,0,0
60271.84758220,0.999531451,8.827318e-4,0,0,0,0,0,0,0,0,0,0
60271.84804284,1.002003298,8.823677e-4,0,0,0,0,0,0,0,0,0,0
60271.84850349,1.001815494,8.826819e-4,0,0,0,0,0,0,0,0,0,0
60271.84896414,1.001419912,8.823297e-4,0,0,0,0,0,0,0,0,0,0
60271.84942479,1.000417915,8.822000e-4,0,0,0,0,0,0,0,0,0,0
60271.84988543,1.000987164,8.824489e-4,0,0,0,0,0,0,0,0,0,0
60271.85034608,1.000821726,8.821773e-4,0,0,0,0,0,0,0,0,0,0
60271.85080673,1.000931886,8.825433e-4,0,0,0,0,0,0,0,0,0,0
60271.85126737,1.000767930,8.829190e-4,0,0,0,0,0,0,0,0,0,0
60271.85172802,0.998626096,8.827424e-4,0,0,0,0,0,0,0,0,0,0
60271.85218867,1.001988578,8.826197e-4,0,0,0,0,0,0,0,0,0,0
