time,flux,error,mask,visit1,visit2,visit3,visit4,visit5,visit6,visit7,visit8,visit9
60270.89219998,0.999474660,8.803171e-4,0,0,0,0,0,0,0,0,0,0
60270.89266063,0.999633175,8.801987e-4,0,0,0,0,0,0,0,0,0,0
60270.89312127,1.000476493,8.803375e-4,0,0,0,0,0,0,0,0,0,0
60270.89358192,1.001760750,8.804735e-4,0,0,0,0,0,0,0,0,0,0
60270.89404257,1.002701067,8.803731e-4,0,0,0,0,0,0,0,0,0,0
60270.89450321,1.000121574,8.804362e-4,0,0,0,0,0,0,0,0,0,0
60270.89496386,1.001051901,8.803785e-4,0,0,0,0,0,0,0,0,0,0
60270.89542451,0.999922035,8.800892e-4,0,0,0,0,0,0,0,0,0,0
60270.89588516,0.999973431,8.802793e-4,0,0,0,0,0,0,0,0,0,0
60270.89634580,0.999750238,8.804371e-4,0,0,0,0,0,0,0,0,0,0
60270.89680645,1.000124638,8.808797e-4,0,0,0,0,0,0,0,0,0,0
60270.89726710,1.000212209,8.806252e-4,0,0,0,0,0,0,0,0,0,0
