logg	Teff	Z	xi	a	b	Filt	Met	Mod
[cm/s2]	K	[Sun]	km/s	 	 	 	 	
-----	------	----	----	-------	-------	--	-	-
 4.00	  5750	 0.0	 2.0	 0.7545	 0.0931	v 	L	A
 4.50	  5750	 0.0	 2.0	 0.7508	 0.0962	v 	L	A
 4.00	  6000	 0.0	 2.0	 0.6801	 0.1523	v 	L	A
 4.50	  6000	 0.0	 2.0	 0.6731	 0.1587	v 	L	A
 4.00	  5750	 0.0	 2.0	 0.4576	 0.2615	V 	L	A
 4.50	  5750	 0.0	 2.0	 0.4650	 0.2565	V 	L	A
 4.00	  6000	 0.0	 2.0	 0.4110	 0.2882	V 	L	A
 4.50	  6000	 0.0	 2.0	 0.4152	 0.2860	V 	L	A
