epoch,object,sep,sep_err,pa,pa_err
51195.060,1,2332,10,138.68,0.19
52600.945,1,2340,6,139.56,0.17
53011.954,1,2344,3,139.83,0.06
55104.655,1,2339,4,138.63,0.14
55948.228,1,2332,6,138.76,0.16
56266.648,1,2343,6,138.61,0.15
56998.910,1,2343,1,140.25,0.02
57331.060,1,2339,1,139.94,0.02
58148.200,1,2354,2,138.46,0.1
