TITLE="Saturn's icy satellites investigated by Cassini - VIMS. V. Spectrophotometry"
AUTHORS="Gianrico Filacchione, Mauro Ciarniello, Emiliano D’Aversa, Fabrizio Capaccioni, Roger N. Clark, Bonnie J. Buratti, Paul Helfenstein, Katrin Stephan, Christina Plainaki"
JOURNAL="ICARUS, vol XX, pages XX-XX, (2022)"
DOI: XX

ASCII FILE FOR TABLE.4: Tethys photometric parameters.

COLUMN 1: wavelength (nm)
COLUMN 2: a_0
COLUMN 3: a_0 error
COLUMN 4: a_1
COLUMN 5: a_1 error
COLUMN 6: a_2
COLUMN 7: a_2 error
COLUMN 8: chi^2 best-fit value

350 ; 0.696788 ; 0.0367416 ; -0.00415584 ; 0.00101166 ; -5.01087e-06 ; 6.41702e-06 ; 23.1663 
402 ; 0.690351 ; 0.0345137 ; -0.00342041 ; 0.000968016 ; -1.04861e-05 ; 6.17025e-06 ; 22.7638 
453 ; 0.747063 ; 0.0330661 ; -0.00393178 ; 0.000945299 ; -8.67318e-06 ; 6.09980e-06 ; 17.1289 
506 ; 0.735376 ; 0.0303450 ; -0.00315262 ; 0.000898946 ; -1.37236e-05 ; 5.91567e-06 ; 25.6141 
549 ; 0.736281 ; 0.0308483 ; -0.00310144 ; 0.000910277 ; -1.41087e-05 ; 5.96401e-06 ; 20.9418 
599 ; 0.766672 ; 0.0319447 ; -0.00358972 ; 0.000929919 ; -1.26177e-05 ; 6.05260e-06 ; 6.04056 
651 ; 0.751931 ; 0.0301970 ; -0.00325114 ; 0.000898288 ; -1.42701e-05 ; 5.92709e-06 ; 8.72324 
702 ; 0.715489 ; 0.0281358 ; -0.00287179 ; 0.000857745 ; -1.41549e-05 ; 5.76695e-06 ; 23.5707 
753 ; 0.712496 ; 0.0289675 ; -0.00276283 ; 0.000868584 ; -1.51645e-05 ; 5.73769e-06 ; 17.5099 
797 ; 0.704906 ; 0.0283116 ; -0.00259876 ; 0.000850092 ; -1.63151e-05 ; 5.60985e-06 ; 12.8655 
