0 -90 2.650000000
0 -80 2.680483255
0 -70 2.774501544
0 -60 2.939911040
0 -50 3.189952200
0 -40 3.541584817
0 -30 4.006423414
0 -20 4.559937713
0 -10 5.075405980
0 0 5.300000000
0 10 5.075405980
0 20 4.559937713
0 30 4.006423414
0 40 3.541584817
0 50 3.189952200
0 60 2.939911040
0 70 2.774501544
0 80 2.680483255
0 90 2.650000000
10 -90 2.650000000
10 -80 2.679822346
10 -70 2.771661577
10 -60 2.932705512
10 -50 3.174791995
10 -40 3.512275502
10 -30 3.952616781
10 -20 4.467508871
10 -10 4.936929783
10 0 5.138227826
10 10 4.936929783
10 20 4.467508871
10 30 3.952616781
10 40 3.512275502
10 50 3.174791995
10 60 2.932705512
10 70 2.771661577
10 80 2.679822346
10 90 2.650000000
20 -90 2.650000000
20 -80 2.677922064
20 -70 2.763532673
20 -60 2.912250253
20 -50 3.132318418
20 -40 3.431781598
20 -30 3.809016532
20 -20 4.229818271
20 -10 4.593779897
20 0 4.744027521
20 10 4.593779897
20 20 4.229818271
20 30 3.809016532
20 40 3.431781598
20 50 3.132318418
20 60 2.912250253
20 70 2.763532673
20 80 2.677922064
20 90 2.650000000
30 -90 2.650000000
30 -80 2.675018487
30 -70 2.751216037
30 -60 2.881724832
30 -50 3.070428959
30 -40 3.318528405
30 -30 3.616497910
30 -20 3.929506268
30 -10 4.183813440
30 0 4.284407134
30 10 4.183813440
30 20 3.929506268
30 30 3.616497910
30 40 3.318528405
30 50 3.070428959
30 60 2.881724832
30 70 2.751216037
30 80 2.675018487
30 90 2.650000000
40 -90 2.650000000
40 -80 2.671469588
40 -70 2.736329994
40 -60 2.845558937
40 -50 2.999296063
40 -40 3.193805286
40 -30 3.415948400
40 -20 3.635935157
40 -10 3.804759905
40 0 3.869136766
40 10 3.804759905
40 20 3.635935157
40 30 3.415948400
40 40 3.193805286
40 50 2.999296063
40 60 2.845558937
40 70 2.736329994
40 80 2.671469588
40 90 2.650000000
50 -90 2.650000000
50 -80 2.667708399
50 -70 2.720751000
50 -60 2.808529051
50 -50 2.928775730
50 -40 3.075393210
50 -30 3.235354607
50 -20 3.386012656
50 -10 3.496505284
50 0 3.537487135
50 10 3.496505284
50 20 3.386012656
50 30 3.235354607
50 40 3.075393210
50 50 2.928775730
50 60 2.808529051
50 70 2.720751000
50 80 2.667708399
50 90 2.650000000
60 -90 2.650000000
60 -80 2.664188477
60 -70 2.706351446
60 -60 2.775018079
60 -50 2.866848146
60 -40 2.975337559
60 -30 3.089381316
60 -20 3.192727914
60 -10 3.266056144
60 0 3.292730084
60 10 3.266056144
60 20 3.192727914
60 30 3.089381316
60 40 2.975337559
60 50 2.866848146
60 60 2.775018079
60 70 2.706351446
60 80 2.664188477
60 90 2.650000000
70 -90 2.650000000
70 -80 2.661329296
70 -70 2.694780479
70 -60 2.748569658
70 -50 2.819170516
70 -40 2.900620556
70 -30 2.983966904
70 -20 3.057499400
70 -10 3.108532838
70 0 3.126863659
70 10 3.108532838
70 20 3.057499400
70 30 2.983966904
70 40 2.900620556
70 50 2.819170516
70 60 2.748569658
70 70 2.694780479
70 80 2.661329296
70 90 2.650000000
80 -90 2.650000000
80 -80 2.659468056
80 -70 2.687307633
80 -60 2.731709111
80 -50 2.789304542
80 -40 2.854783962
80 -30 2.920713669
80 -20 2.977977361
80 -10 3.017222334
80 0 3.031219379
80 10 3.017222334
80 20 2.977977361
80 30 2.920713669
80 40 2.854783962
80 50 2.789304542
80 60 2.731709111
80 70 2.687307633
80 80 2.659468056
80 90 2.650000000
90 -90 2.650000000
90 -80 2.658822567
90 -70 2.684726849
90 -60 2.725925692
90 -50 2.779152141
90 -40 2.839366231
90 -30 2.899669260
90 -20 2.951777615
90 -10 2.987343855
90 0 3.000000000
90 10 2.987343855
90 20 2.951777615
90 30 2.899669260
90 40 2.839366231
90 50 2.779152141
90 60 2.725925692
90 70 2.684726849
90 80 2.658822567
90 90 2.650000000
100 -90 2.650000000
100 -80 2.659468056
100 -70 2.687307633
100 -60 2.731709111
100 -50 2.789304542
100 -40 2.854783962
100 -30 2.920713669
100 -20 2.977977361
