epoch,object,quant1,quant1_err,quant2,quant2_err,quant12_corr,quant_type
58612.2,1,-161.6,2.7,31.56,1.3,-0.33,radec
58670.0,1,-162.03,1.95,28.24,1.26,-0.17,radec
59412.0,1,-144.84,1.88,36.11,1.25,-0.22,radec
59703.2,1,-142.34,5.21,35.8,2.05,-0.58,radec
59779.06,1,-138.21,0.15,36.34,0.17,-0.58,radec
60072.15,1,-130.41,0.2,37.0,0.28,-0.95,radec
60126.98,1,-129.07,0.13,37.36,0.08,-0.97,radec
60724.31,1,-112.81,0.1,38.94,0.13,-0.91,radec
