0 -90 4.445403567225
5 -90 4.445403567225
10 -90 4.445403567225
15 -90 4.445403567225
20 -90 4.445403567225
25 -90 4.445403567225
30 -90 4.445403567225
35 -90 4.445403567225
40 -90 4.445403567225
45 -90 4.445403567225
50 -90 4.445403567225
55 -90 4.445403567225
60 -90 4.445403567225
65 -90 4.445403567225
70 -90 4.445403567225
75 -90 4.445403567225
80 -90 4.445403567225
85 -90 4.445403567225
90 -90 4.445403567225
95 -90 4.445403567225
100 -90 4.445403567225
105 -90 4.445403567225
110 -90 4.445403567225
115 -90 4.445403567225
120 -90 4.445403567225
125 -90 4.445403567225
130 -90 4.445403567225
135 -90 4.445403567225
140 -90 4.445403567225
145 -90 4.445403567225
150 -90 4.445403567225
155 -90 4.445403567225
160 -90 4.445403567225
165 -90 4.445403567225
170 -90 4.445403567225
175 -90 4.445403567225
180 -90 4.445403567225
185 -90 4.445403567225
190 -90 4.445403567225
195 -90 4.445403567225
200 -90 4.445403567225
205 -90 4.445403567225
210 -90 4.445403567225
215 -90 4.445403567225
220 -90 4.445403567225
225 -90 4.445403567225
230 -90 4.445403567225
235 -90 4.445403567225
240 -90 4.445403567225
245 -90 4.445403567225
250 -90 4.445403567225
255 -90 4.445403567225
260 -90 4.445403567225
265 -90 4.445403567225
270 -90 4.445403567225
275 -90 4.445403567225
280 -90 4.445403567225
285 -90 4.445403567225
290 -90 4.445403567225
295 -90 4.445403567225
300 -90 4.445403567225
305 -90 4.445403567225
310 -90 4.445403567225
315 -90 4.445403567225
320 -90 4.445403567225
325 -90 4.445403567225
330 -90 4.445403567225
335 -90 4.445403567225
340 -90 4.445403567225
345 -90 4.445403567225
350 -90 4.445403567225
355 -90 4.445403567225
360 -90 4.445403567225
0 -85 4.454913008948
5 -85 4.454840543874
10 -85 4.454625371307
15 -85 4.454274089151
20 -85 4.453797462802
25 -85 4.453210086910
30 -85 4.452529928284
35 -85 4.451777765503
40 -85 4.450976544004
45 -85 4.450150667901
50 -85 4.449325251349
55 -85 4.448525353078
60 -85 4.447775217600
65 -85 4.447097545833
70 -85 4.446512816404
75 -85 4.446038676919
80 -85 4.445689422076
85 -85 4.445475572744
90 -85 4.445403567225
95 -85 4.445475572744
100 -85 4.445689422076
105 -85 4.446038676919
110 -85 4.446512816404
115 -85 4.447097545833
120 -85 4.447775217600
125 -85 4.448525353078
130 -85 4.449325251349
135 -85 4.450150667901
