Wavelength,Flux (Jy),Error (Jy)
1.3507282860615375,0.002249269269976286,3.044062642392593e-05
1.3557334352802508,0.002265592704134298,3.086510218917616e-05
1.360738584498964,0.0022742273278819262,4.534965254300808e-05
1.3657437337176772,0.002244846174767191,4.8418600691197714e-05
1.3707488829363905,0.0022472242280865366,5.379471252016284e-05
1.3757540321551036,0.0022122223814906913,5.014246693047236e-05
1.3807591813738167,0.002224043250013115,4.4730239058898416e-05
1.38576433059253,0.0022303895504739084,3.7773867976007446e-05
1.3907694798112433,0.0022162840938832035,3.2820297203769815e-05
1.3957746290299564,0.0021750789224544826,3.339893368964469e-05
1.4007797782486697,0.002180983471827767,3.460647646566855e-05
1.405784927467383,0.0020418617160526654,3.305005236030022e-05
1.4107900766860961,0.0020369488694987592,3.268362199650391e-05
1.4157952259048092,0.0019988206439493636,3.033476710347078e-05
1.4208003751235225,0.0020366952265743503,4.06294593152074e-05
1.4258055243422358,0.002015460412706124,9.517980260602337e-05
1.430810673560949,0.0020108445401186186,0.00010117151607040338
1.4358158227796622,0.0019053586905674934,0.00013124924036111472
1.4408209719983756,0.0019455897638410114,0.00011126780542770012
1.4458261212170886,0.0019308388709947356,4.371893577758855e-05
1.4508312704358017,0.0018843227000225472,5.142064190014567e-05
1.455836419654515,0.0017297170425870688,5.055214742227304e-05
1.4608415688732284,0.0017858517559275556,5.9276960166028824e-05
1.4658467180919414,0.0017525081787369003,4.957478452083822e-05
1.4708518673106548,0.0017240247745527314,4.236729056506999e-05
1.475857016529368,0.001520842942414997,4.356853886005125e-05
1.4808621657480812,0.0015664249793453664,4.543386091759773e-05
1.4858673149667943,0.001490494364693974,3.683382555885045e-05
1.4908724641855078,0.0015000960827504,3.428728486162268e-05
1.4958776134042209,0.001438973182098389,2.6460854829880185e-05
1.500882762622934,0.001488027886024163,2.228362588500887e-05
1.5058879118416473,0.0014697538122813438,1.484843266411892e-05
1.5108930610603606,0.0014545549450499908,1.122094957394874e-05
1.5158982102790737,0.0013247241159467858,1.6783294498501898e-05
1.5209033594977868,0.001320462691328525,1.7719448664316295e-05
1.5259085087165003,0.0013111287429319464,1.7699644822374205e-05
1.5309136579352134,0.001313235115331903,1.7433463277870616e-05
1.5359188071539265,0.0013328518092280471,1.8013084199666735e-05
1.5409239563726398,0.001335382329524353,1.8480526389751187e-05
1.545929105591353,0.0013416052534669994,1.796295310711196e-05
1.5509342548100662,0.0013431892797789108,1.7908219977333033e-05
1.5559394040287795,0.0013371730125247645,1.7753751061701236e-05
1.5609445532474926,0.0013208064791699508,1.7944071338174432e-05
