asteroid_number,prov_desig,comet_desig,mpc_packed_name,absolute_mag,slope_param,mean_jd,n_w1,n_w2,n_w3,n_w4,fit_code,diameter,diameter_err,v_albedo,v_albedo_err,ir_albedo,ir_albedo_err,beaming_param,beaming_param_err,stacked_flag,reference,notes,reference2,type,cntr
8888,,,08888,13.0000,0.1500,2455262.2770960,0,10,14,14,DVB-,13.5840,0.0670,0.0520,0.0030,0.0780,0.0050,1.0340,0.0110,,Mas11,,MASIEROETAL2011,mainbelt,9932
8888,,,08888,13.1000,0.1500,2455580.3281310,0,14,0,0,DV--,12.7790,7.9910,0.0620,0.0790,0.0870,0.1370,1.0000,0.2000,,Mas12,,MASIEROETAL2012,mainbelt,145617
8888,,,08888,13.2000,0.1500,2457150.4707264,11,13,0,0,DV--,10.0410,2.5950,0.0930,0.0750,0.1390,0.1840,0.9500,0.2000,,Nug16,,NUGENTETAL2016,mainbelt or mars crossers,167959
8888,,,08888,13.2000,0.1500,2456986.8843095,0,6,0,0,DV--,11.2400,3.5460,0.0730,0.0960,0.1100,0.2340,0.9500,0.2000,,Nug15,,NUGENTETAL2015,mainbelt or mars crossers,158809
