asteroid_number,prov_desig,comet_desig,mpc_packed_name,absolute_mag,slope_param,mean_jd,n_w1,n_w2,n_w3,n_w4,fit_code,diameter,diameter_err,v_albedo,v_albedo_err,ir_albedo,ir_albedo_err,beaming_param,beaming_param_err,stacked_flag,reference,notes,reference2,type,cntr
2309,,,02309,11.3000,0.1500,2456901.7291616,14,14,0,0,DV--,20.1130,5.3900,0.1180,0.0520,0.1770,0.1260,0.9500,0.2000,,Nug15,,NUGENTETAL2015,mainbelt or mars crossers,157277
2309,,,02309,11.3000,0.1500,2455555.5311165,5,5,0,0,DV-I,16.8940,0.8830,0.1870,0.0310,0.1810,0.0320,1.0000,0.2000,,Mas12,,MASIEROETAL2012,mainbelt,143720
2309,,,02309,11.3000,0.1500,2457065.0437390,13,13,0,0,DV--,18.3260,5.6630,0.1410,0.1200,0.2110,0.2100,0.9500,0.2000,,Nug16,,NUGENTETAL2016,mainbelt or mars crossers,166213
2309,,,02309,11.3000,0.1500,2455267.1724715,8,9,12,12,DVBI,19.7070,0.1770,0.1440,0.0120,0.1590,0.0130,0.8890,0.0190,,Mas14,,MASIEROETAL2014,mainbelt,4860
