Wavelength,Flux (Jy),Error (Jy)
0.7000150909052997,5.537376166383477e-06,5.60203241941996e-06
0.7050202401240129,6.191401317889954e-08,5.7331367810168235e-06
0.7100253893427261,-1.4222134940404074e-05,6.3746820049924555e-06
0.7150305385614393,-2.0019973209413338e-07,4.8602163193756744e-06
0.7200356877801526,8.668711808588098e-06,3.871347437934499e-06
0.7250408369988657,-1.9874476848125297e-07,3.206112735247661e-06
0.730045986217579,2.9674287824419943e-06,3.798655595982034e-06
0.7350511354362922,1.7192549841898426e-05,4.299381861882732e-06
0.7400562846550054,1.3971716709157135e-05,4.875796315145391e-06
0.7450614338737186,-3.0519657812962583e-06,3.5648341860676587e-06
0.7500665830924318,1.1019895364544396e-05,3.0204024185573257e-06
0.7550717323111451,4.73045374027859e-06,3.194971838807953e-06
0.7600768815298583,1.0850912580564967e-05,3.4537301733751608e-06
0.7650820307485715,3.892582185534111e-06,2.8190925692600635e-06
0.7700871799672847,4.830837000771425e-06,2.2106000506374923e-06
0.7750923291859979,1.1346038493927424e-05,3.3869056817095424e-06
0.7800974784047111,1.2808166706451511e-06,2.8836213516903855e-06
0.7851026276234243,5.477980525424376e-07,2.6454586919048888e-06
0.7901077768421376,-2.271756412044679e-06,2.2721795099473692e-06
0.7951129260608508,5.534626262501472e-06,2.313187827973835e-06
0.800118075279564,8.055477232087556e-06,2.179758679512358e-06
0.8051232244982772,1.1824124892356958e-05,1.8302572575682373e-06
0.8101283737169904,1.3287658777269145e-05,2.0151864586822236e-06
0.8151335229357037,7.399558474437468e-06,2.1505521120472227e-06
0.8201386721544168,1.0386603343090266e-06,1.8100841559586508e-06
0.8251438213731301,5.2793663652654395e-06,1.9797134485315313e-06
0.8301489705918433,1.0670201799315769e-05,2.06891233595228e-06
0.8351541198105565,4.966442019806592e-06,2.3248688030732323e-06
0.8401592690292697,5.4036985861540924e-06,2.362296765031474e-06
0.8451644182479829,4.4099377347522404e-06,2.2072735689858712e-06
0.8501695674666963,9.671297088486834e-06,3.0240969912715276e-06
0.8551747166854093,2.695839070309569e-06,2.560000872479788e-06
0.8601798659041227,9.930791143749237e-06,2.290243260944595e-06
0.8651850151228359,3.936528183956861e-06,1.8301858146573927e-06
0.870190164341549,4.390549625165398e-06,1.1677554059335984e-06
0.8751953135602624,3.963287194488998e-06,1.5992101366000606e-06
0.8802004627789755,3.2223336568188807e-06,1.8976375240372923e-06
0.8852056119976888,7.170002339777803e-06,1.8852997661050174e-06
0.890210761216402,3.2850142525096258e-06,1.5421714451573325e-06
0.8952159104351152,4.876987303699676e-06,1.2401596783659484e-06
0.9002210596538284,8.267560226682658e-06,2.402245029834181e-06
0.9052262088725416,-1.025609906721867e-06,3.1691199975864355e-06
