    0  -90   17.00000000
    0  -85   17.04400412
    0  -80   17.17672147
    0  -75   17.40025878
    0  -70   17.71809206
    0  -65   18.13498421
    0  -60   18.65680250
    0  -55   19.29014886
    0  -50   20.04165970
    0  -45   20.91675197
    0  -40   21.91748933
    0  -35   23.03914952
    0  -30   24.26508947
    0  -25   25.55986790
    0  -20   26.86170350
    0  -15   28.07758647
    0  -10   29.08716263
    0   -5   29.76196885
    0    0   30.00000000
    0    5   29.76196885
    0   10   29.08716263
    0   15   28.07758647
    0   20   26.86170350
    0   25   25.55986790
    0   30   24.26508947
    0   35   23.03914952
    0   40   21.91748933
    0   45   20.91675197
    0   50   20.04165970
    0   55   19.29014886
    0   60   18.65680250
    0   65   18.13498421
    0   70   17.71809206
    0   75   17.40025878
    0   80   17.17672147
    0   85   17.04400412
    0   90   17.00000000
    5  -90   17.00000000
    5  -85   17.04380573
    5  -80   17.17591542
    5  -75   17.39839747
    5  -70   17.71466077
    5  -65   18.12936758
    5  -60   18.64824431
    5  -55   19.27770376
    5  -50   20.02413722
    5  -45   20.89265673
    5  -40   21.88496994
    5  -35   22.99598409
    5  -30   24.20876175
    5  -25   25.48782063
    5  -20   26.77187399
    5  -15   27.96927418
    5  -10   28.96207110
    5   -5   29.62491382
    5    0   29.85857900
    5    5   29.62491382
    5   10   28.96207110
    5   15   27.96927418
    5   20   26.77187399
    5   25   25.48782063
    5   30   24.20876175
    5   35   22.99598409
    5   40   21.88496994
    5   45   20.89265673
    5   50   20.02413722
    5   55   19.27770376
    5   60   18.64824431
    5   65   18.12936758
    5   70   17.71466077
    5   75   17.39839747
    5   80   17.17591542
    5   85   17.04380573
    5   90   17.00000000
   10  -90   17.00000000
   10  -85   17.04321661
   10  -80   17.17352244
   10  -75   17.39287360
   10  -70   17.70448290
   10  -65   18.11271906
   10  -60   18.62289900
   10  -55   19.24088808
   10  -50   19.97237182
   10  -45   20.82159095
   10  -40   21.78924637
   10  -35   22.86921540
   10  -30   24.04377415
   10  -25   25.27740633
   10  -20   26.51033459
   10  -15   27.65486909
   10  -10   28.59989880
   10   -5   29.22880851
   10    0   29.45011513
   10    5   29.22880851
   10   10   28.59989880
   10   15   27.65486909
   10   20   26.51033459
   10   25   25.27740633
   10   30   24.04377415
   10   35   22.86921540
   10   40   21.78924637
   10   45   20.82159095
   10   50   19.97237182
   10   55   19.24088808
   10   60   18.62289900
   10   65   18.11271906
   10   70   17.70448290
   10   75   17.39287360
   10   80   17.17352244
   10   85   17.04321661
   10   90   17.00000000
   15  -90   17.00000000
   15  -85   17.04225480
   15  -80   17.16961716
   15  -75   17.38386514
   15  -70   17.68790137
   15  -65   18.08563248
   15  -60   18.58173460
   15  -55   19.18122358
   15  -50   19.88870179
   15  -45   20.70709248
   15  -40   21.63560650
   15  -35   22.66665039
   15  -30   23.78147395
   15  -25   24.94475347
   15  -20   26.09927422
   15  -15   27.16352197
   15  -10   28.03665143
   15   -5   28.61483546
   15    0   28.81773748
   15    5   28.61483546
   15   10   28.03665143
   15   15   27.16352197
   15   20   26.09927422
   15   25   24.94475347
   15   30   23.78147395
   15   35   22.66665039
   15   40   21.63560650
   15   45   20.70709248
   15   50   19.88870179
   15   55   19.18122358
   15   60   18.58173460
   15   65   18.08563248
   15   70   17.68790137
   15   75   17.38386514
   15   80   17.16961716
   15   85   17.04225480
   15   90   17.00000000
   20  -90   17.00000000
   20  -85   17.04094968
   20  -80   17.16432118
   20  -75   17.37166123
   20  -70   17.66547131
   20  -65   18.04906427
   20  -60   18.52630053
   20  -55   19.10112784
   20  -50   19.77680901
   20  -45   20.55467442
   20  -40   21.43219224
   20  -35   22.40014649
   20  -30   23.43883492
   20  -25   24.51359292
   20  -20   25.57078932
   20  -15   26.53671663
   20  -10   27.32286197
   20   -5   27.84025064
   20    0   28.02120727
   20    5   27.84025064
   20   10   27.32286197
   20   15   26.53671663
   20   20   25.57078932
   20   25   24.51359292
   20   30   23.43883492
   20   35   22.40014649
   20   40   21.43219224
   20   45   20.55467442
   20   50   19.77680901
   20   55   19.10112784
   20   60   18.52630053
   20   65   18.04906427
   20   70   17.66547131
   20   75   17.37166123
   20   80   17.16432118
   20   85   17.04094968
   20   90   17.00000000
   25  -90   17.00000000
   25  -85   17.03934115
   25  -80   17.15779902
   25  -75   17.35665154
   25  -70   17.63793656
   25  -65   18.00428669
   25  -60   18.45863922
   25  -55   19.00375288
   25  -50   19.64143197
   25  -45   20.37132523
   25  -40   21.18914569
   25  -35   22.08418442
   25  -30   23.03613465
   25  -25   24.01160985
   25  -20   24.96142255
   25  -15   25.82059689
   25  -10   26.51364353
   25   -5   26.96667099
   25    0   27.12453288
   25    5   26.96667099
   25   10   26.51364353
   25   15   25.82059689
   25   20   24.96142255
   25   25   24.01160985
   25   30   23.03613465
   25   35   22.08418442
   25   40   21.18914569
   25   45   20.37132523
   25   50   19.64143197
   25   55   19.00375288
   25   60   18.45863922
   25   65   18.00428669
   25   70   17.63793656
   25   75   17.35665154
   25   80   17.15779902
   25   85   17.03934115
   25   90   17.00000000
   30  -90   17.00000000
   30  -85   17.03747830
   30  -80   17.15025268
   30  -75   17.33931201
   30  -70   17.60619916
   30  -65   17.95282817
   30  -60   18.38117582
   30  -55   18.89278892
   30  -50   19.48802638
   30  -45   20.16493620
   30  -40   20.91766624
   30  -35   21.73435572
   30  -30   22.59460437
