logg	Teff	Z	xi	a	b	Filt	Met	Mod
[cm/s2]	K	[Sun]	km/s	 	 	 	 	
-----	------	----	----	-------	-------	--	-	-
 3.50	  5750	 0.0	 2.0	 0.7645	 0.0827	v 	L	A
 4.00	  5750	 0.0	 2.0	 0.7545	 0.0931	v 	L	A
 3.50	  6000	 0.0	 2.0	 0.6935	 0.1380	v 	L	A
 4.00	  6000	 0.0	 2.0	 0.6801	 0.1523	v 	L	A
 3.50	  5750	 0.0	 2.0	 0.4522	 0.2649	V 	L	A
 4.00	  5750	 0.0	 2.0	 0.4576	 0.2615	V 	L	A
 3.50	  6000	 0.0	 2.0	 0.4068	 0.2893	V 	L	A
 4.00	  6000	 0.0	 2.0	 0.4110	 0.2882	V 	L	A
